Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,71.157472,[ 6 16] ; [277  28],[19.03975535  2.96024465] ; [263.96024465  41.03975535],1
r2,1,0.0,49.204043,[12  9] ; [292  12],[19.64307692  1.35692308] ; [284.35692308  19.64307692],1
r1,1,7e-06,20.324796,[ 8 14] ; [239  64],[16.72  5.28] ; [230.28  72.72],1
s6,1,0.000885,11.053794,[ 7 14] ; [209  95],[13.95692308  7.04307692] ; [202.04307692 101.95692308],1
r3,1,0.001088,10.671842,[17  4] ; [294  11],[20.03374233  0.96625767] ; [290.96625767  14.03374233],0
a6,1,0.004337,8.137233,[10 12] ; [225  80],[15.81039755  6.18960245] ; [219.18960245  85.81039755],0
a7,1,0.004498,8.070894,[10 12] ; [224  80],[15.79141104  6.20858896] ; [218.20858896  85.79141104],0
b1,1,0.007383,7.177342,[14  8] ; [107 198],[ 8.14067278 13.85932722] ; [112.85932722 192.14067278],0
u3,1,0.011422,6.398434,[1 6] ; [50 29],[4.15116279 2.84883721] ; [46.84883721 32.15116279],0
s2,1,0.028185,4.816701,[ 7 15] ; [169 133],[11.95061728 10.04938272] ; [164.04938272 137.95061728],0
p9,1,0.035414,4.425112,[18  4] ; [284  19],[20.44307692  1.55692308] ; [281.55692308  21.44307692],0
d3,1,0.042965,4.096764,[11 11] ; [214  89],[15.23076923  6.76923077] ; [209.76923077  93.23076923],0
s8,1,0.051985,3.776264,[ 5 17] ; [134 171],[ 9.35168196 12.64831804] ; [129.64831804 175.35168196],0
v3,1,0.072383,3.228145,[ 4 18] ; [108 182],[ 7.8974359 14.1025641] ; [104.1025641 185.8974359],0
d5,1,0.074837,3.173617,[15  7] ; [253  51],[18.08588957  3.91411043] ; [249.91411043  54.08588957],0
u2,1,0.084206,2.9818,[2 5] ; [49 30],[4.15116279 2.84883721] ; [46.84883721 32.15116279],0
b4,1,0.102355,2.668468,[17  5] ; [182 123],[13.3883792  8.6116208] ; [185.6116208 119.3883792],0
p1,1,0.10423,2.639597,[ 3 19] ; [ 16 289],[ 1.27828746 20.72171254] ; [ 17.72171254 287.27828746],0
p5,1,0.11198,2.52606,[ 3 19] ; [ 16 283],[ 1.30218069 20.69781931] ; [ 17.69781931 281.30218069],0
s4,1,0.114077,2.496809,[ 1 21] ; [ 53 249],[ 3.66666667 18.33333333] ; [ 50.33333333 251.66666667],0
n1,1,0.114466,2.491456,[4 2] ; [29 55],[2.2 3.8] ; [30.8 53.2],0
s5,1,0.124828,2.355676,[ 3 17] ; [ 92 202],[ 6.05095541 13.94904459] ; [ 88.94904459 205.05095541],0
p11,1,0.142378,2.15207,[14  8] ; [236  69],[16.81957187  5.18042813] ; [233.18042813  71.81957187],0
