Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,1e-06,24.771461,[61  9] ; [18 24],[49.375 20.625] ; [29.625 12.375],1
r2,1,3.4e-05,17.203385,[67  3] ; [28 14],[59.375 10.625] ; [35.625  6.375],1
v2,1,0.006271,7.470756,[35 30] ; [11 30],[28.20754717 36.79245283] ; [17.79245283 23.20754717],0
d5,1,0.007344,7.18687,[59 11] ; [26 16],[53.125 16.875] ; [31.875 10.125],0
b1,1,0.017771,5.618587,[18 52] ; [20 22],[23.75 46.25] ; [14.25 27.75],0
u2,1,0.020921,5.333333,[19 11] ; [ 6 14],[15. 15.] ; [10. 10.],0
a6,1,0.027946,4.831373,[48 22] ; [20 22],[42.5 27.5] ; [25.5 16.5],0
d4,1,0.049444,3.860227,[58 12] ; [28 14],[53.75 16.25] ; [32.25  9.75],0
v4,1,0.053092,3.741031,[64  6] ; [33  9],[60.625  9.375] ; [36.375  5.625],0
r3,1,0.053092,3.741031,[64  6] ; [33  9],[60.625  9.375] ; [36.375  5.625],0
p1,1,0.05549,3.667302,[ 2 68] ; [ 5 37],[ 4.375 65.625] ; [ 2.625 39.375],0
u3,1,0.077535,3.115836,[23  8] ; [10 10],[20.05882353 10.94117647] ; [12.94117647  7.05882353],0
n3,1,0.086482,2.938674,[22 14] ; [ 7 12],[18.98181818 17.01818182] ; [10.01818182  8.98181818],0
n5,1,0.102738,2.662511,[18 52] ; [17 25],[21.875 48.125] ; [13.125 28.875],0
s4,1,0.102958,2.659111,[11 59] ; [12 30],[14.375 55.625] ; [ 8.625 33.375],0
s6,1,0.112185,2.523166,[37 32] ; [16 26],[32.94594595 36.05405405] ; [20.05405405 21.94594595],0
v3,1,0.117704,2.447609,[18 47] ; [ 6 35],[14.71698113 50.28301887] ; [ 9.28301887 31.71698113],0
p8,1,0.12785,2.318417,[19 51] ; [ 6 35],[15.76576577 54.23423423] ; [ 9.23423423 31.76576577],0
d1,1,0.156986,2.00302,[38 32] ; [17 25],[34.375 35.625] ; [20.625 21.375],0
b2,1,0.159445,1.979481,[ 8 22] ; [10 12],[10.38461538 19.61538462] ; [ 7.61538462 14.38461538],0
b3,1,0.159445,1.979481,[ 8 22] ; [10 12],[10.38461538 19.61538462] ; [ 7.61538462 14.38461538],0
a7,1,0.167713,1.903268,[52 18] ; [26 16],[48.75 21.25] ; [29.25 12.75],0
n1,1,0.183001,1.773084,[12 25] ; [ 3 16],[ 9.91071429 27.08928571] ; [ 5.08928571 13.91071429],0
p4,1,0.200189,1.640992,[21 49] ; [ 8 34],[18.125 51.875] ; [10.875 31.125],0
s8,1,0.20362,1.616219,[19 51] ; [ 7 35],[16.25 53.75] ; [ 9.75 32.25],0
a1,1,0.290164,1.118858,[ 1 69] ; [ 2 40],[ 1.875 68.125] ; [ 1.125 40.875],0
p3,1,0.300744,1.07089,[10 60] ; [ 9 32],[11.98198198 58.01801802] ; [ 7.01801802 33.98198198],0
a2,1,0.351714,0.867262,[11 59] ; [ 4 38],[ 9.375 60.625] ; [ 5.625 36.375],0
p2,1,0.377023,0.780387,[41 29] ; [21 21],[38.75 31.25] ; [23.25 18.75],0
s3,1,0.393763,0.727289,[29 41] ; [14 28],[26.875 43.125] ; [16.125 25.875],0
b4,1,0.510285,0.433482,[46 24] ; [25 17],[44.375 25.625] ; [26.625 15.375],0
s1,1,0.515622,0.422642,[ 3 67] ; [ 3 39],[ 3.75 66.25] ; [ 2.25 39.75],0
p9,1,0.54801,0.360895,[45 23] ; [28 11],[46.39252336 21.60747664] ; [26.60747664 12.39252336],0
a4,1,0.55607,0.346554,[22 48] ; [11 31],[20.625 49.375] ; [12.375 29.625],0
d2,1,0.573211,0.31734,[23 47] ; [16 26],[24.375 45.625] ; [14.625 27.375],0
p5,1,0.609464,0.260957,[ 2 67] ; [ 2 40],[ 2.48648649 66.51351351] ; [ 1.51351351 40.48648649],0
s2,1,0.61028,0.259768,[23 46] ; [16 26],[24.24324324 44.75675676] ; [14.75675676 27.24324324],0
d3,1,0.614295,0.253968,[45 25] ; [25 17],[43.75 26.25] ; [26.25 15.75],0
p11,1,0.625365,0.238399,[35 35] ; [23 19],[36.25 33.75] ; [21.75 20.25],0
n2,1,0.663491,0.189311,[23 13] ; [11  8],[22.25454545 13.74545455] ; [11.74545455  7.25454545],0
s7,1,0.718817,0.129629,[16 52] ; [ 8 31],[15.25233645 52.74766355] ; [ 8.74766355 30.25233645],0
v1,1,0.718912,0.129538,[27 42] ; [15 27],[26.10810811 42.89189189] ; [15.89189189 26.10810811],0
a3,1,0.731648,0.117604,[39 31] ; [22 20],[38.125 31.875] ; [22.875 19.125],0
a5,1,0.732309,0.117002,[34 36] ; [19 23],[33.125 36.875] ; [19.875 22.125],0
u1,1,0.762369,0.091429,[ 4 66] ; [ 3 39],[ 4.375 65.625] ; [ 2.625 39.375],0
b5,1,0.766045,0.088538,[42 28] ; [24 18],[41.25 28.75] ; [24.75 17.25],0
s5,1,0.785715,0.073918,[16 51] ; [11 31],[16.59633028 50.40366972] ; [10.40366972 31.59633028],0
n6,1,0.84162,0.039929,[43 27] ; [25 17],[42.5 27.5] ; [25.5 16.5],0
a8,1,0.863185,0.029695,[ 2 63] ; [ 1 39],[ 1.85714286 63.14285714] ; [ 1.14285714 38.85714286],0
p10,1,0.903526,0.014691,[39 29] ; [24 17],[39.30275229 28.69724771] ; [23.69724771 17.30275229],0
p6,1,0.972674,0.001173,[ 5 65] ; [ 3 38],[ 5.04504505 64.95495495] ; [ 2.95495495 38.04504505],0
