Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
u3,1,0.001494,10.08551,[ 1 13] ; [4 1],[ 3.68421053 10.31578947] ; [1.31578947 3.68421053],0
d2,1,0.002563,9.094942,[18 14] ; [ 2 15],[13.06122449 18.93877551] ; [ 6.93877551 10.06122449],0
n5,1,0.004815,7.947826,[28  5] ; [8 9],[23.76  9.24] ; [12.24  4.76],0
p7,1,0.067721,3.337421,[ 4 27] ; [ 6 11],[ 6.45833333 24.54166667] ; [ 3.54166667 13.45833333],0
n1,1,0.076823,3.130856,[11  7] ; [3 8],[8.68965517 9.31034483] ; [5.31034483 5.68965517],0
v4,1,0.091184,2.853342,[15 18] ; [12  5],[17.82 15.18] ; [9.18 7.82],0
p8,1,0.104883,2.629677,[ 4 29] ; [ 5 11],[ 6.06122449 26.93877551] ; [ 2.93877551 13.06122449],0
a1,1,0.109429,2.562449,[ 8 25] ; [ 1 16],[ 5.94 27.06] ; [ 3.06 13.94],0
d1,1,0.130269,2.289297,[15 18] ; [ 4 13],[12.54 20.46] ; [ 6.46 10.54],0
a4,1,0.138726,2.19203,[14 17] ; [ 4 13],[11.625 19.375] ; [ 6.375 10.625],0
v2,1,0.149381,2.078557,[ 7 25] ; [ 1 16],[ 5.2244898 26.7755102] ; [ 2.7755102 14.2244898],0
p2,1,0.154561,2.026654,[ 7 25] ; [ 7 10],[ 9.14285714 22.85714286] ; [ 4.85714286 12.14285714],0
p10,1,0.185049,1.756599,[ 9 23] ; [8 9],[11.10204082 20.89795918] ; [ 5.89795918 11.10204082],0
d4,1,0.195517,1.67555,[17 16] ; [12  5],[19.14 13.86] ; [9.86 7.14],0
s1,1,0.195777,1.673599,[ 2 31] ; [ 3 14],[ 3.3 29.7] ; [ 1.7 15.3],0
a5,1,0.196798,1.665981,[18 15] ; [ 6 11],[15.84 17.16] ; [8.16 8.84],0
p1,1,0.2351,1.409739,[ 6 27] ; [ 1 16],[ 4.62 28.38] ; [ 2.38 14.62],0
r2,1,0.242205,1.367716,[21  9] ; [9 8],[19.14893617 10.85106383] ; [10.85106383  6.14893617],0
p4,1,0.254371,1.299137,[ 5 27] ; [ 5 12],[ 6.53061224 25.46938776] ; [ 3.46938776 13.53061224],0
s3,1,0.275963,1.186863,[10 21] ; [ 3 14],[ 8.39583333 22.60416667] ; [ 4.60416667 12.39583333],0
v1,1,0.282209,1.156422,[ 7 26] ; [ 6 11],[ 8.58 24.42] ; [ 4.42 12.58],0
s5,1,0.32203,0.980684,[ 5 27] ; [ 1 16],[ 3.91836735 28.08163265] ; [ 2.08163265 14.91836735],0
a2,1,0.339354,0.912872,[ 5 28] ; [ 1 16],[ 3.96 29.04] ; [ 2.04 14.96],0
d5,1,0.360628,0.835706,[20 13] ; [8 9],[18.48 14.52] ; [9.52 7.48],0
a6,1,0.373405,0.7923,[16 17] ; [ 6 11],[14.52 18.48] ; [7.48 9.52],0
n6,1,0.373405,0.7923,[16 17] ; [ 6 11],[14.52 18.48] ; [7.48 9.52],0
b3,1,0.403454,0.698009,[12 14] ; [2 5],[11.03030303 14.96969697] ; [2.96969697 4.03030303],0
b2,1,0.403454,0.698009,[12 14] ; [2 5],[11.03030303 14.96969697] ; [2.96969697 4.03030303],0
u2,1,0.418222,0.655306,[ 3 11] ; [2 3],[ 3.68421053 10.31578947] ; [1.31578947 3.68421053],0
p6,1,0.466348,0.530615,[ 4 28] ; [ 1 16],[ 3.26530612 28.73469388] ; [ 1.73469388 15.26530612],0
a7,1,0.479677,0.499597,[14 19] ; [9 8],[15.18 17.82] ; [7.82 9.18],0
d3,1,0.479677,0.499597,[14 19] ; [9 8],[15.18 17.82] ; [7.82 9.18],0
n3,1,0.488462,0.479912,[ 7 10] ; [6 5],[7.89285714 9.10714286] ; [5.10714286 5.89285714],0
a3,1,0.51946,0.414966,[19 12] ; [12  5],[20.02083333 10.97916667] ; [10.97916667  6.02083333],0
p3,1,0.557084,0.344779,[ 8 24] ; [ 3 14],[ 7.18367347 24.81632653] ; [ 3.81632653 13.18367347],0
s2,1,0.557659,0.343774,[ 6 27] ; [ 2 15],[ 5.28 27.72] ; [ 2.72 14.28],0
r1,1,0.60293,0.270599,[13 20] ; [8 9],[13.86 19.14] ; [7.14 9.86],0
b5,1,0.60293,0.270599,[13 20] ; [8 9],[13.86 19.14] ; [7.14 9.86],0
b1,1,0.623022,0.241643,[21 12] ; [12  5],[21.78 11.22] ; [11.22  5.78],0
r4,1,0.74371,0.106893,[ 5 28] ; [ 2 15],[ 4.62 28.38] ; [ 2.38 14.62],0
s8,1,0.74371,0.106893,[ 5 28] ; [ 2 15],[ 4.62 28.38] ; [ 2.38 14.62],0
v3,1,0.774987,0.081715,[ 9 24] ; [ 4 13],[ 8.58 24.42] ; [ 4.42 12.58],0
n2,1,0.812126,0.056494,[9 9] ; [6 5],[9.31034483 8.68965517] ; [5.68965517 5.31034483],0
s6,1,0.851364,0.03511,[ 7 26] ; [ 4 13],[ 7.26 25.74] ; [ 3.74 13.26],0
p9,1,0.891577,0.01858,[11 20] ; [ 6 10],[11.21276596 19.78723404] ; [ 5.78723404 10.21276596],0
b4,1,0.914138,0.011625,[18 15] ; [9 8],[17.82 15.18] ; [9.18 7.82],0
s7,1,0.958762,0.002674,[ 6 25] ; [ 3 12],[ 6.06521739 24.93478261] ; [ 2.93478261 12.06521739],0
s4,1,0.962813,0.002174,[ 6 27] ; [ 3 14],[ 5.94 27.06] ; [ 3.06 13.94],0
