Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,3e-06,21.769407,[17 25] ; [59 12],[28.24778761 13.75221239] ; [47.75221239 23.24778761],1
n3,1,0.015678,5.838673,[ 7 12] ; [17  6],[10.85714286  8.14285714] ; [13.14285714  9.85714286],0
s4,1,0.019856,5.424469,[12 30] ; [ 8 63],[ 7.43362832 34.56637168] ; [12.56637168 58.43362832],0
n1,1,0.021249,5.306252,[ 3 16] ; [11 11],[ 6.48780488 12.51219512] ; [ 7.51219512 14.48780488],0
n6,1,0.02737,4.867292,[25 17] ; [56 15],[30.10619469 11.89380531] ; [50.89380531 20.10619469],0
p4,1,0.034968,4.446733,[ 8 34] ; [27 44],[13.00884956 28.99115044] ; [21.99115044 49.00884956],0
p6,1,0.035914,4.401182,[ 3 38] ; [16 54],[ 7.01801802 33.98198198] ; [11.98198198 58.01801802],0
a8,1,0.040603,4.192504,[ 1 39] ; [10 57],[ 4.11214953 35.88785047] ; [ 6.88785047 60.11214953],0
a4,1,0.05549,3.667302,[11 31] ; [31 39],[15.75 26.25] ; [26.25 43.75],0
s1,1,0.114653,2.488889,[ 3 39] ; [ 1 69],[ 1.5 40.5] ; [ 2.5 67.5],0
v3,1,0.118447,2.437735,[ 6 35] ; [19 50],[ 9.31818182 31.68181818] ; [15.68181818 53.31818182],0
d3,1,0.137539,2.205274,[25 17] ; [32 39],[21.18584071 20.81415929] ; [35.81415929 35.18584071],0
r2,1,0.192281,1.700056,[28 14] ; [53 15],[30.92727273 11.07272727] ; [50.07272727 17.92727273],0
d2,1,0.195358,1.676739,[16 26] ; [35 34],[19.2972973 22.7027027] ; [31.7027027 37.2972973],0
a5,1,0.197886,1.657912,[19 23] ; [41 30],[22.30088496 19.69911504] ; [37.69911504 33.30088496],0
u3,1,0.249663,1.325188,[10 10] ; [ 9 18],[ 8.08510638 11.91489362] ; [10.91489362 16.08510638],0
s5,1,0.26361,1.249699,[11 31] ; [11 53],[ 8.71698113 33.28301887] ; [13.28301887 50.71698113],0
s7,1,0.263774,1.248842,[ 8 31] ; [21 48],[10.47222222 28.52777778] ; [18.52777778 50.47222222],0
n2,1,0.273047,1.201373,[11  8] ; [17  6],[12.66666667  6.33333333] ; [15.33333333  7.66666667],0
u2,1,0.313843,1.014432,[ 6 14] ; [12 15],[ 7.65957447 12.34042553] ; [10.34042553 16.65957447],0
a3,1,0.317499,0.99922,[22 20] ; [44 27],[24.53097345 17.46902655] ; [41.46902655 29.53097345],0
a1,1,0.333472,0.935367,[ 2 40] ; [ 7 64],[ 3.34513274 38.65486726] ; [ 5.65486726 65.34513274],0
b5,1,0.335805,0.926383,[24 18] ; [47 24],[26.38938053 15.61061947] ; [44.61061947 26.38938053],0
v4,1,0.343148,0.898636,[33  9] ; [50 21],[30.84955752 11.15044248] ; [52.15044248 18.84955752],0
p2,1,0.343702,0.896573,[21 21] ; [42 29],[23.4159292 18.5840708] ; [39.5840708 31.4159292],0
d5,1,0.35112,0.869407,[26 16] ; [50 21],[28.24778761 13.75221239] ; [47.75221239 23.24778761],0
p11,1,0.365786,0.817929,[23 19] ; [45 26],[25.27433628 16.72566372] ; [42.72566372 28.27433628],0
a7,1,0.384828,0.755222,[26 16] ; [38 33],[23.78761062 18.21238938] ; [40.21238938 30.78761062],0
b1,1,0.39513,0.723096,[20 22] ; [28 43],[17.84070796 24.15929204] ; [30.15929204 40.84070796],0
p8,1,0.396412,0.719182,[ 6 35] ; [15 56],[ 7.6875 33.3125] ; [13.3125 57.6875],0
v2,1,0.415462,0.663115,[11 30] ; [23 44],[12.90740741 28.09259259] ; [21.09259259 45.90740741],0
s2,1,0.439502,0.597582,[16 26] ; [22 49],[14.12389381 27.87610619] ; [23.87610619 47.12389381],0
r3,1,0.498962,0.457143,[33  9] ; [51 19],[31.5 10.5] ; [52.5 17.5],0
r4,1,0.507468,0.439285,[18 24] ; [35 36],[19.69911504 22.30088496] ; [33.30088496 37.69911504],0
a6,1,0.544116,0.367964,[20 22] ; [38 33],[21.55752212 20.44247788] ; [36.44247788 34.55752212],0
s8,1,0.562835,0.334819,[ 7 35] ; [15 56],[ 8.17699115 33.82300885] ; [13.82300885 57.17699115],0
d4,1,0.676477,0.174118,[28 14] ; [50 21],[28.99115044 13.00884956] ; [49.00884956 21.99115044],0
s3,1,0.683758,0.165926,[14 28] ; [26 44],[15. 27.] ; [25. 45.],0
d1,1,0.740585,0.109613,[17 25] ; [31 40],[17.84070796 24.15929204] ; [30.15929204 40.84070796],0
b4,1,0.796481,0.066514,[25 17] ; [44 27],[25.6460177 16.3539823] ; [43.3539823 27.6460177],0
v1,1,0.799362,0.064604,[15 27] ; [22 44],[14.38888889 27.61111111] ; [22.61111111 43.38888889],0
u1,1,0.804019,0.061578,[ 3 39] ; [ 6 65],[ 3.34513274 38.65486726] ; [ 5.65486726 65.34513274],0
p3,1,0.809872,0.057884,[ 9 32] ; [17 54],[ 9.51785714 31.48214286] ; [16.48214286 54.51785714],0
p5,1,0.82844,0.04696,[ 2 40] ; [ 4 66],[ 2.25 39.75] ; [ 3.75 66.25],0
