Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.00012,14.791897,[35 71] ; [17  5],[43.0625 62.9375] ; [ 8.9375 13.0625],1
s7,1,0.000347,12.796738,[19 79] ; [12  9],[25.52941176 72.47058824] ; [ 5.47058824 15.52941176],1
s2,1,0.001836,9.706855,[23 82] ; [12 10],[28.93700787 76.06299213] ; [ 6.06299213 15.93700787],0
r4,1,0.002396,9.218499,[66 40] ; [21  1],[72.046875 33.953125] ; [14.953125  7.046875],0
d1,1,0.005392,7.742939,[34 72] ; [14  8],[39.75 66.25] ; [ 8.25 13.75],0
r1,1,0.008205,6.988221,[59 46] ; [19  3],[64.48818898 40.51181102] ; [13.51181102  8.48818898],0
p5,1,0.011636,6.365477,[  4 101] ; [ 4 18],[ 6.61417323 98.38582677] ; [ 1.38582677 20.61417323],0
d5,1,0.012526,6.234911,[61 44] ; [19  3],[66.14173228 38.85826772] ; [13.85826772  8.14173228],0
p9,1,0.013676,6.079484,[28 74] ; [12 10],[32.90322581 69.09677419] ; [ 7.09677419 14.90322581],0
p8,1,0.016084,5.793634,[22 83] ; [10 12],[26.45669291 78.54330709] ; [ 5.54330709 16.45669291],0
p4,1,0.017046,5.691628,[30 76] ; [12 10],[34.78125 71.21875] ; [ 7.21875 14.78125],0
u2,1,0.01728,5.667745,[15 30] ; [8 3],[18.48214286 26.51785714] ; [4.51785714 6.48214286],0
s3,1,0.030175,4.699301,[40 64] ; [14  8],[44.57142857 59.42857143] ; [ 9.42857143 12.57142857],0
r3,1,0.049227,3.867583,[75 31] ; [20  2],[78.671875 27.328125] ; [16.328125  5.671875],0
n6,1,0.066633,3.364077,[59 46] ; [17  5],[62.83464567 42.16535433] ; [13.16535433  8.83464567],0
v3,1,0.073564,3.201657,[16 87] ; [ 7 15],[18.952 84.048] ; [ 4.048 17.952],0
p3,1,0.075284,3.163889,[28 78] ; [10 12],[31.46875 74.53125] ; [ 6.53125 15.46875],0
p11,1,0.077707,3.112217,[41 65] ; [13  9],[44.71875 61.28125] ; [ 9.28125 12.71875],0
u1,1,0.077719,3.111968,[10 96] ; [ 5 17],[12.421875 93.578125] ; [ 2.578125 19.421875],0
v4,1,0.080878,3.047171,[78 28] ; [20  2],[81.15625 24.84375] ; [16.84375  5.15625],0
d3,1,0.094129,2.802298,[51 54] ; [15  7],[54.56692913 50.43307087] ; [11.43307087 10.56692913],0
p6,1,0.11547,2.477713,[18 87] ; [ 7 15],[20.66929134 84.33070866] ; [ 4.33070866 17.66929134],0
b3,1,0.171917,1.866144,[20 50] ; [7 8],[22.23529412 47.76470588] ; [ 4.76470588 10.23529412],0
b2,1,0.171917,1.866144,[20 50] ; [7 8],[22.23529412 47.76470588] ; [ 4.76470588 10.23529412],0
n3,1,0.172034,1.865129,[25 23] ; [1 4],[23.54716981 24.45283019] ; [2.45283019 2.54716981],0
a4,1,0.190346,1.714936,[44 60] ; [ 6 16],[41.26984127 62.73015873] ; [ 8.73015873 13.26984127],0
d4,1,0.196345,1.669358,[66 39] ; [17  5],[68.62204724 36.37795276] ; [14.37795276  7.62204724],0
p1,1,0.276311,1.185143,[ 7 97] ; [ 3 19],[ 8.25396825 95.74603175] ; [ 1.74603175 20.25396825],0
p2,1,0.27762,1.178704,[54 52] ; [14  8],[56.3125 49.6875] ; [11.6875 10.3125],0
n2,1,0.292823,1.106598,[28 22] ; [2 4],[26.78571429 23.21428571] ; [3.21428571 2.78571429],0
n4,1,0.312485,1.020145,[65 41] ; [16  6],[67.078125 38.921875] ; [13.921875  8.078125],0
a5,1,0.314368,1.012235,[55 51] ; [14  8],[57.140625 48.859375] ; [11.859375 10.140625],0
a6,1,0.376988,0.7805,[56 49] ; [14  8],[57.87401575 47.12598425] ; [12.12598425  9.87401575],0
b1,1,0.39161,0.733938,[52 54] ; [13  9],[53.828125 52.171875] ; [11.171875 10.828125],0
a7,1,0.396975,0.71747,[57 49] ; [14  8],[58.796875 47.203125] ; [12.203125  9.796875],0
n5,1,0.398152,0.7139,[62 44] ; [15  7],[63.765625 42.234375] ; [13.234375  8.765625],0
d2,1,0.424439,0.637992,[47 57] ; [12 10],[48.6984127 55.3015873] ; [10.3015873 11.6984127],0
a3,1,0.426826,0.631443,[61 42] ; [11 11],[59.328 43.672] ; [12.672  9.328],0
a1,1,0.456583,0.554259,[10 96] ; [ 1 21],[ 9.109375 96.890625] ; [ 1.890625 20.109375],0
n1,1,0.5963,0.280612,[19 30] ; [3 3],[19.6 29.4] ; [2.4 3.6],0
a8,1,0.6687,0.183127,[11 89] ; [ 3 18],[11.57024793 88.42975207] ; [ 2.42975207 18.57024793],0
a2,1,0.699861,0.148617,[18 88] ; [ 3 19],[17.390625 88.609375] ; [ 3.609375 18.390625],0
p7,1,0.775555,0.081291,[42 64] ; [ 8 14],[41.40625 64.59375] ; [ 8.59375 13.40625],0
s1,1,0.845468,0.037988,[11 94] ; [ 2 20],[10.7480315 94.2519685] ; [ 2.2519685 19.7480315],0
v1,1,0.913468,0.011808,[25 80] ; [ 5 17],[24.80314961 80.19685039] ; [ 5.19685039 16.80314961],0
b4,1,0.923718,0.009168,[59 47] ; [12 10],[58.796875 47.203125] ; [12.203125  9.796875],0
s5,1,0.933542,0.006954,[15 90] ; [ 3 17],[15.12 89.88] ; [ 2.88 17.12],0
b5,1,0.95851,0.002706,[62 44] ; [13  9],[62.109375 43.890625] ; [12.890625  9.109375],0
s4,1,0.992306,9.3e-05,[19 85] ; [ 4 18],[18.98412698 85.01587302] ; [ 4.01587302 17.98412698],0
