Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,67.247098,[226  56] ; [46 74],[190.80597015  91.19402985] ; [81.19402985 38.80597015],1
n6,1,1.8e-05,18.412902,[230  53] ; [74 47],[212.95049505  70.04950495] ; [91.04950495 29.95049505],1
a5,1,0.000297,13.086247,[201  83] ; [63 58],[185.12592593  98.87407407] ; [78.87407407 42.12592593],1
r2,1,0.001041,10.752562,[254  23] ; [97 24],[244.28894472  32.71105528] ; [106.71105528  14.28894472],0
p6,1,0.001515,10.059749,[ 82 196] ; [ 17 101],[ 69.5 208.5] ; [29.5 88.5],0
a6,1,0.001712,9.835691,[207  77] ; [69 52],[193.54074074  90.45925926] ; [82.45925926 38.54074074],0
p3,1,0.00405,8.261273,[123 159] ; [34 86],[110.13432836 171.86567164] ; [46.86567164 73.13432836],0
p4,1,0.004611,8.026142,[144 137] ; [43 77],[131.03990025 149.96009975] ; [55.96009975 64.03990025],0
a4,1,0.006431,7.425394,[119 161] ; [34 87],[106.83291771 173.16708229] ; [46.16708229 74.83291771],0
p11,1,0.00835,6.956842,[217  67] ; [77 44],[206.16296296  77.83703704] ; [87.83703704 33.16296296],0
s6,1,0.008478,6.929636,[120 164] ; [34 86],[108.25742574 175.74257426] ; [45.74257426 74.25742574],0
a8,1,0.00883,6.85699,[ 31 222] ; [  4 109],[ 24.19398907 228.80601093] ; [ 10.80601093 102.19398907],0
n1,1,0.009362,6.752451,[30 38] ; [10 38],[23.44827586 44.55172414] ; [16.55172414 31.44827586],0
d5,1,0.013616,6.087229,[221  63] ; [80 41],[211.07160494  72.92839506] ; [89.92839506 31.07160494],0
p10,1,0.014029,6.034531,[200  79] ; [71 49],[189.4962406  89.5037594] ; [81.5037594 38.4962406],0
v3,1,0.015446,5.864905,[101 176] ; [28 89],[ 90.6928934 186.3071066] ; [38.3071066 78.6928934],0
r4,1,0.017266,5.669106,[232  52] ; [86 35],[222.99259259  61.00740741] ; [95.00740741 25.99259259],0
s8,1,0.020805,5.343057,[ 66 217] ; [ 16 105],[ 57.44059406 225.55940594] ; [24.55940594 96.44059406],0
s4,1,0.022859,5.179223,[ 18 265] ; [ 16 105],[ 23.81683168 259.18316832] ; [ 10.18316832 110.81683168],0
d1,1,0.024255,5.076313,[145 139] ; [47 74],[134.63703704 149.36296296] ; [57.36296296 63.63703704],0
a2,1,0.027406,4.865066,[ 59 225] ; [ 14 107],[ 51.19012346 232.80987654] ; [21.80987654 99.19012346],0
d2,1,0.027572,4.854619,[122 161] ; [38 83],[112.07920792 170.92079208] ; [47.92079208 73.07920792],0
r3,1,0.027843,4.837756,[254  29] ; [99 22],[247.27475248  35.72524752] ; [105.72524752  15.27475248],0
s7,1,0.039383,4.244266,[ 73 195] ; [20 95],[ 65.07571802 202.92428198] ; [27.92428198 87.07571802],0
p1,1,0.044749,4.028067,[ 22 261] ; [  3 117],[ 17.55583127 265.44416873] ; [  7.44416873 112.55583127],0
r1,1,0.047727,3.919558,[205  77] ; [76 45],[196.63027295  85.36972705] ; [84.36972705 36.63027295],0
u1,1,0.048199,3.903027,[ 35 249] ; [  7 114],[ 29.45185185 254.54814815] ; [ 12.54814815 108.45185185],0
v1,1,0.051685,3.785936,[136 142] ; [46 74],[127.12562814 150.87437186] ; [54.87437186 65.12562814],0
s1,1,0.073087,3.212302,[  5 276] ; [  6 115],[  7.68905473 273.31094527] ; [  3.31094527 117.68905473],0
p2,1,0.074551,3.179867,[218  63] ; [83 37],[210.92518703  70.07481297] ; [90.07481297 29.92518703],0
p9,1,0.085314,2.960634,[213  66] ; [81 38],[206.09547739  72.90452261] ; [87.90452261 31.09547739],0
p12,1,0.09422,2.800758,[ 11 269] ; [  1 120],[  8.37905237 271.62094763] ; [  3.62094763 117.37905237],0
a1,1,0.153732,2.034827,[ 13 271] ; [  2 119],[ 10.51851852 273.48148148] ; [  4.48148148 116.51851852],0
v2,1,0.168482,1.8964,[138 134] ; [50 66],[131.79381443 140.20618557] ; [56.20618557 59.79381443],0
a3,1,0.171011,1.874057,[185  96] ; [71 50],[178.94527363 102.05472637] ; [77.05472637 43.94527363],0
p7,1,0.176794,1.824373,[156 122] ; [58 61],[149.85390428 128.14609572] ; [64.14609572 54.85390428],0
s3,1,0.188013,1.733118,[ 73 206] ; [24 96],[ 67.82706767 211.17293233] ; [29.17293233 90.82706767],0
u3,1,0.198705,1.651866,[42 56] ; [27 23],[45.68918919 52.31081081] ; [23.31081081 26.68918919],0
u2,1,0.203006,1.620616,[46 52] ; [29 21],[49.66216216 48.33783784] ; [25.33783784 24.66216216],0
b1,1,0.264444,1.245344,[103 181] ; [51 70],[107.99012346 176.00987654] ; [46.00987654 74.99012346],0
p8,1,0.362358,0.829704,[131 145] ; [51 69],[126.84848485 149.15151515] ; [55.15151515 64.84848485],0
n3,1,0.420926,0.647727,[46 20] ; [30 18],[44. 22.] ; [32. 16.],0
n2,1,0.435234,0.608816,[46 23] ; [28 19],[44.01724138 24.98275862] ; [29.98275862 17.01724138],0
b2,1,0.441863,0.591441,[ 64 117] ; [17 40],[ 61.60084034 119.39915966] ; [19.39915966 37.60084034],0
b3,1,0.441863,0.591441,[ 64 117] ; [17 40],[ 61.60084034 119.39915966] ; [19.39915966 37.60084034],0
v4,1,0.655389,0.199173,[252  31] ; [105  15],[250.69727047  32.30272953] ; [106.30272953  13.69727047],0
p5,1,0.690254,0.15881,[ 17 266] ; [  6 114],[ 16.15136476 266.84863524] ; [  6.84863524 113.15136476],0
