Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.00023,13.572274,[16 63] ; [10  5],[21.85106383 57.14893617] ; [ 4.14893617 10.85106383],1
v1,1,0.000692,11.510847,[28 56] ; [12  3],[33.93939394 50.06060606] ; [6.06060606 8.93939394],1
s6,1,0.001976,9.571986,[27 59] ; [11  4],[32.35643564 53.64356436] ; [5.64356436 9.35643564],0
s8,1,0.004663,8.005813,[13 73] ; [7 8],[17.02970297 68.97029703] ; [ 2.97029703 12.02970297],0
s4,1,0.005486,7.711785,[10 76] ; [6 9],[13.62376238 72.37623762] ; [ 2.37623762 12.62376238],0
a7,1,0.050518,3.824197,[52 34] ; [ 5 10],[48.53465347 37.46534653] ; [8.46534653 6.53465347],0
s2,1,0.050799,3.814875,[24 62] ; [8 7],[27.24752475 58.75247525] ; [ 4.75247525 10.24752475],0
p6,1,0.066421,3.369328,[13 72] ; [5 9],[15.45454545 69.54545455] ; [ 2.54545455 11.45454545],0
u2,1,0.068684,3.314199,[20 18] ; [7 1],[22.30434783 15.69565217] ; [4.69565217 3.30434783],0
p3,1,0.07569,3.15511,[21 65] ; [7 8],[23.84158416 62.15841584] ; [ 4.15841584 10.84158416],0
a4,1,0.078596,3.093707,[24 62] ; [ 1 14],[21.28712871 64.71287129] ; [ 3.71287129 11.28712871],0
p4,1,0.086441,2.939429,[26 59] ; [8 7],[28.9 56.1] ; [5.1 9.9],0
d4,1,0.111608,2.531298,[44 42] ; [11  4],[46.83168317 39.16831683] ; [8.16831683 6.83168317],0
v4,1,0.115669,2.475,[63 21] ; [14  1],[65.33333333 18.66666667] ; [11.66666667  3.33333333],0
n3,1,0.120903,2.405587,[22  8] ; [3 4],[20.27027027  9.72972973] ; [4.72972973 2.27027027],0
p7,1,0.124752,2.356625,[37 45] ; [10  5],[39.73195876 42.26804124] ; [7.26804124 7.73195876],0
d3,1,0.155273,2.019667,[29 56] ; [8 7],[31.45 53.55] ; [5.55 9.45],0
u1,1,0.157991,1.993348,[ 1 85] ; [ 1 14],[ 1.7029703 84.2970297] ; [ 0.2970297 14.7029703],0
p12,1,0.161429,1.960784,[ 1 84] ; [ 1 14],[ 1.7 83.3] ; [ 0.3 14.7],0
p2,1,0.170406,1.879371,[53 33] ; [12  3],[55.34653465 30.65346535] ; [9.65346535 5.34653465],0
a5,1,0.174601,1.842993,[45 41] ; [ 5 10],[42.57425743 43.42574257] ; [7.42574257 7.57425743],0
d5,1,0.202326,1.625504,[42 44] ; [10  5],[44.27722772 41.72277228] ; [7.72277228 7.27722772],0
