Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.00023,13.572274,[16 63] ; [10  5],[21.85106383 57.14893617] ; [ 4.14893617 10.85106383],1
r3,1,0.257705,1.281046,[62 23] ; [13  2],[63.75 21.25] ; [11.25  3.75],0
r4,1,0.303033,1.060798,[51 35] ; [11  4],[52.79207921 33.20792079] ; [9.20792079 5.79207921],0
p8,1,0.319742,0.99,[28 56] ; [7 8],[29.6969697 54.3030303] ; [5.3030303 9.6969697],0
v2,1,0.338249,0.917058,[27 53] ; [7 8],[28.63157895 51.36842105] ; [5.36842105 9.63157895],0
p11,1,0.343345,0.897902,[46 40] ; [10  5],[47.68316832 38.31683168] ; [8.31683168 6.68316832],0
p5,1,0.366555,0.815309,[ 2 83] ; [ 1 14],[ 2.55 82.45] ; [ 0.45 14.55],0
n4,1,0.378299,0.776222,[41 45] ; [9 6],[42.57425743 43.42574257] ; [7.42574257 7.57425743],0
n2,1,0.423558,0.640421,[22  9] ; [6 1],[22.84210526  8.15789474] ; [5.15789474 1.84210526],0
p9,1,0.439286,0.598147,[47 37] ; [10  5],[48.36363636 35.63636364] ; [8.63636364 6.36363636],0
a1,1,0.514713,0.424474,[ 7 79] ; [ 2 13],[ 7.66336634 78.33663366] ; [ 1.33663366 13.66336634],0
a3,1,0.536507,0.382053,[47 38] ; [7 8],[45.9 39.1] ; [8.1 6.9],0
a6,1,0.544439,0.367375,[53 33] ; [8 7],[51.94059406 34.05940594] ; [9.05940594 5.94059406],0
r1,1,0.590481,0.289594,[51 35] ; [10  5],[51.94059406 34.05940594] ; [9.05940594 5.94059406],0
s3,1,0.593987,0.28416,[39 46] ; [8 7],[39.95 45.05] ; [7.05 7.95],0
u3,1,0.610534,0.259398,[20 18] ; [5 3],[20.65217391 17.34782609] ; [4.34782609 3.65217391],0
p1,1,0.640672,0.217865,[ 8 77] ; [ 2 13],[ 8.5 76.5] ; [ 1.5 13.5],0
b4,1,0.685728,0.163749,[41 45] ; [8 7],[41.72277228 44.27722772] ; [7.27722772 7.72277228],0
p10,1,0.746852,0.104195,[41 43] ; [8 7],[41.57575758 42.42424242] ; [7.42424242 7.57575758],0
r2,1,0.793093,0.068799,[65 20] ; [11  4],[64.6 20.4] ; [11.4  3.6],0
d2,1,0.811188,0.05707,[15 71] ; [ 3 12],[15.32673267 70.67326733] ; [ 2.67326733 12.32673267],0
n5,1,0.811999,0.056571,[42 42] ; [7 8],[41.57575758 42.42424242] ; [7.42424242 7.57575758],0
a8,1,0.814046,0.055324,[10 73] ; [ 2 12],[10.26804124 72.73195876] ; [ 1.73195876 12.26804124],0
b1,1,0.827027,0.047749,[49 37] ; [9 6],[49.38613861 36.61386139] ; [8.61386139 6.38613861],0
v3,1,0.831297,0.045385,[20 63] ; [ 4 11],[20.32653061 62.67346939] ; [ 3.67346939 11.32653061],0
n1,1,0.889735,0.019221,[12 18] ; [3 4],[12.16216216 17.83783784] ; [2.83783784 4.16216216],0
b5,1,0.942507,0.005201,[45 41] ; [8 7],[45.12871287 40.87128713] ; [7.87128713 7.12871287],0
b3,1,0.973154,0.001132,[11 34] ; [2 6],[11.03773585 33.96226415] ; [1.96226415 6.03773585],0
b2,1,0.973154,0.001132,[11 34] ; [2 6],[11.03773585 33.96226415] ; [1.96226415 6.03773585],0
