Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,56.425678,[15 30] ; [65  1],[32.43243243 12.56756757] ; [47.56756757 18.43243243],1
r1,1,0.0,43.648633,[13 32] ; [60  7],[29.33035714 15.66964286] ; [43.66964286 23.33035714],1
v4,1,0.0,34.076477,[21 24] ; [62  3],[33.95454545 11.04545455] ; [49.04545455 15.95454545],1
r2,1,3e-06,21.638127,[26 17] ; [64  3],[35.18181818  7.81818182] ; [54.81818182 12.18181818],1
p11,1,0.000239,13.492649,[11 34] ; [40 27],[20.49107143 24.50892857] ; [30.50892857 36.49107143],1
u3,1,0.000273,13.244358,[ 3 15] ; [17  6],[8.7804878 9.2195122] ; [11.2195122 11.7804878],1
p2,1,0.000991,10.844674,[16 29] ; [45 22],[24.50892857 20.49107143] ; [36.49107143 30.50892857],1
b5,1,0.003227,8.674673,[19 26] ; [47 20],[26.51785714 18.48214286] ; [39.48214286 27.51785714],0
s6,1,0.007994,7.034922,[10 35] ; [31 35],[16.62162162 28.37837838] ; [24.37837838 41.62162162],0
p8,1,0.011827,6.336693,[ 5 39] ; [21 44],[10.49541284 33.50458716] ; [15.50458716 49.49541284],0
s8,1,0.012398,6.253009,[ 4 41] ; [19 48],[ 9.24107143 35.75892857] ; [13.75892857 53.24107143],0
a1,1,0.016431,5.756114,[ 7 38] ; [ 2 65],[ 3.61607143 41.38392857] ; [ 5.38392857 61.61607143],0
d4,1,0.021881,5.255206,[27 18] ; [52 13],[32.31818182 12.68181818] ; [46.68181818 18.31818182],0
s2,1,0.024129,5.08531,[ 9 36] ; [27 40],[14.46428571 30.53571429] ; [21.53571429 45.46428571],0
p9,1,0.031894,4.60419,[19 25] ; [41 23],[24.44444444 19.55555556] ; [35.55555556 28.44444444],0
s3,1,0.035859,4.403818,[16 28] ; [38 29],[21.40540541 22.59459459] ; [32.59459459 34.40540541],0
b3,1,0.038667,4.275419,[11 14] ; [ 6 26],[ 7.45614035 17.54385965] ; [ 9.54385965 22.45614035],0
b2,1,0.038667,4.275419,[11 14] ; [ 6 26],[ 7.45614035 17.54385965] ; [ 9.54385965 22.45614035],0
b1,1,0.040786,4.184869,[27 18] ; [27 40],[21.69642857 23.30357143] ; [32.30357143 34.69642857],0
n3,1,0.050072,3.839031,[11 13] ; [15  5],[14.18181818  9.81818182] ; [11.81818182  8.18181818],0
d5,1,0.06121,3.504293,[25 20] ; [48 18],[29.59459459 15.40540541] ; [43.40540541 22.59459459],0
a5,1,0.069309,3.299317,[19 26] ; [40 27],[23.70535714 21.29464286] ; [35.29464286 31.70535714],0
a6,1,0.069893,3.285527,[23 22] ; [45 21],[27.56756757 17.43243243] ; [40.43243243 25.56756757],0
n5,1,0.093836,2.807297,[24 21] ; [25 42],[19.6875 25.3125] ; [29.3125 37.6875],0
p3,1,0.097693,2.7428,[ 6 38] ; [18 49],[ 9.51351351 34.48648649] ; [14.48648649 52.51351351],0
d3,1,0.098449,2.730496,[21 23] ; [42 24],[25.2 18.8] ; [37.8 28.2],0
u2,1,0.130826,2.282673,[ 8 10] ; [15  7],[10.35  7.65] ; [12.65  9.35],0
v1,1,0.134475,2.240073,[14 30] ; [30 35],[17.76146789 26.23853211] ; [26.23853211 38.76146789],0
p10,1,0.138354,2.196172,[17 27] ; [34 30],[20.77777778 23.22222222] ; [30.22222222 33.77777778],0
d2,1,0.156846,2.004378,[21 24] ; [22 44],[17.43243243 27.56756757] ; [25.56756757 40.43243243],0
n2,1,0.192657,1.697185,[13 11] ; [16  6],[15.13043478  8.86956522] ; [13.86956522  8.13043478],0
v2,1,0.204713,1.608429,[13 31] ; [25 35],[16.07692308 27.92307692] ; [21.92307692 38.07692308],0
s7,1,0.20784,1.586406,[ 9 33] ; [20 41],[11.82524272 30.17475728] ; [17.17475728 43.82524272],0
a8,1,0.214193,1.542857,[ 3 42] ; [ 9 54],[ 5. 40.] ; [ 7. 56.],0
v3,1,0.283076,1.152263,[ 8 37] ; [16 44],[10.28571429 34.71428571] ; [13.71428571 46.28571429],0
n1,1,0.33849,0.916141,[ 7 17] ; [ 9 12],[ 8.53333333 15.46666667] ; [ 7.46666667 13.53333333],0
p1,1,0.338521,0.916023,[ 5 40] ; [ 4 62],[ 3.64864865 41.35135135] ; [ 5.35135135 60.64864865],0
a7,1,0.345791,0.888841,[27 18] ; [46 21],[29.33035714 15.66964286] ; [43.66964286 23.33035714],0
s1,1,0.366649,0.814989,[ 4 41] ; [ 3 62],[ 2.86363636 42.13636364] ; [ 4.13636364 60.86363636],0
n4,1,0.512888,0.42817,[25 20] ; [33 34],[23.30357143 21.69642857] ; [34.69642857 32.30357143],0
s5,1,0.570318,0.32215,[ 6 38] ; [11 51],[ 7.05660377 36.94339623] ; [ 9.94339623 52.05660377],0
b4,1,0.610097,0.260033,[24 21] ; [39 28],[25.3125 19.6875] ; [37.6875 29.3125],0
p7,1,0.614295,0.253967,[13 30] ; [22 41],[14.19811321 28.80188679] ; [20.80188679 42.19811321],0
a3,1,0.643776,0.213838,[27 17] ; [44 23],[28.14414414 15.85585586] ; [42.85585586 24.14414414],0
d1,1,0.788859,0.071713,[17 28] ; [27 40],[17.67857143 27.32142857] ; [26.32142857 40.67857143],0
p5,1,0.791858,0.069642,[ 1 44] ; [ 1 64],[ 0.81818182 44.18181818] ; [ 1.18181818 63.81818182],0
a2,1,0.827006,0.047761,[ 6 39] ; [ 8 59],[ 5.625 39.375] ; [ 8.375 58.625],0
s4,1,0.850886,0.03534,[ 8 37] ; [11 56],[ 7.63392857 37.36607143] ; [11.36607143 55.63392857],0
p6,1,0.887422,0.020041,[ 6 38] ; [ 8 55],[ 5.75700935 38.24299065] ; [ 8.24299065 54.75700935],0
a4,1,0.913172,0.011889,[15 30] ; [23 44],[15.26785714 29.73214286] ; [22.73214286 44.26785714],0
