Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,48.538925,[29 72] ; [172  76],[58.16905444 42.83094556] ; [142.83094556 105.16905444],1
p6,1,0.0,38.828977,[20 81] ; [140 108],[46.30372493 54.69627507] ; [113.69627507 134.30372493],1
p2,1,0.0,29.641711,[70 31] ; [229  20],[86.28285714 14.71714286] ; [212.71714286  36.28285714],1
p11,1,1e-06,24.902671,[62 39] ; [213  36],[79.35714286 21.64285714] ; [195.64285714  53.35714286],1
p3,1,1e-06,24.059338,[37 63] ; [163  85],[57.47126437 42.52873563] ; [142.52873563 105.47126437],1
p4,1,1.9e-05,18.297132,[52 49] ; [186  62],[68.87679083 32.12320917] ; [169.12320917  78.87679083],1
p10,1,4.5e-05,16.632569,[76 25] ; [227  21],[87.68767908 13.31232092] ; [215.31232092  32.68767908],1
p9,1,0.002424,9.197086,[82 19] ; [229  19],[90.00286533 10.99713467] ; [220.99713467  27.00286533],0
s5,1,0.006735,7.34238,[32 63] ; [122 122],[43.15634218 51.84365782] ; [110.84365782 133.15634218],0
b5,1,0.012753,6.203053,[69 32] ; [134 115],[58.58 42.42] ; [144.42 104.58],0
r3,1,0.027975,4.829601,[95  6] ; [244   4],[98.10601719  2.89398281] ; [240.89398281   7.10601719],0
a8,1,0.034192,4.485086,[10 78] ; [ 49 176],[16.58785942 71.41214058] ; [ 42.41214058 182.58785942],0
p5,1,0.035704,4.41118,[10 89] ; [ 48 199],[16.59537572 82.40462428] ; [ 41.40462428 205.59537572],0
s1,1,0.040632,4.191308,[ 9 91] ; [  9 239],[ 5.17241379 94.82758621] ; [ 12.82758621 235.17241379],0
n5,1,0.052195,3.769503,[76 25] ; [207  39],[82.37175793 18.62824207] ; [200.62824207  45.37175793],0
v3,1,0.053576,3.725857,[37 58] ; [122 119],[44.95535714 50.04464286] ; [114.04464286 126.95535714],0
r4,1,0.074755,3.175408,[94  7] ; [242   7],[96.96  4.04] ; [239.04   9.96],0
