Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.002128,9.435781,[ 2 28] ; [42 77],[ 8.8590604 21.1409396] ; [35.1409396 83.8590604],0
d1,1,0.025454,4.99271,[ 7 24] ; [54 67],[12.44078947 18.55921053] ; [48.55921053 72.44078947],0
a3,1,0.028265,4.81184,[13 18] ; [77 44],[18.35526316 12.64473684] ; [71.64473684 49.35526316],0
n6,1,0.028947,4.770779,[20 11] ; [99 21],[24.43046358  6.56953642] ; [94.56953642 25.43046358],0
d5,1,0.039617,4.234207,[16 15] ; [86 35],[20.80263158 10.19736842] ; [81.19736842 39.80263158],0
a4,1,0.047429,3.930111,[ 6 25] ; [46 74],[10.67549669 20.32450331] ; [41.32450331 78.67549669],0
s4,1,0.049625,3.854069,[10 21] ; [ 20 101],[ 6.11842105 24.88157895] ; [23.88157895 97.11842105],0
v2,1,0.07153,3.247567,[ 8 22] ; [52 64],[12.32876712 17.67123288] ; [47.67123288 68.32876712],0
d4,1,0.076687,3.13375,[16 15] ; [83 38],[20.19078947 10.80921053] ; [78.80921053 42.19078947],0
a8,1,0.117592,2.449097,[ 1 30] ; [15 99],[ 3.42068966 27.57931034] ; [ 12.57931034 101.42068966],0
p1,1,0.164556,1.93185,[ 1 30] ; [ 14 107],[ 3.05921053 27.94078947] ; [ 11.94078947 109.05921053],0
p4,1,0.171006,1.874105,[12 19] ; [63 57],[15.39735099 15.60264901] ; [59.60264901 60.39735099],0
n1,1,0.179021,1.805731,[ 5 11] ; [18 17],[7.21568627 8.78431373] ; [15.78431373 19.21568627],0
s7,1,0.184738,1.759088,[ 8 22] ; [45 68],[11.11888112 18.88111888] ; [41.88111888 71.11888112],0
d2,1,0.216202,1.529406,[ 9 22] ; [49 70],[11.98666667 19.01333333] ; [46.01333333 72.98666667],0
p6,1,0.217082,1.523558,[ 7 24] ; [40 77],[ 9.84459459 21.15540541] ; [37.15540541 79.84459459],0
p2,1,0.234802,1.411532,[19 12] ; [86 33],[21.7  9.3] ; [83.3 35.7],0
r2,1,0.259624,1.270761,[22  9] ; [94 23],[24.2972973  6.7027027] ; [91.7027027 25.2972973],0
p3,1,0.263807,1.248667,[10 21] ; [52 68],[12.72847682 18.27152318] ; [49.27152318 70.72847682],0
a1,1,0.279929,1.167435,[ 1 30] ; [ 11 110],[ 2.44736842 28.55263158] ; [  9.55263158 111.44736842],0
u4,1,0.295563,1.094108,[ 1 30] ; [  1 120],[ 0.40789474 30.59210526] ; [  1.59210526 119.40789474],0
r4,1,0.302367,1.063723,[15 16] ; [71 50],[17.53947368 13.46052632] ; [68.46052632 52.53947368],0
n3,1,0.329342,0.951482,[10  7] ; [26 10],[11.54716981  5.45283019] ; [24.45283019 11.54716981],0
a2,1,0.348734,0.878059,[ 2 29] ; [ 15 106],[ 3.46710526 27.53289474] ; [ 13.53289474 107.46710526],0
v1,1,0.35038,0.87208,[11 20] ; [52 64],[13.28571429 17.71428571] ; [49.71428571 66.28571429],0
p5,1,0.367325,0.812693,[ 2 28] ; [ 15 105],[ 3.4 26.6] ; [ 13.6 106.4],0
b1,1,0.379355,0.77279,[15 16] ; [48 73],[12.84868421 18.15131579] ; [50.15131579 70.84868421],0
p8,1,0.386127,0.751104,[10 20] ; [50 69],[12.08053691 17.91946309] ; [47.91946309 71.08053691],0
n2,1,0.437429,0.603019,[11  6] ; [27  9],[12.18867925  4.81132075] ; [25.81132075 10.18867925],0
p7,1,0.462393,0.540096,[13 17] ; [61 59],[14.8 15.2] ; [59.2 60.8],0
r3,1,0.480676,0.49733,[23  8] ; [96 24],[24.43046358  6.56953642] ; [94.56953642 25.43046358],0
s6,1,0.489758,0.477058,[14 17] ; [61 56],[15.70945946 15.29054054] ; [59.29054054 57.70945946],0
b4,1,0.500498,0.453881,[20 11] ; [70 51],[18.35526316 12.64473684] ; [71.64473684 49.35526316],0
s5,1,0.514021,0.425873,[ 5 25] ; [25 88],[ 6.29370629 23.70629371] ; [23.70629371 89.29370629],0
d3,1,0.539511,0.376448,[13 17] ; [60 61],[14.50331126 15.49668874] ; [58.49668874 62.50331126],0
s8,1,0.544919,0.366498,[ 8 23] ; [38 83],[ 9.38157895 21.61842105] ; [36.61842105 84.38157895],0
p9,1,0.549091,0.358948,[23  7] ; [97 22],[24.16107383  5.83892617] ; [95.83892617 23.16107383],0
u1,1,0.569106,0.32418,[ 1 30] ; [  7 114],[ 1.63157895 29.36842105] ; [  6.36842105 114.63157895],0
a5,1,0.638028,0.221331,[17 14] ; [72 49],[18.15131579 12.84868421] ; [70.84868421 50.15131579],0
