Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,35.761582,[109  36] ; [29 54],[87.76315789 57.23684211] ; [50.23684211 32.76315789],1
a5,1,4.2e-05,16.789579,[105  41] ; [37 46],[90.53275109 55.46724891] ; [51.46724891 31.53275109],1
v3,1,0.014937,5.923923,[48 91] ; [15 64],[40.16972477 98.83027523] ; [22.83027523 56.16972477],0
a4,1,0.015309,5.880562,[67 77] ; [25 58],[58.36123348 85.63876652] ; [33.63876652 49.36123348],0
n6,1,0.015371,5.873399,[108  37] ; [49 34],[99.84649123 45.15350877] ; [57.15350877 25.84649123],0
a8,1,0.018022,5.593963,[ 16 121] ; [ 2 78],[ 11.3640553 125.6359447] ; [ 6.6359447 73.3640553],0
n1,1,0.03216,4.589922,[23 22] ; [12 30],[18.10344828 26.89655172] ; [16.89655172 25.10344828],0
a3,1,0.051545,3.790491,[100  44] ; [47 36],[93.25110132 50.74889868] ; [53.74889868 29.25110132],0
a1,1,0.056195,3.646271,[ 13 133] ; [ 2 81],[  9.56331878 136.43668122] ; [ 5.43668122 77.56331878],0
s7,1,0.061683,3.491533,[48 91] ; [18 62],[41.89041096 97.10958904] ; [24.10958904 55.89041096],0
u1,1,0.073423,3.204795,[ 20 126] ; [ 5 78],[ 15.93886463 130.06113537] ; [ 9.06113537 73.93886463],0
p12,1,0.077031,3.126448,[  9 135] ; [ 1 81],[  6.37168142 137.62831858] ; [ 3.62831858 78.37168142],0
s4,1,0.083312,2.999075,[ 20 124] ; [19 64],[ 24.74008811 119.25991189] ; [14.25991189 68.74008811],0
r1,1,0.096536,2.761854,[102  44] ; [49 34],[96.27074236 49.72925764] ; [54.72925764 28.27074236],0
p11,1,0.097949,2.738625,[97 49] ; [46 37],[91.17030568 54.82969432] ; [51.82969432 31.17030568],0
d2,1,0.122103,2.390131,[65 78] ; [29 54],[59.47787611 83.52212389] ; [34.52212389 48.47787611],0
u3,1,0.181829,1.782609,[20 26] ; [21 15],[23. 23.] ; [18. 18.],0
p3,1,0.186453,1.745424,[ 19 127] ; [ 6 76],[ 16.00877193 129.99122807] ; [ 8.99122807 73.00877193],0
a2,1,0.205367,1.603791,[ 29 117] ; [11 72],[ 25.50218341 120.49781659] ; [14.49781659 68.50218341],0
r2,1,0.247032,1.340014,[129  15] ; [70 13],[126.23788546  17.76211454] ; [72.76211454 10.23788546],0
a7,1,0.269388,1.219863,[89 56] ; [57 26],[92.85087719 52.14912281] ; [53.14912281 29.85087719],0
p9,1,0.278133,1.176192,[93 50] ; [57 22],[96.62162162 46.37837838] ; [53.37837838 25.62162162],0
n3,1,0.284889,1.143617,[28 15] ; [22 19],[25.5952381 17.4047619] ; [24.4047619 16.5952381],0
s5,1,0.286978,1.133745,[ 24 113] ; [19 62],[ 27.02293578 109.97706422] ; [15.97706422 65.02293578],0
d5,1,0.314445,1.011915,[98 48] ; [61 22],[101.37117904  44.62882096] ; [57.62882096 25.37117904],0
n2,1,0.32693,0.961021,[33 13] ; [26 16],[30.84090909 15.15909091] ; [28.15909091 13.84090909],0
s3,1,0.340317,0.909238,[64 78] ; [32 51],[60.58666667 81.41333333] ; [35.41333333 47.58666667],0
r3,1,0.342263,0.901937,[116  28] ; [71 12],[118.62555066  25.37444934] ; [68.37444934 14.62555066],0
s8,1,0.397827,0.714884,[ 39 107] ; [18 65],[ 36.34061135 109.65938865] ; [20.65938865 62.34061135],0
a6,1,0.404176,0.695867,[96 50] ; [50 33],[93.08296943 52.91703057] ; [52.91703057 30.08296943],0
b3,1,0.434974,0.609506,[35 49] ; [13 25],[33.04918033 50.95081967] ; [14.95081967 23.04918033],0
b2,1,0.434974,0.609506,[35 49] ; [13 25],[33.04918033 50.95081967] ; [14.95081967 23.04918033],0
p6,1,0.442376,0.590111,[ 13 132] ; [ 5 77],[ 11.49779736 133.50220264] ; [ 6.50220264 75.49779736],0
p8,1,0.46948,0.523199,[ 23 123] ; [16 66],[ 24.97368421 121.02631579] ; [14.02631579 67.97368421],0
v4,1,0.490147,0.476203,[117  28] ; [70 13],[118.9254386  26.0745614] ; [68.0745614 14.9254386],0
d3,1,0.601486,0.27276,[81 65] ; [49 34],[82.88209607 63.11790393] ; [47.11790393 35.88209607],0
b1,1,0.606963,0.264621,[56 90] ; [29 54],[54.19213974 91.80786026] ; [30.80786026 52.19213974],0
v1,1,0.615248,0.252603,[54 87] ; [29 54],[52.24553571 88.75446429] ; [30.75446429 52.24553571],0
s1,1,0.623975,0.240321,[  5 138] ; [ 4 79],[  5.69469027 137.30530973] ; [ 3.30530973 79.69469027],0
p2,1,0.644828,0.212483,[82 64] ; [44 39],[80.33187773 65.66812227] ; [45.66812227 37.33187773],0
p1,1,0.648031,0.208392,[ 13 132] ; [ 6 77],[ 12.08333333 132.91666667] ; [ 6.91666667 76.08333333],0
v2,1,0.651533,0.203973,[57 80] ; [30 48],[55.4372093 81.5627907] ; [31.5627907 46.4372093],0
p5,1,0.67886,0.171412,[  5 141] ; [ 2 80],[  4.48245614 141.51754386] ; [ 2.51754386 79.48245614],0
d1,1,0.718475,0.129958,[65 81] ; [39 44],[66.30567686 79.69432314] ; [37.69432314 45.30567686],0
s2,1,0.721689,0.126881,[49 95] ; [26 56],[47.78761062 96.21238938] ; [27.21238938 54.78761062],0
p10,1,0.721776,0.126797,[86 59] ; [50 31],[87.25663717 57.74336283] ; [48.74336283 32.25663717],0
r4,1,0.743391,0.107168,[105  41] ; [58 25],[103.92139738  42.07860262] ; [59.07860262 23.92139738],0
u2,1,0.79425,0.068015,[21 25] ; [17 18],[21.58024691 24.41975309] ; [16.41975309 18.58024691],0
b5,1,0.861452,0.03046,[88 58] ; [51 32],[88.62008734 57.37991266] ; [50.37991266 32.62008734],0
u4,1,0.915909,0.011149,[  2 144] ; [ 1 82],[  1.91266376 144.08733624] ; [ 1.08733624 81.91266376],0
s6,1,0.937129,0.006222,[64 80] ; [36 46],[63.71681416 80.28318584] ; [36.28318584 45.71681416],0
b4,1,0.9564,0.002989,[92 54] ; [52 31],[91.80786026 54.19213974] ; [52.19213974 30.80786026],0
d4,1,0.971251,0.001299,[108  37] ; [62 21],[108.11403509  36.88596491] ; [61.88596491 21.11403509],0
