Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p12,1,0.0,46.154571,[ 40 544] ; [26 60],[ 57.52835821 526.47164179] ; [ 8.47164179 77.52835821],1
p1,1,0.0,42.041392,[ 37 546] ; [24 62],[ 53.15844544 529.84155456] ; [ 7.84155456 78.15844544],1
s5,1,0.0,37.541781,[192 375] ; [55 24],[216.79411765 350.20588235] ; [30.20588235 48.79411765],1
p4,1,0.0,27.334451,[352 232] ; [76  9],[373.62032885 210.37967115] ; [54.37967115 30.62032885],1
p3,1,0.0,26.144785,[295 290] ; [68 17],[316.94776119 268.05223881] ; [46.05223881 38.94776119],1
p6,1,0.0,25.328646,[209 370] ; [55 30],[230.20481928 348.79518072] ; [33.79518072 51.20481928],1
p8,1,1e-06,24.492877,[314 264] ; [71 15],[335.13554217 242.86445783] ; [49.86445783 36.13554217],1
a1,1,1e-05,19.553263,[ 19 567] ; [12 74],[ 27.0327381 558.9672619] ; [ 3.9672619 82.0327381],1
v3,1,0.000215,13.698024,[226 340] ; [51 32],[241.57473035 324.42526965] ; [35.42526965 47.57473035],1
s7,1,0.000364,12.709395,[276 285] ; [57 24],[290.98598131 270.01401869] ; [42.01401869 38.98598131],1
b5,1,0.001539,10.030806,[364 222] ; [38 48],[350.55357143 235.44642857] ; [51.44642857 34.55357143],0
p7,1,0.001832,9.710931,[380 192] ; [70 14],[392.37804878 179.62195122] ; [57.62195122 26.37804878],0
s6,1,0.001887,9.656046,[403 174] ; [70 11],[414.77355623 162.22644377] ; [58.22644377 22.77355623],0
u4,1,0.002522,9.124603,[  7 579] ; [ 5 81],[ 10.46428571 575.53571429] ; [ 1.53571429 84.46428571],0
v1,1,0.004909,7.91272,[315 256] ; [60 24],[326.90839695 244.09160305] ; [48.09160305 35.90839695],0
r2,1,0.005176,7.817032,[571  11] ; [80  6],[567.18862275  14.81137725] ; [83.81137725  2.18862275],0
s8,1,0.005978,7.557037,[271 313] ; [53 32],[282.83408072 301.16591928] ; [41.16591928 43.83408072],0
n4,1,0.020091,5.403938,[462 124] ; [77  9],[470.02083333 115.97916667] ; [68.97916667 17.02083333],0
n5,1,0.023155,5.156832,[453 130] ; [76 10],[460.99701046 122.00298954] ; [68.00298954 17.99701046],0
n6,1,0.038522,4.281819,[512  72] ; [81  4],[517.65620329  66.34379671] ; [75.34379671  9.65620329],0
p9,1,0.084573,2.974756,[553  32] ; [85  1],[556.2295082  28.7704918] ; [81.7704918  4.2295082],0
b2,1,0.091396,2.849619,[124 211] ; [30 32],[129.94962217 205.05037783] ; [24.05037783 37.94962217],0
b3,1,0.091396,2.849619,[124 211] ; [30 32],[129.94962217 205.05037783] ; [24.05037783 37.94962217],0
s1,1,0.103224,2.655008,[ 15 563] ; [ 5 81],[ 17.40963855 560.59036145] ; [ 2.59036145 83.40963855],0
