Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.010588,6.533124,[29  3] ; [76 36],[23.33333333  8.66666667] ; [81.66666667 30.33333333],0
a7,1,0.032387,4.577882,[16 18] ; [78 38],[21.30666667 12.69333333] ; [72.69333333 43.30666667],0
n4,1,0.033195,4.535708,[31  3] ; [85 30],[26.46979866  7.53020134] ; [89.53020134 25.46979866],0
p2,1,0.058255,3.58637,[25  9] ; [101  15],[28.56  5.44] ; [97.44 18.56],0
p5,1,0.064559,3.416209,[ 9 25] ; [15 99],[ 5.51351351 28.48648649] ; [18.48648649 95.51351351],0
b1,1,0.072364,3.228557,[20 14] ; [48 68],[15.41333333 18.58666667] ; [52.58666667 63.41333333],0
n2,1,0.082256,3.019757,[9 1] ; [20 13],[6.74418605 3.25581395] ; [22.25581395 10.74418605],0
n5,1,0.084245,2.981035,[30  4] ; [86 30],[26.29333333  7.70666667] ; [89.70666667 26.29333333],0
d5,1,0.088075,2.909213,[30  3] ; [90 26],[26.57718121  6.42281879] ; [93.42281879 22.57718121],0
a1,1,0.102652,2.663856,[ 3 31] ; [  3 113],[ 1.36 32.64] ; [  4.64 111.36],0
v1,1,0.125715,2.344636,[19 14] ; [48 65],[15.14383562 17.85616438] ; [51.85616438 61.14383562],0
b5,1,0.134685,2.237657,[15 19] ; [68 48],[18.81333333 15.18666667] ; [64.18666667 51.81333333],0
b4,1,0.150863,2.063504,[14 20] ; [64 52],[17.68 16.32] ; [60.32 55.68],0
n6,1,0.230925,1.435156,[31  3] ; [96 20],[28.78666667  5.21333333] ; [98.21333333 17.78666667],0
s3,1,0.236255,1.402801,[22 12] ; [87 29],[24.70666667  9.29333333] ; [84.29333333 31.70666667],0
r2,1,0.272495,1.204142,[30  4] ; [107   7],[31.47297297  2.52702703] ; [105.52702703   8.47297297],0
p10,1,0.275949,1.186936,[27  7] ; [100  15],[28.97986577  5.02013423] ; [98.02013423 16.97986577],0
a2,1,0.280257,1.165843,[ 6 28] ; [31 85],[ 8.38666667 25.61333333] ; [28.61333333 87.38666667],0
u2,1,0.329501,0.950857,[7 2] ; [18 12],[5.76923077 3.23076923] ; [19.23076923 10.76923077],0
a8,1,0.375134,0.786587,[ 3 29] ; [17 92],[ 4.53900709 27.46099291] ; [15.46099291 93.53900709],0
d3,1,0.381028,0.767381,[25  9] ; [76 40],[22.89333333 11.10666667] ; [78.10666667 37.89333333],0
a6,1,0.38822,0.744509,[18 16] ; [71 45],[20.17333333 13.82666667] ; [68.82666667 47.17333333],0
p8,1,0.38822,0.744509,[18 16] ; [71 45],[20.17333333 13.82666667] ; [68.82666667 47.17333333],0
d4,1,0.418525,0.654453,[28  5] ; [91 25],[26.3557047  6.6442953] ; [92.6442953 23.3557047],0
n1,1,0.420176,0.649823,[6 4] ; [15 18],[4.88372093 5.11627907] ; [16.11627907 16.88372093],0
d2,1,0.456433,0.554627,[16 18] ; [63 53],[17.90666667 16.09333333] ; [61.09333333 54.90666667],0
p1,1,0.480541,0.497635,[ 5 29] ; [ 12 104],[ 3.85333333 30.14666667] ; [ 13.14666667 102.85333333],0
p9,1,0.480541,0.497635,[29  5] ; [104  12],[30.14666667  3.85333333] ; [102.85333333  13.14666667],0
r1,1,0.49544,0.464691,[26  8] ; [94 21],[27.38255034  6.61744966] ; [92.61744966 22.38255034],0
v4,1,0.524171,0.40568,[32  2] ; [112   4],[32.64  1.36] ; [111.36   4.64],0
s1,1,0.531017,0.392444,[ 2 32] ; [  4 111],[ 1.36912752 32.63087248] ; [  4.63087248 110.36912752],0
p6,1,0.534222,0.386354,[17 17] ; [51 65],[15.41333333 18.58666667] ; [52.58666667 63.41333333],0
n3,1,0.537471,0.380247,[5 4] ; [22 11],[5.78571429 3.21428571] ; [21.21428571 11.78571429],0
u3,1,0.542227,0.371429,[5 4] ; [20 10],[5.76923077 3.23076923] ; [19.23076923 10.76923077],0
p3,1,0.546194,0.364181,[19 15] ; [58 58],[17.45333333 16.54666667] ; [59.54666667 56.45333333],0
r3,1,0.56642,0.328709,[31  3] ; [109   7],[31.73333333  2.26666667] ; [108.26666667   7.73333333],0
r4,1,0.579443,0.307136,[30  4] ; [106  10],[30.82666667  3.17333333] ; [105.17333333  10.82666667],0
s4,1,0.689617,0.1595,[ 8 26] ; [31 84],[ 8.89932886 25.10067114] ; [30.10067114 84.89932886],0
a5,1,0.701298,0.147126,[25  9] ; [89 27],[25.84  8.16] ; [88.16 27.84],0
d1,1,0.779826,0.078146,[22 12] ; [72 44],[21.30666667 12.69333333] ; [72.69333333 43.30666667],0
p11,1,0.821221,0.051065,[27  7] ; [90 26],[26.52  7.48] ; [90.48 25.52],0
b2,1,0.840913,0.040291,[10 14] ; [33 42],[10.42424242 13.57575758] ; [32.57575758 42.42424242],0
b3,1,0.840913,0.040291,[10 14] ; [33 42],[10.42424242 13.57575758] ; [32.57575758 42.42424242],0
s2,1,0.856256,0.032812,[22 12] ; [77 39],[22.44 11.56] ; [76.56 39.44],0
p7,1,0.889993,0.019131,[23 11] ; [75 38],[22.66666667 11.33333333] ; [75.33333333 37.66666667],0
p12,1,0.896394,0.016957,[ 3 31] ; [ 11 104],[ 3.19463087 30.80536913] ; [ 10.80536913 104.19463087],0
s6,1,0.935608,0.006527,[30  4] ; [100  14],[29.86486486  4.13513514] ; [100.13513514  13.86486486],0
a3,1,0.943289,0.00506,[25  9] ; [86 30],[25.16  8.84] ; [85.84 30.16],0
s5,1,0.947345,0.004362,[14 20] ; [45 66],[13.83448276 20.16551724] ; [45.16551724 65.83448276],0
u1,1,0.956175,0.00302,[ 6 28] ; [20 96],[ 5.89333333 28.10666667] ; [20.10666667 95.89333333],0
p4,1,0.959988,0.002517,[23 11] ; [79 37],[23.12 10.88] ; [78.88 37.12],0
