Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.025796,4.969624,[ 8 12] ; [11  3],[11.17647059  8.82352941] ; [7.82352941 6.17647059],0
s8,1,0.059555,3.549746,[ 9 11] ; [ 2 12],[ 6.47058824 13.52941176] ; [4.52941176 9.47058824],0
p11,1,0.07077,3.265079,[ 8 12] ; [10  4],[10.58823529  9.41176471] ; [7.41176471 6.58823529],0
v2,1,0.084433,2.977444,[ 3 16] ; [6 8],[ 5.18181818 13.81818182] ; [ 3.81818182 10.18181818],0
p3,1,0.09223,2.83502,[ 7 13] ; [9 5],[ 9.41176471 10.58823529] ; [6.58823529 7.41176471],0
p1,1,0.104756,2.631595,[ 6 14] ; [ 1 13],[ 4.11764706 15.88235294] ; [ 2.88235294 11.11764706],0
p6,1,0.149987,2.072381,[ 4 16] ; [6 8],[ 5.88235294 14.11764706] ; [4.11764706 9.88235294],0
d4,1,0.156929,2.003571,[11  9] ; [11  3],[12.94117647  7.05882353] ; [9.05882353 4.94117647],0
p8,1,0.163359,1.942857,[ 8 12] ; [9 5],[10. 10.] ; [7. 7.],0
a3,1,0.213024,1.550752,[11  8] ; [11  3],[12.66666667  6.33333333] ; [9.33333333 4.66666667],0
s5,1,0.213024,1.550752,[ 8 11] ; [ 3 11],[ 6.33333333 12.66666667] ; [4.66666667 9.33333333],0
r1,1,0.267511,1.229464,[11  9] ; [5 9],[ 9.41176471 10.58823529] ; [6.58823529 7.41176471],0
b4,1,0.273344,1.199887,[15  5] ; [8 6],[13.52941176  6.47058824] ; [9.47058824 4.52941176],0
u2,1,0.310494,1.028571,[3 6] ; [2 1],[3.75 5.25] ; [1.25 1.75],0
a6,1,0.324324,0.971429,[12  8] ; [6 8],[10.58823529  9.41176471] ; [7.41176471 6.58823529],0
b1,1,0.331974,0.941183,[11  9] ; [10  4],[12.35294118  7.64705882] ; [8.64705882 5.35294118],0
d2,1,0.331974,0.941183,[ 9 11] ; [ 4 10],[ 7.64705882 12.35294118] ; [5.35294118 8.64705882],0
a5,1,0.331974,0.941183,[11  9] ; [10  4],[12.35294118  7.64705882] ; [8.64705882 5.35294118],0
s4,1,0.354429,0.857537,[ 2 18] ; [ 3 11],[ 2.94117647 17.05882353] ; [ 2.05882353 11.94117647],0
r2,1,0.37471,0.787986,[16  3] ; [10  4],[14.96969697  4.03030303] ; [11.03030303  2.96969697],0
n4,1,0.440068,0.596104,[14  6] ; [8 6],[12.94117647  7.05882353] ; [9.05882353 4.94117647],0
a2,1,0.484034,0.489762,[ 3 17] ; [ 1 13],[ 2.35294118 17.64705882] ; [ 1.64705882 12.35294118],0
d5,1,0.492529,0.470996,[12  8] ; [10  4],[12.94117647  7.05882353] ; [9.05882353 4.94117647],0
a4,1,0.505643,0.443072,[ 6 13] ; [6 8],[ 6.90909091 12.09090909] ; [5.09090909 8.90909091],0
v3,1,0.517585,0.418703,[ 6 13] ; [ 3 11],[ 5.18181818 13.81818182] ; [ 3.81818182 10.18181818],0
b3,1,0.55409,0.350041,[3 9] ; [4 7],[3.65217391 8.34782609] ; [3.34782609 7.65217391],0
b2,1,0.55409,0.350041,[3 9] ; [4 7],[3.65217391 8.34782609] ; [3.34782609 7.65217391],0
a7,1,0.563293,0.334035,[12  8] ; [7 7],[11.17647059  8.82352941] ; [7.82352941 6.17647059],0
p2,1,0.577155,0.310857,[14  6] ; [11  3],[14.70588235  5.29411765] ; [10.29411765  3.70588235],0
b5,1,0.588201,0.293163,[11  9] ; [9 5],[11.76470588  8.23529412] ; [8.23529412 5.76470588],0
d1,1,0.64266,0.21528,[ 7 13] ; [6 8],[ 7.64705882 12.35294118] ; [5.35294118 8.64705882],0
p5,1,0.667082,0.185034,[ 4 16] ; [ 2 12],[ 3.52941176 16.47058824] ; [ 2.47058824 11.52941176],0
s6,1,0.681314,0.168651,[10 10] ; [6 8],[ 9.41176471 10.58823529] ; [6.58823529 7.41176471],0
s7,1,0.706082,0.142222,[ 8 12] ; [4 8],[ 7.5 12.5] ; [4.5 7.5],0
u3,1,0.735317,0.114286,[4 5] ; [1 2],[3.75 5.25] ; [1.25 1.75],0
a1,1,0.772525,0.083564,[ 2 18] ; [ 1 13],[ 1.76470588 18.23529412] ; [ 1.23529412 12.76470588],0
p12,1,0.772525,0.083564,[ 2 18] ; [ 1 13],[ 1.76470588 18.23529412] ; [ 1.23529412 12.76470588],0
