Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,116.626755,[223  54] ; [188 284],[151.99866489 125.00133511] ; [259.00133511 212.99866489],1
v1,1,0.0,32.812406,[179 100] ; [204 275],[140.97229551 138.02770449] ; [242.02770449 236.97229551],1
n4,1,2e-05,18.178709,[233  49] ; [334 153],[207.92457737  74.07542263] ; [359.07542263 127.92457737],1
s7,1,7.7e-05,15.631968,[147 121] ; [187 283],[121.2899729 146.7100271] ; [212.7100271 257.2899729],1
s8,1,0.000126,14.702421,[140 140] ; [175 313],[114.84375 165.15625] ; [200.15625 287.84375],1
n5,1,0.000221,13.639723,[225  57] ; [326 158],[202.84856397  79.15143603] ; [348.15143603 135.84856397],1
p3,1,0.001305,10.336052,[149 133] ; [199 288],[127.61508453 154.38491547] ; [220.38491547 266.61508453],0
p12,1,0.001562,10.003927,[ 24 256] ; [ 16 470],[ 14.62140992 265.37859008] ; [ 25.37859008 460.62140992],0
d1,1,0.001649,9.9041,[180 103] ; [254 235],[159.09585492 123.90414508] ; [274.90414508 214.09585492],0
r1,1,0.004854,7.933141,[239  44] ; [368 117],[223.67317708  59.32682292] ; [383.32682292 101.67317708],0
d2,1,0.008813,6.860316,[149 132] ; [211 277],[131.54746424 149.45253576] ; [228.45253576 259.54746424],0
n6,1,0.009786,6.673513,[247  35] ; [392  96],[234.02337662  47.97662338] ; [404.97662338  83.02337662],0
a3,1,0.011027,6.460958,[211  70] ; [323 164],[195.3828125  85.6171875] ; [338.6171875 148.3828125],0
p10,1,0.013426,6.112112,[233  47] ; [365 118],[219.44954128  60.55045872] ; [378.55045872 104.44954128],0
r4,1,0.014111,6.024228,[264  19] ; [429  60],[254.04015544  28.95984456] ; [438.95984456  50.04015544],0
r2,1,0.017008,5.695523,[273   7] ; [454  31],[266.09150327  13.90849673] ; [460.90849673  24.09150327],0
s4,1,0.017758,5.619847,[ 39 242] ; [100 382],[ 51.19134993 229.80865007] ; [ 87.80865007 394.19134993],0
r3,1,0.024632,5.049598,[274   8] ; [455  32],[267.33159948  14.66840052] ; [461.66840052  25.33159948],0
