Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,64.677837,[161  88] ; [ 3 53],[133.88852459 115.11147541] ; [30.11147541 25.88852459],1
d3,1,0.0,38.909454,[181  68] ; [16 40],[160.8295082  88.1704918] ; [36.1704918 19.8295082],1
d5,1,0.0,29.225902,[205  44] ; [27 29],[189.40327869  59.59672131] ; [42.59672131 13.40327869],1
a3,1,7.7e-05,15.627833,[186  62] ; [27 29],[173.76315789  74.23684211] ; [39.23684211 16.76315789],1
d2,1,7.7e-05,15.618656,[135 114] ; [14 42],[121.64262295 127.35737705] ; [27.35737705 28.64262295],1
r1,1,0.000293,13.114649,[203  45] ; [32 22],[192.98013245  55.01986755] ; [42.01986755 11.98013245],1
b3,1,0.000379,12.633312,[63 94] ; [ 3 32],[ 53.96875 103.03125] ; [12.03125 22.96875],1
b2,1,0.000379,12.633312,[63 94] ; [ 3 32],[ 53.96875 103.03125] ; [12.03125 22.96875],1
a2,1,0.000474,12.215947,[ 61 188] ; [ 2 54],[ 51.43278689 197.56721311] ; [11.56721311 44.43278689],1
a5,1,0.000803,11.235386,[178  71] ; [27 29],[167.36065574  81.63934426] ; [37.63934426 18.36065574],1
u1,1,0.001279,10.372896,[ 48 201] ; [ 1 55],[ 40.00327869 208.99672131] ; [ 8.99672131 47.00327869],0
p1,1,0.002292,9.299452,[ 14 233] ; [10 46],[ 19.56435644 227.43564356] ; [ 4.43564356 51.56435644],0
a4,1,0.00305,8.777491,[113 136] ; [13 42],[103.20394737 145.79605263] ; [22.79605263 32.20394737],0
u2,1,0.005537,7.695025,[40 21] ; [10 19],[33.88888889 27.11111111] ; [16.11111111 12.88888889],0
s5,1,0.012685,6.212505,[ 97 135] ; [13 42],[ 88.91986063 143.08013937] ; [21.08013937 33.91986063],0
p6,1,0.013751,6.069882,[ 99 143] ; [13 43],[ 90.95302013 151.04697987] ; [21.04697987 34.95302013],0
s6,1,0.016851,5.711825,[203  41] ; [38 17],[196.66889632  47.33110368] ; [44.33110368 10.66889632],0
a7,1,0.018422,5.555548,[182  67] ; [32 24],[174.70819672  74.29180328] ; [39.29180328 16.70819672],0
u3,1,0.025028,5.021955,[43 19] ; [13 16],[38.15384615 23.84615385] ; [17.84615385 11.15384615],0
r2,1,0.043541,4.074271,[233  10] ; [49  6],[229.95302013  13.04697987] ; [52.04697987  2.95302013],0
s2,1,0.045959,3.983107,[192  57] ; [36 20],[186.13770492  62.86229508] ; [41.86229508 14.13770492],0
v2,1,0.054476,3.698042,[ 99 141] ; [14 38],[ 92.87671233 147.12328767] ; [20.12328767 31.87671233],0
p8,1,0.063226,3.450663,[118 126] ; [19 36],[111.7993311 132.2006689] ; [25.2006689 29.7993311],0
p9,1,0.090115,2.872312,[207  38] ; [42 14],[202.6744186  42.3255814] ; [46.3255814  9.6744186],0
n3,1,0.106415,2.606674,[39 18] ; [15  2],[41.59459459 15.40540541] ; [12.40540541  4.59459459],0
n1,1,0.146443,2.108911,[30 28] ; [ 5 11],[27.43243243 30.56756757] ; [7.56756757 8.43243243],0
s1,1,0.156231,2.010334,[ 11 235] ; [ 5 49],[ 13.12 232.88] ; [ 2.88 51.12],0
a6,1,0.158737,1.986212,[167  82] ; [32 24],[162.46229508  86.53770492] ; [36.53770492 19.46229508],0
v4,1,0.185038,1.756691,[233  15] ; [48  6],[230.75496689  17.24503311] ; [50.24503311  3.75496689],0
s7,1,0.204901,1.607092,[145  95] ; [27 26],[140.88737201  99.11262799] ; [31.11262799 21.88737201],0
n4,1,0.21404,1.54389,[187  61] ; [37 18],[183.33993399  64.66006601] ; [40.66006601 14.33993399],0
p3,1,0.23678,1.399664,[116 131] ; [21 34],[112.04966887 134.95033113] ; [24.95033113 30.04966887],0
b5,1,0.277121,1.181153,[153  96] ; [30 26],[149.4  99.6] ; [33.6 22.4],0
