Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,49.032875,[107  37] ; [120 188],[72.31858407 71.68141593] ; [154.68141593 153.31858407],1
v1,1,2e-06,22.606742,[90 57] ; [118 196],[66.32537961 80.67462039] ; [141.67462039 172.32537961],1
p12,1,0.000927,10.967193,[ 14 132] ; [  8 308],[  6.95238095 139.04761905] ; [ 15.04761905 300.95238095],1
v4,1,0.002313,9.283229,[142   7] ; [271  45],[132.33763441  16.66236559] ; [280.66236559  35.33763441],0
n5,1,0.003383,8.588718,[116  33] ; [202 112],[102.33693305  46.66306695] ; [215.66306695  98.33693305],0
p3,1,0.003889,8.334978,[70 75] ; [108 208],[55.98698482 89.01301518] ; [122.01301518 193.98698482],0
s6,1,0.005077,7.851918,[80 67] ; [128 188],[66.03887689 80.96112311] ; [141.96112311 174.03887689],0
n4,1,0.005444,7.725755,[119  30] ; [215 104],[106.33760684  42.66239316] ; [227.66239316  91.33760684],0
r2,1,0.006572,7.38641,[140   7] ; [273  41],[131.69414317  15.30585683] ; [281.30585683  32.69414317],0
p4,1,0.010618,6.528229,[82 61] ; [141 176],[69.32391304 73.67608696] ; [153.67608696 163.32391304],0
r4,1,0.011485,6.388718,[129  20] ; [244  75],[118.7542735  30.2457265] ; [254.2457265  64.7542735],0
r1,1,0.014493,5.977042,[117  32] ; [214 103],[105.83476395  43.16523605] ; [225.16523605  91.83476395],0
p10,1,0.017117,5.684325,[112  33] ; [208 106],[101.08932462  43.91067538] ; [218.91067538  95.08932462],0
p8,1,0.01886,5.514451,[74 70] ; [125 190],[62.43137255 81.56862745] ; [136.56862745 178.43137255],0
s2,1,0.02544,4.993662,[52 97] ; [ 79 238],[ 41.88626609 107.11373391] ; [ 89.11373391 227.88626609],0
n6,1,0.037236,4.339574,[122  27] ; [230  85],[113.03448276  35.96551724] ; [238.96551724  76.03448276],0
a7,1,0.037404,4.331936,[113  34] ; [215 104],[103.46781116  43.53218884] ; [224.53218884  94.46781116],0
p7,1,0.041395,4.159784,[88 55] ; [160 152],[77.94285714 65.05714286] ; [170.05714286 141.94285714],0
s7,1,0.056363,3.64129,[39 99] ; [ 61 243],[ 31.22171946 106.77828054] ; [ 68.77828054 235.22171946],0
p1,1,0.061385,3.499574,[ 18 130] ; [ 22 295],[ 12.7311828 135.2688172] ; [ 27.2688172 289.7311828],0
p5,1,0.067505,3.34268,[ 17 129] ; [ 21 296],[ 11.98272138 134.01727862] ; [ 26.01727862 290.98272138],0
d2,1,0.072997,3.214305,[70 77] ; [123 194],[61.14439655 85.85560345] ; [131.85560345 185.14439655],0
d1,1,0.081612,3.032508,[82 67] ; [148 171],[73.22649573 75.77350427] ; [156.77350427 162.22649573],0
a5,1,0.084504,2.976078,[104  44] ; [198 121],[95.70877944 52.29122056] ; [206.29122056 112.70877944],0
a2,1,0.093888,2.806419,[ 36 113] ; [ 56 263],[ 29.29059829 119.70940171] ; [ 62.70940171 256.29059829],0
u1,1,0.095596,2.777516,[ 24 125] ; [ 34 285],[ 18.46581197 130.53418803] ; [ 39.53418803 279.46581197],0
r3,1,0.114285,2.493942,[137  11] ; [278  39],[132.08602151  15.91397849] ; [282.91397849  34.08602151],0
p6,1,0.155749,2.015023,[ 42 101] ; [ 72 239],[ 35.90748899 107.09251101] ; [ 78.09251101 232.90748899],0
b1,1,0.165311,1.92496,[53 96] ; [135 184],[59.85470085 89.14529915] ; [128.14529915 190.85470085],0
b4,1,0.173008,1.856686,[94 55] ; [180 139],[87.23504274 61.76495726] ; [186.76495726 132.23504274],0
p9,1,0.212339,1.555405,[112  33] ; [223  88],[106.52412281  38.47587719] ; [228.47587719  82.52412281],0
n1,1,0.245508,1.348684,[ 7 21] ; [35 60],[ 9.56097561 18.43902439] ; [32.43902439 62.56097561],0
a3,1,0.246493,1.343071,[98 49] ; [193 123],[92.39092873 54.60907127] ; [198.60907127 117.39092873],0
d3,1,0.251608,1.314355,[98 50] ; [193 125],[92.42060086 55.57939914] ; [198.57939914 119.42060086],0
