Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b1,1,0.000721,11.435231,[37 29] ; [28 67],[26.64596273 39.35403727] ; [38.35403727 56.64596273],1
p11,1,0.001566,9.999501,[35 31] ; [73 22],[44.27329193 21.72670807] ; [63.72670807 31.27329193],0
r3,1,0.001662,9.889752,[53 13] ; [91  4],[59.0310559  6.9689441] ; [84.9689441 10.0310559],0
v4,1,0.005014,7.874435,[50 15] ; [87  7],[56.00628931  8.99371069] ; [80.99371069 13.00628931],0
r2,1,0.01155,6.378672,[51 14] ; [85  7],[56.30573248  8.69426752] ; [79.69426752 12.30573248],0
s1,1,0.013901,6.050631,[ 6 60] ; [ 1 94],[ 2.86956522 63.13043478] ; [ 4.13043478 90.86956522],0
p9,1,0.030105,4.703259,[35 31] ; [65 28],[41.50943396 24.49056604] ; [58.49056604 34.50943396],0
p10,1,0.030515,4.680025,[29 37] ; [57 36],[35.69811321 30.30188679] ; [50.30188679 42.69811321],0
p7,1,0.053383,3.731892,[28 38] ; [55 40],[34.02484472 31.97515528] ; [48.97515528 46.02484472],0
a7,1,0.068116,3.327847,[42 24] ; [73 22],[47.14285714 18.85714286] ; [67.85714286 27.14285714],0
p6,1,0.072267,3.230769,[ 9 54] ; [24 67],[13.5 49.5] ; [19.5 71.5],0
r4,1,0.095149,2.785028,[46 20] ; [77 18],[50.42236025 15.57763975] ; [72.57763975 22.42236025],0
a8,1,0.10527,2.623833,[ 2 60] ; [ 9 79],[ 4.54666667 57.45333333] ; [ 6.45333333 81.54666667],0
p1,1,0.111557,2.532023,[ 7 58] ; [ 4 90],[ 4.49685535 60.50314465] ; [ 6.50314465 87.49685535],0
p2,1,0.122559,2.384309,[44 22] ; [73 21],[48.2625 17.7375] ; [68.7375 25.2625],0
u2,1,0.206822,1.593535,[16  8] ; [17 17],[13.65517241 10.34482759] ; [19.34482759 14.65517241],0
v2,1,0.219464,1.507874,[27 37] ; [48 44],[30.76923077 33.23076923] ; [44.23076923 47.76923077],0
u3,1,0.286233,1.137255,[14 10] ; [15 19],[12. 12.] ; [17. 17.],0
a2,1,0.289572,1.121611,[ 9 57] ; [ 8 87],[ 6.9689441 59.0310559] ; [10.0310559 84.9689441],0
s7,1,0.298556,1.080634,[11 49] ; [24 70],[13.63636364 46.36363636] ; [21.36363636 72.63636364],0
s5,1,0.302922,1.061285,[ 8 56] ; [17 74],[10.32258065 53.67741935] ; [14.67741935 76.32258065],0
s3,1,0.346805,0.885114,[17 48] ; [18 73],[14.58333333 50.41666667] ; [20.41666667 70.58333333],0
n3,1,0.368885,0.807416,[14  8] ; [24  8],[15.48148148  6.51851852] ; [22.51851852  9.48148148],0
a5,1,0.383556,0.759274,[40 26] ; [51 44],[37.30434783 28.69565217] ; [53.69565217 41.30434783],0
s4,1,0.403693,0.697297,[ 5 61] ; [11 84],[ 6.55900621 59.44099379] ; [ 9.44099379 85.55900621],0
v1,1,0.433852,0.612488,[25 41] ; [29 62],[22.70063694 43.29936306] ; [31.29936306 59.70063694],0
