Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,84.658008,[ 4 45] ; [233  77],[32.34818942 16.65181058] ; [204.65181058 105.34818942],1
d5,1,0.0,48.026188,[25 24] ; [278  32],[41.35654596  7.64345404] ; [261.64345404  48.35654596],1
d3,1,0.0,31.074779,[21 28] ; [248  62],[36.71587744 12.28412256] ; [232.28412256  77.71587744],1
d2,1,3.7e-05,17.004803,[15 34] ; [192 118],[28.25348189 20.74651811] ; [178.74651811 131.25348189],1
a4,1,0.000178,14.051825,[13 36] ; [171 138],[25.18435754 23.81564246] ; [158.81564246 150.18435754],1
a2,1,0.000734,11.400365,[ 5 44] ; [106 204],[15.15041783 33.84958217] ; [ 95.84958217 214.15041783],1
a3,1,0.001067,10.706791,[33 16] ; [265  43],[40.90196078  8.09803922] ; [257.09803922  50.90196078],0
u1,1,0.001214,10.468834,[ 4 45] ; [ 94 216],[13.37604457 35.62395543] ; [ 84.62395543 225.37604457],0
r3,1,0.026671,4.911975,[45  4] ; [301   7],[47.49019608  1.50980392] ; [298.50980392   9.49019608],0
p12,1,0.03552,4.419978,[ 1 48] ; [ 37 271],[ 5.21568627 43.78431373] ; [ 32.78431373 275.21568627],0
p1,1,0.047833,3.915848,[ 9 40] ; [ 28 280],[ 5.07843137 43.92156863] ; [ 31.92156863 276.07843137],0
n4,1,0.090189,2.871001,[38 11] ; [268  41],[41.88268156  7.11731844] ; [264.11731844  44.88268156],0
p4,1,0.102141,2.671788,[28 21] ; [213  96],[32.98603352 16.01396648] ; [208.01396648 100.98603352],0
b2,1,0.108528,2.575533,[11 25] ; [ 96 118],[15.408 20.592] ; [ 91.592 122.408],0
b3,1,0.108528,2.575533,[11 25] ; [ 96 118],[15.408 20.592] ; [ 91.592 122.408],0
s3,1,0.113247,2.508311,[32 16] ; [237  70],[36.37183099 11.62816901] ; [232.62816901  74.37183099],0
v2,1,0.142609,2.149574,[26 23] ; [192 108],[30.60744986 18.39255014] ; [187.39255014 112.60744986],0
a5,1,0.144571,2.128616,[36 13] ; [255  55],[39.71866295  9.28133705] ; [251.28133705  58.71866295],0
a7,1,0.14961,2.07622,[31 18] ; [227  83],[35.21448468 13.78551532] ; [222.78551532  87.21448468],0
b4,1,0.156596,2.006794,[23 26] ; [179 131],[27.57103064 21.42896936] ; [174.42896936 135.57103064],0
s2,1,0.163898,1.937887,[32 17] ; [231  78],[35.9972067 13.0027933] ; [227.0027933  81.9972067],0
a8,1,0.187662,1.735874,[ 5 40] ; [ 53 222],[ 8.15625 36.84375] ; [ 49.84375 225.15625],0
p9,1,0.194841,1.680625,[41  8] ; [276  31],[43.63202247  5.36797753] ; [273.36797753  33.63202247],0
p3,1,0.201438,1.63192,[23 25] ; [179 131],[27.08379888 20.91620112] ; [174.91620112 135.08379888],0
s1,1,0.233439,1.419781,[ 4 45] ; [ 13 293],[ 2.34647887 46.65352113] ; [ 14.65352113 291.34647887],0
a1,1,0.24628,1.344281,[ 1 48] ; [ 19 291],[ 2.72980501 46.27019499] ; [ 17.27019499 292.72980501],0
p10,1,0.26489,1.24302,[45  4] ; [265  43],[42.54901961  6.45098039] ; [267.45098039  40.54901961],0
u3,1,0.317115,1.00081,[10  6] ; [34 11],[11.54098361  4.45901639] ; [32.45901639 12.54098361],0
p11,1,0.322904,0.977147,[36 13] ; [247  63],[38.62674095 10.37325905] ; [244.37325905  65.62674095],0
u2,1,0.32949,0.9509,[9 7] ; [30 13],[10.57627119  5.42372881] ; [28.42372881 14.57627119],0
p7,1,0.352847,0.863193,[32 17] ; [214  84],[34.73775216 14.26224784] ; [211.26224784  86.73775216],0
s4,1,0.38493,0.754899,[12 37] ; [ 59 249],[ 9.74509804 39.25490196] ; [ 61.25490196 246.74509804],0
v4,1,0.434357,0.611146,[46  2] ; [302   7],[46.78991597  1.21008403] ; [301.21008403   7.78991597],0
r4,1,0.464211,0.535722,[46  3] ; [298  12],[46.95264624  2.04735376] ; [297.04735376  12.95264624],0
s8,1,0.466163,0.531056,[32 17] ; [217  91],[34.17647059 14.82352941] ; [214.82352941  93.17647059],0
s5,1,0.474337,0.511855,[20 29] ; [138 160],[22.31123919 26.68876081] ; [135.68876081 162.31123919],0
a6,1,0.514997,0.423901,[31 18] ; [210  99],[32.98603352 16.01396648] ; [208.01396648 100.98603352],0
b1,1,0.516599,0.420678,[22 27] ; [124 186],[19.9275766 29.0724234] ; [126.0724234 183.9275766],0
v3,1,0.548402,0.360188,[21 28] ; [141 156],[22.94219653 26.05780347] ; [139.05780347 157.94219653],0
n5,1,0.579616,0.306856,[38 10] ; [254  54],[39.37078652  8.62921348] ; [252.62921348  55.37078652],0
n6,1,0.599221,0.276172,[43  6] ; [276  30],[44.03098592  4.96901408] ; [274.96901408  31.03098592],0
n3,1,0.644208,0.213281,[10  4] ; [37 20],[9.26760563 4.73239437] ; [37.73239437 19.26760563],0
p2,1,0.653762,0.20119,[41  8] ; [266  43],[42.01955307  6.98044693] ; [264.98044693  44.01955307],0
r2,1,0.662634,0.190339,[47  2] ; [299   9],[47.49019608  1.50980392] ; [298.50980392   9.49019608],0
s6,1,0.760595,0.092842,[41  8] ; [262  45],[41.70505618  7.29494382] ; [261.29494382  45.70505618],0
p8,1,0.765089,0.089285,[29 20] ; [173 131],[28.03966006 20.96033994] ; [173.96033994 130.03966006],0
p5,1,0.768053,0.08698,[ 9 40] ; [ 51 255],[ 8.28169014 40.71830986] ; [ 51.71830986 254.28169014],0
b5,1,0.816327,0.05395,[29 20] ; [178 132],[28.25348189 20.74651811] ; [178.74651811 131.25348189],0
n1,1,0.816568,0.053806,[7 7] ; [27 31],[6.61111111 7.38888889] ; [27.38888889 30.61111111],0
n2,1,0.830358,0.0459,[11  3] ; [44 14],[10.69444444  3.30555556] ; [44.30555556 13.69444444],0
v1,1,0.874363,0.025002,[28 20] ; [181 123],[28.5 19.5] ; [180.5 123.5],0
p6,1,0.945164,0.004731,[22 27] ; [139 167],[22.22253521 26.77746479] ; [138.77746479 167.22253521],0
