Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,3e-06,21.734457,[ 7 39] ; [23 12],[17.03703704 28.96296296] ; [12.96296296 22.03703704],1
p3,1,0.001163,10.54804,[14 30] ; [24 11],[21.16455696 22.83544304] ; [16.83544304 18.16455696],0
p6,1,0.001321,10.312308,[11 32] ; [20 12],[17.77333333 25.22666667] ; [13.22666667 18.77333333],0
s2,1,0.001333,10.296802,[15 31] ; [24 11],[22.14814815 23.85185185] ; [16.85185185 18.14814815],0
s3,1,0.00279,8.93981,[17 28] ; [25 10],[23.625 21.375] ; [18.375 16.625],0
r2,1,0.003112,8.74081,[32 14] ; [30  1],[37.03896104  8.96103896] ; [24.96103896  6.03896104],0
s6,1,0.005297,7.775298,[22 22] ; [26  6],[27.78947368 16.21052632] ; [20.21052632 11.78947368],0
s5,1,0.007988,7.036111,[ 7 36] ; [13 16],[11.94444444 31.05555556] ; [ 8.05555556 20.94444444],0
v1,1,0.031298,4.636549,[25 21] ; [25  7],[29.48717949 16.51282051] ; [20.51282051 11.48717949],0
p9,1,0.048057,3.908002,[32 14] ; [30  4],[35.65 10.35] ; [26.35  7.65],0
a3,1,0.081047,3.043789,[27 19] ; [27  8],[30.66666667 15.33333333] ; [23.33333333 11.66666667],0
p7,1,0.096519,2.762148,[24 22] ; [24 10],[27.6 18.4] ; [20.4 13.6],0
p10,1,0.099993,2.70566,[28 17] ; [27  7],[31.32911392 13.67088608] ; [23.67088608 10.32911392],0
p2,1,0.10253,2.665744,[30 15] ; [29  6],[33.1875 11.8125] ; [25.8125  9.1875],0
r3,1,0.10604,2.612264,[40  6] ; [34  1],[42.02469136  3.97530864] ; [31.97530864  3.02469136],0
a8,1,0.106132,2.610897,[ 2 41] ; [ 5 27],[ 4.01333333 38.98666667] ; [ 2.98666667 29.01333333],0
p4,1,0.123611,2.370964,[20 24] ; [22 13],[23.39240506 20.60759494] ; [18.60759494 16.39240506],0
d4,1,0.224089,1.477993,[36 10] ; [31  4],[38.04938272  7.95061728] ; [28.95061728  6.04938272],0
u1,1,0.228052,1.452969,[ 2 44] ; [ 4 31],[ 3.40740741 42.59259259] ; [ 2.59259259 32.40740741],0
p11,1,0.242083,1.368422,[33 13] ; [29  6],[35.20987654 10.79012346] ; [26.79012346  8.20987654],0
p5,1,0.245967,1.346066,[ 3 43] ; [ 5 30],[ 4.54320988 41.45679012] ; [ 3.45679012 31.54320988],0
a6,1,0.276782,1.182822,[22 24] ; [21 14],[24.41975309 21.58024691] ; [18.58024691 16.41975309],0
r4,1,0.30238,1.063668,[25 21] ; [23 12],[27.25925926 18.74074074] ; [20.74074074 14.25925926],0
d5,1,0.323021,0.976674,[37  9] ; [31  4],[38.61728395  7.38271605] ; [29.38271605  5.61728395],0
n4,1,0.334963,0.929614,[31 15] ; [27  8],[32.9382716 13.0617284] ; [25.0617284  9.9382716],0
