Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,3e-06,21.734457,[ 7 39] ; [23 12],[17.03703704 28.96296296] ; [12.96296296 22.03703704],1
p8,1,0.354985,0.855556,[18 26] ; [17 16],[20. 24.] ; [15. 18.],0
n5,1,0.427766,0.628882,[29 17] ; [25 10],[30.66666667 15.33333333] ; [23.33333333 11.66666667],0
a4,1,0.473851,0.512981,[18 28] ; [11 24],[16.4691358 29.5308642] ; [12.5308642 22.4691358],0
d2,1,0.482573,0.493043,[22 24] ; [14 21],[20.44444444 25.55555556] ; [15.55555556 19.44444444],0
v3,1,0.519074,0.415733,[21 25] ; [18 16],[22.425 23.575] ; [16.575 17.425],0
b2,1,0.551552,0.354544,[10 15] ; [ 9 19],[ 8.96226415 16.03773585] ; [10.03773585 17.96226415],0
b3,1,0.551552,0.354544,[10 15] ; [ 9 19],[ 8.96226415 16.03773585] ; [10.03773585 17.96226415],0
n2,1,0.55791,0.343336,[13  5] ; [9 2],[13.65517241  4.34482759] ; [8.34482759 2.65517241],0
n3,1,0.55791,0.343336,[13  5] ; [9 2],[13.65517241  4.34482759] ; [8.34482759 2.65517241],0
a5,1,0.565395,0.330449,[26 20] ; [22 13],[27.25925926 18.74074074] ; [20.74074074 14.25925926],0
v4,1,0.568643,0.324959,[40  6] ; [28  6],[39.1  6.9] ; [28.9  5.1],0
u2,1,0.596613,0.280135,[ 7 11] ; [4 4],[ 7.61538462 10.38461538] ; [3.38461538 4.61538462],0
a2,1,0.643378,0.214351,[ 5 41] ; [ 5 30],[ 5.67901235 40.32098765] ; [ 4.32098765 30.67901235],0
b1,1,0.656518,0.197781,[22 24] ; [15 20],[21.01234568 24.98765432] ; [15.98765432 19.01234568],0
a7,1,0.704304,0.144033,[27 19] ; [22 13],[27.82716049 18.17283951] ; [21.17283951 13.82716049],0
b4,1,0.704304,0.144033,[27 19] ; [22 13],[27.82716049 18.17283951] ; [21.17283951 13.82716049],0
n6,1,0.718544,0.129892,[37  9] ; [27  8],[36.34567901  9.65432099] ; [27.65432099  7.34567901],0
p1,1,0.727142,0.121752,[ 3 43] ; [ 3 32],[ 3.40740741 42.59259259] ; [ 2.59259259 32.40740741],0
d1,1,0.753356,0.098732,[26 20] ; [21 14],[26.69135802 19.30864198] ; [20.30864198 14.69135802],0
s4,1,0.76463,0.089644,[ 8 38] ; [ 7 28],[ 8.51851852 37.48148148] ; [ 6.48148148 28.51851852],0
s1,1,0.796004,0.066834,[ 2 43] ; [ 2 33],[ 2.25 42.75] ; [ 1.75 33.25],0
b5,1,0.826269,0.048175,[30 16] ; [22 13],[29.5308642 16.4691358] ; [22.4691358 12.5308642],0
p12,1,0.861414,0.030476,[ 3 42] ; [ 2 33],[ 2.8125 42.1875] ; [ 2.1875 32.8125],0
u3,1,0.900552,0.015616,[10  9] ; [4 4],[9.85185185 9.14814815] ; [4.14814815 3.85185185],0
d3,1,0.923588,0.0092,[32 14] ; [24 11],[31.80246914 14.19753086] ; [24.19753086 10.80246914],0
n1,1,0.974213,0.001045,[ 5 12] ; [3 7],[ 5.03703704 11.96296296] ; [2.96296296 7.03703704],0
a1,1,0.984274,0.000388,[ 4 42] ; [ 3 32],[ 3.97530864 42.02469136] ; [ 3.02469136 31.97530864],0
