Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,1.5e-05,18.733547,[26 23] ; [13 65],[15.04724409 33.95275591] ; [23.95275591 54.04724409],1
p7,1,1.7e-05,18.512729,[36 12] ; [26 48],[24.39344262 23.60655738] ; [37.60655738 36.39344262],1
s7,1,0.000647,11.636364,[20 25] ; [12 63],[12. 33.] ; [20. 55.],1
a5,1,0.003337,8.613547,[30 19] ; [27 51],[21.99212598 27.00787402] ; [35.00787402 42.99212598],0
p8,1,0.009136,6.796093,[26 22] ; [24 54],[19.04761905 28.95238095] ; [30.95238095 47.04761905],0
s6,1,0.009768,6.676678,[30 19] ; [29 48],[22.94444444 26.05555556] ; [36.05555556 40.94444444],0
s8,1,0.010374,6.569448,[19 30] ; [14 63],[12.83333333 36.16666667] ; [20.16666667 56.83333333],0
a4,1,0.015454,5.863979,[19 30] ; [15 63],[13.11811024 35.88188976] ; [20.88188976 57.11811024],0
s5,1,0.026225,4.941112,[18 30] ; [15 62],[12.672 35.328] ; [20.328 56.672],0
p6,1,0.027263,4.874049,[16 33] ; [12 64],[10.976 38.024] ; [17.024 58.976],0
p2,1,0.057117,3.619182,[39 10] ; [49 28],[34.22222222 14.77777778] ; [53.77777778 23.22222222],0
a8,1,0.060634,3.519948,[ 5 41] ; [ 2 73],[ 2.66115702 43.33884298] ; [ 4.33884298 70.66115702],0
a3,1,0.061723,3.490469,[30 19] ; [34 43],[24.88888889 24.11111111] ; [39.11111111 37.88888889],0
s2,1,0.074356,3.184144,[23 26] ; [24 53],[18.27777778 30.72222222] ; [28.72222222 48.27777778],0
d3,1,0.076627,3.135022,[33 16] ; [39 37],[28.224 20.776] ; [43.776 32.224],0
s3,1,0.09249,2.830487,[25 24] ; [28 50],[20.4488189 28.5511811] ; [32.5511811 45.4488189],0
n1,1,0.141074,2.166209,[ 8 12] ; [ 7 26],[ 5.66037736 14.33962264] ; [ 9.33962264 23.66037736],0
b1,1,0.164397,1.933305,[25 24] ; [30 48],[21.22047244 27.77952756] ; [33.77952756 44.22047244],0
s4,1,0.17438,1.844877,[16 33] ; [17 61],[12.73228346 36.26771654] ; [20.26771654 57.73228346],0
