Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,7e-06,20.168176,[28 14] ; [15 50],[16.87850467 25.12149533] ; [26.12149533 38.87850467],1
s8,1,0.00011,14.950633,[16 26] ; [ 5 60],[ 8.24299065 33.75700935] ; [12.75700935 52.24299065],1
p7,1,0.00017,14.132664,[30 12] ; [21 41],[20.59615385 21.40384615] ; [30.40384615 31.59615385],1
a5,1,0.000512,12.071921,[33  9] ; [29 36],[24.3364486 17.6635514] ; [37.6635514 27.3364486],1
p3,1,0.000631,11.682449,[20 22] ; [11 54],[12.1682243 29.8317757] ; [18.8317757 46.1682243],1
r3,1,0.000706,11.472279,[40  2] ; [44 21],[32.97196262  9.02803738] ; [51.02803738 13.97196262],1
p8,1,0.002226,9.353097,[21 20] ; [14 49],[13.79807692 27.20192308] ; [21.20192308 41.79807692],0
r4,1,0.004222,8.185626,[34  8] ; [35 30],[27.08411215 14.91588785] ; [41.91588785 23.08411215],0
p2,1,0.004499,8.070681,[31 10] ; [31 34],[23.98113208 17.01886792] ; [38.01886792 26.98113208],0
v2,1,0.009618,6.704402,[19 19] ; [15 46],[13.05050505 24.94949495] ; [20.94949495 40.05050505],0
p10,1,0.013502,6.102141,[27 15] ; [25 38],[20.8 21.2] ; [31.2 31.8],0
s7,1,0.014677,5.954802,[14 24] ; [ 9 50],[ 9.01030928 28.98969072] ; [13.98969072 45.01030928],0
d5,1,0.019918,5.419025,[34  8] ; [38 26],[28.52830189 13.47169811] ; [43.47169811 20.52830189],0
n4,1,0.021557,5.281225,[15 27] ; [38 27],[20.80373832 21.19626168] ; [32.19626168 32.80373832],0
p11,1,0.026846,4.900693,[26 16] ; [26 39],[20.41121495 21.58878505] ; [31.58878505 33.41121495],0
s5,1,0.041152,4.16973,[ 8 32] ; [ 4 57],[ 4.75247525 35.24752475] ; [ 7.24752475 53.75247525],0
u3,1,0.041686,4.147893,[12  5] ; [11 17],[8.68888889 8.31111111] ; [14.31111111 13.68888889],0
d1,1,0.048034,3.908812,[23 19] ; [23 42],[18.05607477 23.94392523] ; [27.94392523 37.05607477],0
u2,1,0.059568,3.549383,[14  4] ; [14 14],[10.95652174  7.04347826] ; [17.04347826 10.95652174],0
s2,1,0.082793,3.009201,[17 25] ; [16 49],[12.95327103 29.04672897] ; [20.04672897 44.95327103],0
p9,1,0.093054,2.820724,[27 15] ; [30 33],[22.8 19.2] ; [34.2 28.8],0
r1,1,0.124059,2.365311,[30 11] ; [38 27],[26.30188679 14.69811321] ; [41.69811321 23.30188679],0
v4,1,0.127518,2.322466,[35  7] ; [45 19],[31.69811321 10.30188679] ; [48.30188679 15.69811321],0
a2,1,0.131091,2.279532,[ 9 33] ; [ 7 58],[ 6.28037383 35.71962617] ; [ 9.71962617 55.28037383],0
s3,1,0.131735,2.271935,[24 18] ; [27 37],[20.20754717 21.79245283] ; [30.79245283 33.20754717],0
r2,1,0.137717,2.203289,[37  5] ; [49 15],[34.0754717  7.9245283] ; [51.9245283 12.0754717],0
n5,1,0.141766,2.158684,[14 28] ; [31 34],[17.6635514 24.3364486] ; [27.3364486 37.6635514],0
a1,1,0.16173,1.957971,[ 1 41] ; [ 6 59],[ 2.74766355 39.25233645] ; [ 4.25233645 60.74766355],0
n3,1,0.182422,1.777778,[11  4] ; [13 12],[9. 6.] ; [15. 10.],0
d3,1,0.254891,1.296296,[28 14] ; [35 28],[25.2 16.8] ; [37.8 25.2],0
n2,1,0.255623,1.292308,[11  4] ; [15 12],[9.28571429 5.71428571] ; [16.71428571 10.28571429],0
a6,1,0.293002,1.105778,[31 11] ; [41 23],[28.52830189 13.47169811] ; [43.47169811 20.52830189],0
b5,1,0.390141,0.738502,[21 21] ; [38 27],[23.1588785 18.8411215] ; [35.8411215 29.1588785],0
n1,1,0.444565,0.58447,[6 8] ; [ 8 18],[4.9 9.1] ; [ 9.1 16.9],0
b1,1,0.47509,0.510113,[23 19] ; [31 34],[21.19626168 20.80373832] ; [32.80373832 32.19626168],0
a4,1,0.486536,0.484178,[17 25] ; [22 43],[15.30841121 26.69158879] ; [23.69158879 41.30841121],0
d4,1,0.54094,0.373801,[31 11] ; [43 20],[29.6 12.4] ; [44.4 18.6],0
p6,1,0.544213,0.367787,[ 9 32] ; [11 53],[ 7.80952381 33.19047619] ; [12.19047619 51.80952381],0
v3,1,0.565706,0.32992,[ 9 30] ; [11 49],[ 7.87878788 31.12121212] ; [12.12121212 47.87878788],0
p1,1,0.592605,0.286295,[ 3 39] ; [ 3 61],[ 2.37735849 39.62264151] ; [ 3.62264151 60.37735849],0
a7,1,0.715725,0.132625,[27 15] ; [44 21],[27.86915888 14.13084112] ; [43.13084112 21.86915888],0
a8,1,0.751306,0.100437,[ 3 36] ; [ 6 57],[ 3.44117647 35.55882353] ; [ 5.55882353 57.44117647],0
d2,1,0.819551,0.05204,[18 24] ; [26 38],[17.43396226 24.56603774] ; [26.56603774 37.43396226],0
b4,1,0.825905,0.048381,[23 19] ; [37 28],[23.55140187 18.44859813] ; [36.44859813 28.55140187],0
s1,1,0.856333,0.032777,[ 3 39] ; [ 4 60],[ 2.77358491 39.22641509] ; [ 4.22641509 59.77358491],0
u1,1,0.915962,0.011135,[ 3 39] ; [ 5 60],[ 3.14018692 38.85981308] ; [ 4.85981308 60.14018692],0
b3,1,0.937762,0.006097,[ 7 22] ; [ 8 24],[ 7.13114754 21.86885246] ; [ 7.86885246 24.13114754],0
b2,1,0.937762,0.006097,[ 7 22] ; [ 8 24],[ 7.13114754 21.86885246] ; [ 7.86885246 24.13114754],0
s4,1,0.939469,0.005766,[ 8 34] ; [12 53],[ 7.85046729 34.14953271] ; [12.14953271 52.85046729],0
a3,1,0.945607,0.004655,[24 18] ; [37 27],[24.16981132 17.83018868] ; [36.83018868 27.16981132],0
