Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.001528,10.044643,[2 1] ; [ 3 39],[0.33333333 2.66666667] ; [ 4.66666667 37.33333333],0
p12,1,0.011962,6.316445,[1 2] ; [ 1 41],[0.13333333 2.86666667] ; [ 1.86666667 40.13333333],0
p6,1,0.024097,5.087624,[2 1] ; [ 6 35],[0.54545455 2.45454545] ; [ 7.45454545 33.54545455],0
s8,1,0.03647,4.375,[2 1] ; [ 7 35],[0.6 2.4] ; [ 8.4 33.6],0
s7,1,0.047518,3.926962,[2 1] ; [ 7 32],[0.64285714 2.35714286] ; [ 8.35714286 30.64285714],0
r4,1,0.078169,3.102559,[2 1] ; [ 9 33],[0.73333333 2.26666667] ; [10.26666667 31.73333333],0
v2,1,0.112484,2.51897,[2 1] ; [10 31],[0.81818182 2.18181818] ; [11.18181818 29.81818182],0
p8,1,0.135091,2.233001,[2 1] ; [11 31],[0.86666667 2.13333333] ; [12.13333333 29.86666667],0
s3,1,0.144323,2.131251,[2 1] ; [11 30],[0.88636364 2.11363636] ; [12.11363636 28.88636364],0
p4,1,0.168529,1.895984,[2 1] ; [12 30],[0.93333333 2.06666667] ; [13.06666667 28.93333333],0
v1,1,0.243926,1.357759,[2 1] ; [14 28],[1.06666667 1.93333333] ; [14.93333333 27.06666667],0
b3,1,0.259656,1.270588,[2 1] ; [ 8 16],[1.11111111 1.88888889] ; [ 8.88888889 15.11111111],0
b2,1,0.259656,1.270588,[2 1] ; [ 8 16],[1.11111111 1.88888889] ; [ 8.88888889 15.11111111],0
a8,1,0.315185,1.008821,[1 2] ; [ 5 35],[0.41860465 2.58139535] ; [ 5.58139535 34.41860465],0
p11,1,0.329114,0.952381,[2 1] ; [16 26],[1.2 1.8] ; [16.8 25.2],0
d5,1,0.374916,0.787305,[2 1] ; [17 25],[1.26666667 1.73333333] ; [17.73333333 24.26666667],0
a3,1,0.444639,0.584282,[2 1] ; [18 23],[1.36363636 1.63636364] ; [18.63636364 22.36363636],0
a5,1,0.523726,0.40655,[2 1] ; [20 22],[1.46666667 1.53333333] ; [20.53333333 21.46666667],0
b5,1,0.523726,0.40655,[2 1] ; [20 22],[1.46666667 1.53333333] ; [20.53333333 21.46666667],0
r2,1,0.631827,0.229592,[1 2] ; [20 22],[1.4 1.6] ; [19.6 22.4],0
v3,1,0.631827,0.229592,[1 2] ; [ 9 33],[0.66666667 2.33333333] ; [ 9.33333333 32.66666667],0
a7,1,0.6885,0.160714,[1 2] ; [19 23],[1.33333333 1.66666667] ; [18.66666667 23.33333333],0
s2,1,0.786944,0.073052,[1 2] ; [11 31],[0.8 2.2] ; [11.2 30.8],0
p3,1,0.786944,0.073052,[1 2] ; [11 31],[0.8 2.2] ; [11.2 30.8],0
b4,1,0.80725,0.059524,[2 1] ; [25 17],[1.8 1.2] ; [25.2 16.8],0
n5,1,1.0,0.0,[2 1] ; [28 14],[2. 1.] ; [28. 14.],0
