Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.001515,10.060766,[19 44] ; [14  6],[25.04819277 37.95180723] ; [ 7.95180723 12.04819277],0
p11,1,0.149257,2.079832,[46 22] ; [10 10],[43.27272727 24.72727273] ; [12.72727273  7.27272727],0
b1,1,0.56064,0.338597,[29 39] ; [10 10],[30.13636364 37.86363636] ; [ 8.86363636 11.13636364],0
p6,1,0.638421,0.220813,[11 56] ; [ 4 15],[11.68604651 55.31395349] ; [ 3.31395349 15.68604651],0
