Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,4e-06,21.471356,[74  6] ; [237 119],[57.06422018 22.93577982] ; [253.93577982 102.06422018],1
s5,1,0.000158,14.27339,[45 30] ; [127 222],[30.4245283 44.5754717] ; [141.5754717 207.4245283],1
s2,1,0.000265,13.301216,[62 19] ; [196 164],[47.3877551 33.6122449] ; [210.6122449 149.3877551],1
p6,1,0.000619,11.71865,[47 33] ; [136 223],[33.34851936 46.65148064] ; [149.65148064 209.34851936],1
n4,1,0.000944,10.933393,[57 24] ; [311  52],[67.13513514 13.86486486] ; [300.86486486  62.13513514],1
s3,1,0.004818,7.946685,[61 20] ; [208 148],[49.8604119 31.1395881] ; [219.1395881 136.8604119],0
a8,1,0.01131,6.415984,[ 4 74] ; [ 52 268],[10.97487437 67.02512563] ; [ 45.02512563 274.97487437],0
n5,1,0.013695,6.077102,[56 25] ; [294  67],[64.14027149 16.85972851] ; [285.85972851  75.14027149],0
s8,1,0.01444,5.983532,[53 28] ; [181 178],[43.07727273 37.92272727] ; [190.92272727 168.07727273],0
p11,1,0.014773,5.943356,[61 20] ; [313  50],[68.22972973 12.77027027] ; [305.77027027  57.22972973],0
v3,1,0.030358,4.68889,[28 52] ; [166 177],[36.69030733 43.30969267] ; [157.30969267 185.69030733],0
s7,1,0.034806,4.45466,[52 27] ; [183 164],[43.57981221 35.42018779] ; [191.42018779 155.57981221],0
v2,1,0.06877,3.312148,[42 36] ; [227 123],[49.02336449 28.97663551] ; [219.97663551 130.02336449],0
b2,1,0.084743,2.971498,[14 33] ; [101 132],[19.30357143 27.69642857] ; [ 95.69642857 137.30357143],0
b3,1,0.084743,2.971498,[14 33] ; [101 132],[19.30357143 27.69642857] ; [ 95.69642857 137.30357143],0
n1,1,0.090214,2.87055,[ 4 15] ; [28 38],[ 7.15294118 11.84705882] ; [24.84705882 41.15294118],0
s1,1,0.120872,2.405981,[ 4 77] ; [  7 351],[ 2.02961276 78.97038724] ; [  8.97038724 349.02961276],0
v1,1,0.173629,1.851331,[42 39] ; [211 140],[47.4375 33.5625] ; [205.5625 145.4375],0
p4,1,0.196515,1.668085,[60 21] ; [240 120],[55.10204082 25.89795918] ; [244.89795918 115.10204082],0
b5,1,0.215474,1.534259,[54 27] ; [215 148],[49.07432432 31.92567568] ; [219.92567568 143.07432432],0
d3,1,0.222249,1.489793,[75  6] ; [318  44],[71.85778781  9.14221219] ; [321.14221219  40.85778781],0
a1,1,0.25422,1.299964,[ 2 79] ; [ 20 343],[ 4.01351351 76.98648649] ; [ 17.98648649 345.01351351],0
n2,1,0.27601,1.186632,[12  7] ; [50 16],[13.85882353  5.14117647] ; [48.14117647 17.85882353],0
p12,1,0.300571,1.07166,[ 6 75] ; [ 41 321],[ 8.59367946 72.40632054] ; [ 38.40632054 323.59367946],0
a4,1,0.311621,1.023792,[42 39] ; [210 152],[46.07674944 34.92325056] ; [205.92325056 156.07674944],0
u2,1,0.347793,0.881492,[7 7] ; [45 26],[8.56470588 5.43529412] ; [43.43529412 27.56470588],0
a7,1,0.355003,0.855491,[60 21] ; [286  77],[63.12162162 17.87837838] ; [282.87837838  80.12162162],0
a2,1,0.3575,0.846658,[24 57] ; [127 236],[27.5472973 53.4527027] ; [123.4527027 239.5472973],0
u4,1,0.367509,0.812071,[ 1 80] ; [ 11 352],[ 2.18918919 78.81081081] ; [  9.81081081 353.18918919],0
p3,1,0.379965,0.770815,[50 31] ; [203 157],[46.46938776 34.53061224] ; [206.53061224 153.46938776],0
p7,1,0.414992,0.664453,[58 21] ; [242 110],[54.98839907 24.01160093] ; [245.01160093 106.98839907],0
r1,1,0.427416,0.629833,[67 14] ; [311  50],[69.27149321 11.72850679] ; [308.72850679  52.27149321],0
p8,1,0.456452,0.55458,[48 30] ; [205 155],[45.05479452 32.94520548] ; [207.94520548 152.05479452],0
p1,1,0.474281,0.511984,[ 9 72] ; [ 31 330],[ 7.33031674 73.66968326] ; [ 32.66968326 328.33031674],0
p2,1,0.574742,0.314813,[69 12] ; [315  45],[70.53061224 10.46938776] ; [313.46938776  46.53061224],0
b1,1,0.575255,0.313968,[27 54] ; [133 230],[29.18918919 51.81081081] ; [130.81081081 232.18918919],0
a5,1,0.590182,0.290061,[70 11] ; [305  58],[68.41216216 12.58783784] ; [306.58783784  56.41216216],0
v4,1,0.691314,0.157666,[79  2] ; [349  12],[78.43438914  2.56561086] ; [349.56561086  11.43438914],0
a3,1,0.703166,0.145199,[67 14] ; [292  69],[65.78959276 15.21040724] ; [293.21040724  67.78959276],0
d5,1,0.760162,0.093189,[79  2] ; [354   7],[79.35067873  1.64932127] ; [353.64932127   7.35067873],0
u1,1,0.774736,0.081902,[22 59] ; [ 93 270],[20.97972973 60.02027027] ; [ 94.02027027 268.97972973],0
r4,1,0.796393,0.066574,[75  6] ; [339  24],[75.52702703  5.47297297] ; [338.47297297  24.52702703],0
b4,1,0.822709,0.050204,[48 33] ; [220 143],[48.89189189 32.10810811] ; [219.10810811 143.89189189],0
d2,1,0.84358,0.038934,[57 24] ; [258 103],[57.72624434 23.27375566] ; [257.27375566 103.72624434],0
n6,1,0.864063,0.029311,[71 10] ; [318  42],[71.44897959  9.55102041] ; [317.55102041  42.44897959],0
