Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.104355,2.637698,[19  2] ; [1 1],[18.26086957  2.73913043] ; [1.73913043 0.26086957],0
r2,1,0.202919,1.621241,[18  3] ; [1 1],[17.34782609  3.65217391] ; [1.65217391 0.34782609],0
p1,1,0.202919,1.621241,[ 3 18] ; [1 1],[ 3.65217391 17.34782609] ; [0.34782609 1.65217391],0
p2,1,0.334405,0.931765,[16  4] ; [1 1],[15.45454545  4.54545455] ; [1.54545455 0.45454545],0
p4,1,0.334405,0.931765,[16  4] ; [1 1],[15.45454545  4.54545455] ; [1.54545455 0.45454545],0
a3,1,0.420246,0.649627,[16  5] ; [1 1],[15.52173913  5.47826087] ; [1.47826087 0.52173913],0
p11,1,0.420246,0.649627,[16  5] ; [1 1],[15.52173913  5.47826087] ; [1.47826087 0.52173913],0
s6,1,0.529138,0.396046,[15  6] ; [1 1],[14.60869565  6.39130435] ; [1.39130435 0.60869565],0
s8,1,0.636302,0.223611,[ 7 14] ; [1 1],[ 7.30434783 13.69565217] ; [0.69565217 1.30434783],0
p3,1,0.741681,0.108655,[13  8] ; [1 1],[12.7826087  8.2173913] ; [1.2173913 0.7826087],0
a7,1,0.84562,0.037912,[12  9] ; [1 1],[11.86956522  9.13043478] ; [1.13043478 0.86956522],0
b1,1,0.948644,0.004149,[11 10] ; [1 1],[10.95652174 10.04347826] ; [1.04347826 0.95652174],0
s3,1,0.948644,0.004149,[10 11] ; [1 1],[10.04347826 10.95652174] ; [0.95652174 1.04347826],0
s5,1,0.948644,0.004149,[11 10] ; [1 1],[10.95652174 10.04347826] ; [1.04347826 0.95652174],0
s7,1,1.0,0.0,[10 10] ; [1 1],[10. 10.] ; [1. 1.],0
