Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,35.867609,[ 22 142] ; [54 65],[ 44.04240283 119.95759717] ; [31.95759717 87.04240283],1
d4,1,0.000278,13.213109,[115  52] ; [108  16],[127.97594502  39.02405498] ; [95.02405498 28.97594502],1
v1,1,0.000428,12.407439,[ 50 115] ; [62 60],[ 64.3902439 100.6097561] ; [47.6097561 74.3902439],1
d3,1,0.000507,12.088341,[87 78] ; [91 34],[101.27586207  63.72413793] ; [76.72413793 48.27586207],1
d5,1,0.000629,11.689367,[105  61] ; [102  23],[118.08247423  47.91752577] ; [88.91752577 36.08247423],1
d1,1,0.0022,9.374764,[ 66 101] ; [72 53],[78.92465753 88.07534247] ; [59.07534247 65.92465753],0
r3,1,0.002517,9.127948,[137  29] ; [117   7],[145.39310345  20.60689655] ; [108.60689655  15.39310345],0
r1,1,0.00465,8.010591,[100  66] ; [95 30],[111.2371134  54.7628866] ; [83.7628866 41.2371134],0
b1,1,0.01268,6.213264,[ 66 101] ; [32 93],[ 56.04794521 110.95205479] ; [41.95205479 83.04794521],0
p11,1,0.019392,5.465796,[107  60] ; [96 29],[116.09931507  50.90068493] ; [86.90068493 38.09931507],0
p2,1,0.031922,4.602687,[109  56] ; [97 28],[117.20689655  47.79310345] ; [88.79310345 36.20689655],0
n6,1,0.052762,3.751434,[115  52] ; [98 26],[122.2371134  44.7628866] ; [90.7628866 33.2371134],0
s1,1,0.054595,3.694402,[  8 156] ; [  1 119],[  5.1971831 158.8028169] ; [  3.8028169 116.1971831],0
a3,1,0.056872,3.626338,[88 76] ; [81 44],[95.90311419 68.09688581] ; [73.09688581 51.90311419],0
p4,1,0.06428,3.423352,[ 44 121] ; [45 77],[ 51.16724739 113.83275261] ; [37.83275261 84.16724739],0
p10,1,0.078394,3.097881,[98 65] ; [87 37],[105.06968641  57.93031359] ; [79.93031359 44.06968641],0
r4,1,0.097681,2.743,[124  43] ; [103  22],[129.82534247  37.17465753] ; [97.17465753 27.82534247],0
p9,1,0.118971,2.430818,[108  55] ; [92 31],[113.98601399  49.01398601] ; [86.01398601 36.98601399],0
n5,1,0.129745,2.295557,[109  57] ; [70 53],[102.816609  63.183391] ; [76.183391 46.816609],0
v4,1,0.135084,2.233086,[140  26] ; [112  12],[144.24827586  21.75172414] ; [107.75172414  16.24827586],0
a8,1,0.198719,1.651764,[ 20 139] ; [  9 107],[ 16.76727273 142.23272727] ; [ 12.23272727 103.76727273],0
p6,1,0.227199,1.458312,[ 26 139] ; [26 96],[ 29.89547038 135.10452962] ; [22.10452962 99.89547038],0
a7,1,0.242571,1.365588,[107  59] ; [88 36],[111.62068966  54.37931034] ; [83.37931034 40.62068966],0
d2,1,0.254337,1.299323,[69 97] ; [43 80],[ 64.33217993 101.66782007] ; [47.66782007 75.33217993],0
p5,1,0.272186,1.205697,[  4 161] ; [  6 119],[  5.68965517 159.31034483] ; [  4.31034483 120.68965517],0
u3,1,0.337907,0.918357,[32 46] ; [22 22],[34.52459016 43.47540984] ; [19.47540984 24.52459016],0
n3,1,0.345828,0.888707,[34 22] ; [26 11],[36.12903226 19.87096774] ; [23.87096774 13.12903226],0
p7,1,0.360532,0.83604,[67 97] ; [56 65],[70.77894737 93.22105263] ; [52.22105263 68.77894737],0
a5,1,0.361853,0.831454,[94 73] ; [77 48],[97.79794521 69.20205479] ; [73.20205479 51.79794521],0
u4,1,0.401195,0.704741,[  1 166] ; [  2 123],[  1.71575342 165.28424658] ; [  1.28424658 123.71575342],0
p12,1,0.414527,0.66578,[  5 162] ; [  6 118],[  6.31271478 160.68728522] ; [  4.68728522 119.31271478],0
s6,1,0.42787,0.628598,[68 97] ; [56 66],[71.28919861 93.71080139] ; [52.71080139 69.28919861],0
a2,1,0.465167,0.533432,[ 25 142] ; [ 15 110],[ 22.87671233 144.12328767] ; [ 17.12328767 107.87671233],0
s2,1,0.482097,0.494116,[ 39 125] ; [34 90],[ 41.56944444 122.43055556] ; [31.43055556 92.56944444],0
n2,1,0.483904,0.490051,[38 21] ; [25 10],[39.54255319 19.45744681] ; [23.45744681 11.54255319],0
b3,1,0.532139,0.390306,[30 60] ; [18 45],[28.23529412 61.76470588] ; [19.76470588 43.23529412],0
b2,1,0.532139,0.390306,[30 60] ; [18 45],[28.23529412 61.76470588] ; [19.76470588 43.23529412],0
r2,1,0.538036,0.379193,[142  23] ; [108  14],[143.728223  21.271777] ; [106.271777  15.728223],0
p1,1,0.567136,0.327499,[  9 156] ; [  5 120],[  7.96551724 157.03448276] ; [  6.03448276 118.96551724],0
n1,1,0.63316,0.2278,[19 38] ; [10 25],[17.9673913 39.0326087] ; [11.0326087 23.9673913],0
s8,1,0.641937,0.216218,[ 23 143] ; [ 15 110],[ 21.67697595 144.32302405] ; [ 16.32302405 108.67697595],0
u1,1,0.650486,0.205288,[ 13 154] ; [  8 117],[ 12.01027397 154.98972603] ; [  8.98972603 116.01027397],0
p8,1,0.65565,0.198851,[ 54 111] ; [43 79],[ 55.76655052 109.23344948] ; [41.23344948 80.76655052],0
b5,1,0.689708,0.159402,[108  59] ; [78 47],[106.37671233  60.62328767] ; [79.62328767 45.37671233],0
u2,1,0.731484,0.117754,[37 41] ; [19 24],[36.09917355 41.90082645] ; [19.90082645 23.09917355],0
s4,1,0.740683,0.109527,[ 22 142] ; [ 15 109],[ 21.06944444 142.93055556] ; [ 15.93055556 108.06944444],0
a1,1,0.821448,0.050933,[  9 158] ; [  6 119],[  8.57876712 158.42123288] ; [  6.42123288 118.57876712],0
n4,1,0.836107,0.042798,[99 68] ; [75 49],[99.8556701 67.1443299] ; [74.1443299 49.8556701],0
s3,1,0.847606,0.036931,[ 56 108] ; [40 81],[ 55.24210526 108.75789474] ; [40.75789474 80.24210526],0
a4,1,0.852014,0.034801,[ 56 108] ; [44 81],[ 56.74740484 107.25259516] ; [43.25259516 81.74740484],0
s5,1,0.863506,0.029554,[ 30 134] ; [21 99],[ 29.45070423 134.54929577] ; [21.54929577 98.45070423],0
a6,1,0.961784,0.002296,[106  61] ; [79 46],[105.80479452  61.19520548] ; [79.19520548 45.80479452],0
b4,1,0.98882,0.000196,[99 68] ; [74 51],[98.94178082 68.05821918] ; [74.05821918 50.94178082],0
