Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1e-06,24.710798,[61 84] ; [38  7],[75.55263158 69.44736842] ; [23.44736842 21.55263158],1
s8,1,3e-06,21.665754,[ 31 114] ; [26 19],[ 43.5 101.5] ; [13.5 31.5],1
s2,1,1.9e-05,18.249875,[ 45 100] ; [30 15],[57.23684211 87.76315789] ; [17.76315789 27.23684211],1
s7,1,3.3e-05,17.222786,[40 94] ; [27 14],[51.30285714 82.69714286] ; [15.69714286 25.30285714],1
p10,1,0.000124,14.724946,[57 85] ; [31 11],[67.91304348 74.08695652] ; [20.08695652 21.91304348],1
v1,1,0.002234,9.346715,[51 93] ; [27 17],[59.74468085 84.25531915] ; [18.25531915 25.74468085],0
a8,1,0.002599,9.069777,[ 10 122] ; [10 30],[ 15.34883721 116.65116279] ; [ 4.65116279 35.34883721],0
p2,1,0.003355,8.603588,[79 65] ; [35  9],[87.31914894 56.68085106] ; [26.68085106 17.31914894],0
s3,1,0.009533,6.720099,[57 85] ; [28 17],[64.54545455 77.45454545] ; [20.45454545 24.54545455],0
r2,1,0.011688,6.357574,[118  24] ; [44  1],[123.01604278  18.98395722] ; [38.98395722  6.01604278],0
d2,1,0.017503,5.645232,[60 83] ; [28 17],[66.93617021 76.06382979] ; [21.06382979 23.93617021],0
p9,1,0.018153,5.581317,[73 66] ; [32 12],[79.75409836 59.24590164] ; [25.24590164 18.75409836],0
r4,1,0.022612,5.198074,[93 52] ; [37  8],[99.21052632 45.78947368] ; [30.78947368 14.21052632],0
d4,1,0.02571,4.975421,[100  43] ; [39  6],[105.7287234  37.2712766] ; [33.2712766 11.7287234],0
n6,1,0.027919,4.833046,[87 56] ; [34  9],[93.02688172 49.97311828] ; [27.97311828 15.02688172],0
p4,1,0.028604,4.791261,[53 90] ; [24 19],[59.19892473 83.80107527] ; [17.80107527 25.19892473],0
n1,1,0.036711,4.363764,[23 34] ; [10  4],[26.49295775 30.50704225] ; [6.50704225 7.49295775],0
p3,1,0.038863,4.266861,[44 99] ; [21 23],[49.70588235 93.29411765] ; [15.29411765 28.70588235],0
p6,1,0.040676,4.189478,[ 30 112] ; [16 28],[ 35.11827957 106.88172043] ; [10.88172043 33.11827957],0
d5,1,0.046072,3.978947,[96 48] ; [37  8],[101.33333333  42.66666667] ; [31.66666667 13.33333333],0
r3,1,0.048477,3.893375,[108  36] ; [40  5],[112.76190476  31.23809524] ; [35.23809524  9.76190476],0
p12,1,0.048948,3.877147,[  2 143] ; [ 3 41],[  3.83597884 141.16402116] ; [ 1.16402116 42.83597884],0
u1,1,0.049949,3.843161,[ 18 127] ; [11 34],[ 22.13157895 122.86842105] ; [ 6.86842105 38.13157895],0
a5,1,0.053127,3.739917,[83 62] ; [33 12],[88.52631579 56.47368421] ; [27.47368421 17.52631579],0
d3,1,0.059072,3.563256,[79 64] ; [32 13],[84.43085106 58.56914894] ; [26.56914894 18.43085106],0
d1,1,0.062779,3.4624,[64 81] ; [27 18],[69.44736842 75.55263158] ; [21.55263158 23.44736842],0
v2,1,0.064267,3.423692,[52 86] ; [24 21],[57.31147541 80.68852459] ; [18.68852459 26.31147541],0
a3,1,0.068434,3.320193,[85 57] ; [33 11],[90.08602151 51.91397849] ; [27.91397849 16.08602151],0
v4,1,0.079807,3.068821,[114  29] ; [41  4],[117.89893617  25.10106383] ; [37.10106383  7.89893617],0
r1,1,0.083281,2.999679,[94 49] ; [35  9],[98.64705882 44.35294118] ; [30.35294118 13.64705882],0
b1,1,0.114725,2.487899,[74 71] ; [29 16],[78.60526316 66.39473684] ; [24.39473684 20.60526316],0
n2,1,0.126311,2.337265,[34 24] ; [12  3],[36.54794521 21.45205479] ; [9.45205479 5.54794521],0
s1,1,0.142802,2.147498,[ 13 131] ; [ 1 42],[ 10.78074866 133.21925134] ; [ 3.21925134 39.78074866],0
n4,1,0.173425,1.853084,[91 53] ; [32 11],[94.71657754 49.28342246] ; [28.28342246 14.71657754],0
p5,1,0.188244,1.731305,[  8 135] ; [ 5 39],[  9.94117647 133.05882353] ; [ 3.05882353 40.94117647],0
v3,1,0.221597,1.493998,[41 95] ; [18 27],[44.33149171 91.66850829] ; [14.66850829 30.33149171],0
p7,1,0.242742,1.3646,[60 82] ; [23 21],[63.3655914 78.6344086] ; [19.6344086 24.3655914],0
b5,1,0.28293,1.152961,[87 58] ; [31 14],[90.05263158 54.94736842] ; [27.94736842 17.05263158],0
a1,1,0.325841,0.965357,[ 13 132] ; [ 2 43],[ 11.44736842 133.55263158] ; [ 3.55263158 41.44736842],0
a6,1,0.372386,0.795686,[82 62] ; [29 16],[84.57142857 59.42857143] ; [26.42857143 18.57142857],0
a7,1,0.419275,0.652345,[93 51] ; [32 13],[95.23809524 48.76190476] ; [29.76190476 15.23809524],0
p1,1,0.430454,0.621597,[ 11 134] ; [ 5 39],[ 12.27513228 132.72486772] ; [ 3.72486772 40.27513228],0
a2,1,0.459009,0.548309,[ 31 114] ; [12 33],[ 32.81578947 112.18421053] ; [10.18421053 34.81578947],0
b4,1,0.515032,0.423831,[79 66] ; [27 18],[80.89473684 64.10526316] ; [25.10526316 19.89473684],0
b3,1,0.522346,0.409259,[29 51] ; [ 7 17],[27.69230769 52.30769231] ; [ 8.30769231 15.69230769],0
b2,1,0.522346,0.409259,[29 51] ; [ 7 17],[27.69230769 52.30769231] ; [ 8.30769231 15.69230769],0
a4,1,0.528764,0.396767,[56 87] ; [20 25],[57.80851064 85.19148936] ; [18.19148936 26.80851064],0
u2,1,0.53824,0.378811,[23 34] ; [6 6],[23.95652174 33.04347826] ; [5.04347826 6.95652174],0
n5,1,0.63943,0.219488,[92 51] ; [30 14],[93.29411765 49.70588235] ; [28.70588235 15.29411765],0
u3,1,0.661534,0.191666,[25 33] ; [6 6],[25.68571429 32.31428571] ; [5.31428571 6.68571429],0
n3,1,0.800838,0.063636,[31 24] ; [9 6],[31.42857143 23.57142857] ; [8.57142857 6.42857143],0
u4,1,0.950116,0.003914,[  3 142] ; [ 1 44],[  3.05263158 141.94736842] ; [ 0.94736842 44.05263158],0
p8,1,0.965189,0.001905,[45 98] ; [14 30],[45.11764706 97.88235294] ; [13.88235294 30.11764706],0
