Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,64.722345,[71  7] ; [ 2 24],[54.75 23.25] ; [18.25  7.75],1
v4,1,0.0,26.346741,[71  6] ; [12 14],[62.04854369 14.95145631] ; [20.95145631  5.04854369],1
r1,1,1e-06,24.242759,[66 12] ; [ 9 17],[56.25 21.75] ; [18.75  7.25],1
r2,1,1.3e-05,19.01582,[75  3] ; [16  9],[68.91262136  9.08737864] ; [22.08737864  2.91262136],1
s6,1,3.5e-05,17.141757,[48 29] ; [ 4 22],[38.87378641 38.12621359] ; [13.12621359 12.87378641],1
n6,1,9.6e-05,15.214341,[67 11] ; [12 13],[59.82524272 18.17475728] ; [19.17475728  5.82524272],1
p2,1,0.000174,14.091825,[51 27] ; [ 6 20],[42.75 35.25] ; [14.25 11.75],1
p11,1,0.000186,13.966704,[48 30] ; [ 5 21],[39.75 38.25] ; [13.25 12.75],1
d4,1,0.000346,12.800645,[59 18] ; [10 16],[51.58252427 25.41747573] ; [17.41747573  8.58252427],1
v1,1,0.000862,11.102397,[34 44] ; [ 2 24],[27. 51.] ; [ 9. 17.],1
d5,1,0.001023,10.786172,[60 18] ; [11 15],[53.25 24.75] ; [17.75  8.25],0
s2,1,0.0029,8.869075,[33 42] ; [ 3 23],[26.73267327 48.26732673] ; [ 9.26732673 16.73267327],0
d3,1,0.003039,8.783608,[50 28] ; [ 8 18],[43.5 34.5] ; [14.5 11.5],0
a7,1,0.003461,8.547009,[55 23] ; [10 16],[48.75 29.25] ; [16.25  9.75],0
u3,1,0.006588,7.382052,[18 14] ; [ 1 10],[14.13953488 17.86046512] ; [4.86046512 6.13953488],0
a1,1,0.007176,7.228369,[ 4 74] ; [ 6 20],[ 7.5 70.5] ; [ 2.5 23.5],0
p7,1,0.009213,6.781108,[41 35] ; [ 6 19],[35.36633663 40.63366337] ; [11.63366337 13.36633663],0
s8,1,0.009774,6.67567,[26 51] ; [ 2 24],[20.93203883 56.06796117] ; [ 7.06796117 18.93203883],0
s3,1,0.01475,5.946119,[42 35] ; [ 7 19],[36.63106796 40.36893204] ; [12.36893204 13.63106796],0
p10,1,0.020494,5.369281,[27 49] ; [ 3 23],[22.35294118 53.64705882] ; [ 7.64705882 18.35294118],0
p3,1,0.022437,5.211597,[27 50] ; [ 3 23],[22.42718447 54.57281553] ; [ 7.57281553 18.42718447],0
d1,1,0.02313,5.15873,[41 37] ; [ 7 19],[36. 42.] ; [12. 14.],0
p4,1,0.023517,5.129912,[35 42] ; [ 5 20],[30.19607843 46.80392157] ; [ 9.80392157 15.19607843],0
b5,1,0.053134,3.739704,[47 31] ; [10 16],[42.75 35.25] ; [14.25 11.75],0
p8,1,0.061372,3.499917,[28 50] ; [ 4 21],[24.23300971 53.76699029] ; [ 7.76699029 17.23300971],0
a6,1,0.062617,3.466667,[52 26] ; [12 14],[48. 30.] ; [16. 10.],0
u1,1,0.076297,3.142072,[14 64] ; [ 1 25],[11.25 66.75] ; [ 3.75 22.25],0
v2,1,0.095922,2.772076,[31 44] ; [ 6 20],[27.47524752 47.52475248] ; [ 9.52475248 16.47524752],0
s1,1,0.097515,2.745715,[ 4 72] ; [ 4 22],[ 5.96078431 70.03921569] ; [ 2.03921569 23.96078431],0
n2,1,0.102287,2.669519,[16  6] ; [8 9],[13.53846154  8.46153846] ; [10.46153846  6.53846154],0
n3,1,0.111126,2.538131,[14  8] ; [ 6 10],[11.57894737 10.42105263] ; [8.42105263 7.57894737],0
v3,1,0.11381,2.500498,[28 50] ; [ 5 21],[24.75 53.25] ; [ 8.25 17.75],0
s7,1,0.127566,2.321872,[27 47] ; [ 5 20],[23.91919192 50.08080808] ; [ 8.08080808 16.91919192],0
a8,1,0.133111,2.255842,[11 57] ; [ 1 23],[ 8.86956522 59.13043478] ; [ 3.13043478 20.86956522],0
a2,1,0.134529,2.239449,[16 62] ; [ 2 24],[13.5 64.5] ; [ 4.5 21.5],0
s4,1,0.171099,1.873288,[ 9 66] ; [ 6 20],[11.13861386 63.86138614] ; [ 3.86138614 22.13861386],0
