Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,1e-06,23.570528,[26 52] ; [45 15],[40.13043478 37.86956522] ; [30.86956522 29.13043478],1
p7,1,1.6e-05,18.67393,[31 42] ; [47 12],[43.13636364 29.86363636] ; [34.86363636 24.13636364],1
p1,1,0.000736,11.396933,[ 1 77] ; [10 48],[ 6.30882353 71.69117647] ; [ 4.69117647 53.30882353],1
p6,1,0.000794,11.255954,[12 65] ; [24 34],[20.53333333 56.46666667] ; [15.46666667 42.53333333],1
p8,1,0.003547,8.502252,[29 47] ; [38 22],[37.44117647 38.55882353] ; [29.55882353 30.44117647],0
b4,1,0.032867,4.552716,[42 36] ; [43 17],[48.04347826 29.95652174] ; [36.95652174 23.04347826],0
p12,1,0.044054,4.054487,[ 1 77] ; [ 5 55],[ 3.39130435 74.60869565] ; [ 2.60869565 57.39130435],0
p5,1,0.045908,3.984949,[ 1 76] ; [ 5 55],[ 3.37226277 73.62773723] ; [ 2.62773723 57.37226277],0
s5,1,0.055034,3.681053,[28 48] ; [31 27],[33.46268657 42.53731343] ; [25.53731343 32.46268657],0
s8,1,0.058197,3.588032,[29 49] ; [32 28],[34.47826087 43.52173913] ; [26.52173913 33.47826087],0
a5,1,0.122448,2.385723,[46 32] ; [43 17],[50.30434783 27.69565217] ; [38.69565217 21.30434783],0
p2,1,0.1457,2.116698,[55 23] ; [48 11],[58.64233577 19.35766423] ; [44.35766423 14.64233577],0
a6,1,0.162888,1.947207,[58 20] ; [38 22],[54.26086957 23.73913043] ; [41.73913043 18.26086957],0
d2,1,0.173466,1.852728,[25 53] ; [26 34],[28.82608696 49.17391304] ; [22.17391304 37.82608696],0
b1,1,0.196409,1.668876,[23 55] ; [24 36],[26.56521739 51.43478261] ; [20.43478261 39.56521739],0
a1,1,0.241384,1.372494,[ 2 76] ; [ 4 56],[ 3.39130435 74.60869565] ; [ 2.60869565 57.39130435],0
n5,1,0.264123,1.247019,[31 47] ; [18 41],[27.89781022 50.10218978] ; [21.10218978 37.89781022],0
s3,1,0.265595,1.239357,[54 23] ; [36 23],[50.95588235 26.04411765] ; [39.04411765 19.95588235],0
u2,1,0.272345,1.204896,[17 16] ; [14  7],[18.94444444 14.05555556] ; [12.05555556  8.94444444],0
