Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.015749,5.830702,[18  1] ; [2 2],[16.52173913  2.47826087] ; [3.47826087 0.52173913],0
s6,1,0.03307,4.542176,[15  4] ; [1 3],[13.2173913  5.7826087] ; [2.7826087 1.2173913],0
a4,1,0.063155,3.452522,[ 5 14] ; [3 1],[ 6.60869565 12.39130435] ; [1.39130435 2.60869565],0
b5,1,0.105817,2.615602,[13  6] ; [1 3],[11.56521739  7.43478261] ; [2.43478261 1.56521739],0
v1,1,0.105817,2.615602,[13  6] ; [1 3],[11.56521739  7.43478261] ; [2.43478261 1.56521739],0
r1,1,0.131636,2.273099,[16  3] ; [2 2],[14.86956522  4.13043478] ; [3.13043478 0.86956522],0
a2,1,0.202919,1.621241,[ 1 18] ; [1 3],[ 1.65217391 17.34782609] ; [0.34782609 3.65217391],0
a3,1,0.230785,1.436017,[15  4] ; [2 2],[14.04347826  4.95652174] ; [2.95652174 1.04347826],0
s7,1,0.268925,1.222222,[10  8] ; [1 3],[9. 9.] ; [2. 2.],0
p7,1,0.268925,1.222222,[10  8] ; [1 3],[9. 9.] ; [2. 2.],0
b1,1,0.314648,1.011065,[ 9 10] ; [3 1],[9.91304348 9.08695652] ; [2.08695652 1.91304348],0
b4,1,0.412086,0.672773,[10  9] ; [3 1],[10.73913043  8.26086957] ; [2.26086957 1.73913043],0
u2,1,0.540291,0.375,[1 3] ; [1 1],[1.33333333 2.66666667] ; [0.66666667 1.33333333],0
u3,1,0.540291,0.375,[3 1] ; [1 1],[2.66666667 1.33333333] ; [1.33333333 0.66666667],0
p3,1,0.624073,0.240184,[12  7] ; [2 2],[11.56521739  7.43478261] ; [2.43478261 1.56521739],0
p2,1,0.637144,0.222497,[15  4] ; [2 1],[14.68181818  4.31818182] ; [2.31818182 0.68181818],0
d2,1,0.651291,0.204276,[12  7] ; [3 1],[12.39130435  6.60869565] ; [2.60869565 1.39130435],0
a5,1,0.651291,0.204276,[12  7] ; [3 1],[12.39130435  6.60869565] ; [2.60869565 1.39130435],0
s2,1,0.651291,0.204276,[ 7 12] ; [1 3],[ 6.60869565 12.39130435] ; [1.39130435 2.60869565],0
s8,1,0.651291,0.204276,[ 7 12] ; [1 3],[ 6.60869565 12.39130435] ; [1.39130435 2.60869565],0
p1,1,0.658691,0.195118,[ 3 16] ; [1 3],[ 3.30434783 15.69565217] ; [0.69565217 3.30434783],0
n4,1,0.658691,0.195118,[16  3] ; [3 1],[15.69565217  3.30434783] ; [3.30434783 0.69565217],0
n6,1,0.658691,0.195118,[16  3] ; [3 1],[15.69565217  3.30434783] ; [3.30434783 0.69565217],0
n5,1,0.658691,0.195118,[16  3] ; [3 1],[15.69565217  3.30434783] ; [3.30434783 0.69565217],0
r2,1,0.658691,0.195118,[16  3] ; [3 1],[15.69565217  3.30434783] ; [3.30434783 0.69565217],0
a7,1,0.772205,0.083806,[11  8] ; [2 2],[10.73913043  8.26086957] ; [2.26086957 1.73913043],0
p4,1,0.904552,0.014379,[14  4] ; [3 1],[13.90909091  4.09090909] ; [3.09090909 0.90909091],0
s5,1,0.923708,0.009171,[10  9] ; [2 2],[9.91304348 9.08695652] ; [2.08695652 1.91304348],0
s3,1,0.923708,0.009171,[ 9 10] ; [2 2],[9.08695652 9.91304348] ; [1.91304348 2.08695652],0
p11,1,0.956561,0.002967,[14  5] ; [3 1],[14.04347826  4.95652174] ; [2.95652174 1.04347826],0
