Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,48.619793,[180 221] ; [131  40],[218.02622378 182.97377622] ; [92.97377622 78.02622378],1
p7,1,0.0,47.091053,[196 202] ; [135  33],[232.75265018 165.24734982] ; [98.24734982 69.75265018],1
p8,1,0.0,32.036488,[159 241] ; [111  58],[189.80667838 210.19332162] ; [80.19332162 88.80667838],1
p3,1,0.0,27.197585,[145 257] ; [102  69],[173.28795812 228.71204188] ; [73.71204188 97.28795812],1
s8,1,0.00016,14.253926,[124 278] ; [81 90],[143.82198953 258.17801047] ; [ 61.17801047 109.82198953],1
p2,1,0.000468,12.237827,[312  90] ; [154  17],[326.93193717  75.06806283] ; [139.06806283  31.93193717],1
n4,1,0.001881,9.662393,[284 118] ; [142  29],[298.86910995 103.13089005] ; [127.13089005  43.86910995],0
p5,1,0.002395,9.219471,[ 13 386] ; [ 16 155],[ 20.3 378.7] ; [  8.7 162.3],0
p12,1,0.002751,8.965876,[ 12 388] ; [ 15 155],[ 18.94736842 381.05263158] ; [  8.05263158 161.94736842],0
s7,1,0.003789,8.382486,[135 248] ; [79 84],[150.11355311 232.88644689] ; [63.88644689 99.11355311],0
b3,1,0.004573,8.041014,[ 66 167] ; [47 60],[ 77.43823529 155.56176471] ; [35.56176471 71.43823529],0
b2,1,0.004573,8.041014,[ 66 167] ; [47 60],[ 77.43823529 155.56176471] ; [35.56176471 71.43823529],0
v1,1,0.00612,7.514582,[172 217] ; [95 72],[186.80395683 202.19604317] ; [80.19604317 86.80395683],0
s6,1,0.007908,7.054295,[213 187] ; [111  59],[227.36842105 172.63157895] ; [96.63157895 73.36842105],0
p9,1,0.008876,6.847561,[305  92] ; [147  23],[316.47971781  80.52028219] ; [135.52028219  34.47971781],0
n6,1,0.009477,6.73059,[315  87] ; [149  21],[326.0979021  75.9020979] ; [137.9020979  32.0979021],0
n5,1,0.011771,6.344981,[273 127] ; [133  36],[285.41300527 114.58699473] ; [120.58699473  48.41300527],0
p1,1,0.012741,6.204748,[ 18 383] ; [ 17 154],[ 24.53671329 376.46328671] ; [ 10.46328671 160.53671329],0
d2,1,0.023906,5.101413,[168 234] ; [89 82],[180.30366492 221.69633508] ; [76.69633508 94.30366492],0
d1,1,0.032926,4.549649,[206 197] ; [104  67],[217.64808362 185.35191638] ; [92.35191638 78.64808362],0
r2,1,0.055879,3.655658,[364  35] ; [161   7],[369.44444444  29.55555556] ; [155.55555556  12.44444444],0
n2,1,0.071953,3.237886,[76 27] ; [17 13],[72.02255639 30.97744361] ; [20.97744361  9.02255639],0
v2,1,0.085326,2.960424,[196 184] ; [100  68],[205.25547445 174.74452555] ; [90.74452555 77.25547445],0
b1,1,0.103136,2.656363,[143 260] ; [73 98],[151.65156794 251.34843206] ; [ 64.34843206 106.65156794],0
a4,1,0.115675,2.47492,[156 246] ; [78 92],[164.45454545 237.54545455] ; [ 69.54545455 100.45454545],0
d4,1,0.123076,2.377732,[310  91] ; [142  29],[316.87412587  84.12587413] ; [135.12587413  35.87412587],0
s2,1,0.124585,2.358716,[149 251] ; [75 95],[157.19298246 242.80701754] ; [ 66.80701754 103.19298246],0
u1,1,0.168915,1.892549,[ 55 348] ; [ 31 140],[ 60.37979094 342.62020906] ; [ 25.62020906 145.37979094],0
r4,1,0.169001,1.891784,[357  46] ; [158  13],[361.57665505  41.42334495] ; [153.42334495  17.57665505],0
a1,1,0.182246,1.779211,[ 12 391] ; [  9 162],[ 14.74390244 388.25609756] ; [  6.25609756 164.74390244],0
u4,1,0.191936,1.702691,[  7 396] ; [  6 165],[  9.1271777 393.8728223] ; [  3.8728223 167.1271777],0
r1,1,0.235391,1.407984,[308  93] ; [139  32],[313.36888112  87.63111888] ; [133.63111888  37.36888112],0
