Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,71.662692,[111  29] ; [40 99],[75.77060932 64.22939068] ; [75.22939068 63.77060932],1
s2,1,0.0,36.502401,[103  42] ; [53 95],[77.20136519 67.79863481] ; [78.79863481 69.20136519],1
s6,1,5e-06,20.811605,[114  31] ; [76 67],[95.65972222 49.34027778] ; [94.34027778 48.65972222],1
s3,1,1.3e-05,19.029267,[100  43] ; [64 80],[81.71428571 61.28571429] ; [82.28571429 61.71428571],1
s5,1,4.2e-05,16.763234,[58 83] ; [ 28 119],[42.10416667 98.89583333] ; [ 43.89583333 103.10416667],1
d1,1,0.000792,11.26087,[106  42] ; [78 70],[92. 56.] ; [92. 56.],1
p9,1,0.000826,11.181759,[132  14] ; [109  35],[121.33103448  24.66896552] ; [119.66896552  24.33103448],1
d5,1,0.001591,9.970372,[131  16] ; [111  37],[120.58983051  26.41016949] ; [121.41016949  26.58983051],0
n6,1,0.004876,7.92487,[134  12] ; [119  29],[125.63945578  20.36054422] ; [127.36054422  20.63945578],0
p10,1,0.006664,7.361345,[128  18] ; [110  36],[119.  27.] ; [119.  27.],0
a3,1,0.007195,7.223587,[120  27] ; [100  47],[110.  37.] ; [110.  37.],0
a5,1,0.007261,7.207207,[121  27] ; [101  47],[111.  37.] ; [111.  37.],0
n4,1,0.009175,6.788361,[130  18] ; [112  35],[121.41016949  26.58983051] ; [120.58983051  26.41016949],0
b2,1,0.010964,6.471113,[46 54] ; [22 58],[37.77777778 62.22222222] ; [30.22222222 49.77777778],0
b3,1,0.010964,6.471113,[46 54] ; [22 58],[37.77777778 62.22222222] ; [30.22222222 49.77777778],0
p6,1,0.01139,6.40337,[59 87] ; [ 38 106],[48.83448276 97.16551724] ; [48.16551724 95.83448276],0
d4,1,0.011581,6.373984,[131  16] ; [115  32],[123.  24.] ; [123.  24.],0
d2,1,0.014414,5.986672,[88 60] ; [66 80],[77.52380952 70.47619048] ; [76.47619048 69.52380952],0
r4,1,0.031498,4.625597,[139   9] ; [128  20],[133.5  14.5] ; [133.5  14.5],0
u1,1,0.040356,4.20284,[ 36 112] ; [ 22 126],[ 29. 119.] ; [ 29. 119.],0
p3,1,0.041654,4.149216,[85 63] ; [67 80],[76.25762712 71.74237288] ; [75.74237288 71.25762712],0
n5,1,0.045335,4.006118,[123  24] ; [109  38],[116.  31.] ; [116.  31.],0
a7,1,0.051956,3.777194,[98 49] ; [113  34],[105.5  41.5] ; [105.5  41.5],0
p2,1,0.066613,3.36456,[127  21] ; [114  33],[120.90847458  27.09152542] ; [120.09152542  26.90847458],0
p11,1,0.067961,3.331602,[122  26] ; [109  39],[115.5  32.5] ; [115.5  32.5],0
