Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,1e-06,24.210545,[58 40] ; [20 66],[41.54347826 56.45652174] ; [36.45652174 49.54347826],1
a8,1,0.759732,0.093533,[11 84] ; [ 8 71],[10.37356322 84.62643678] ; [ 8.62643678 70.37356322],0
u2,1,0.869719,0.026901,[11 14] ; [23 27],[11.33333333 13.66666667] ; [22.66666667 27.33333333],0
s1,1,0.880778,0.022495,[ 3 94] ; [ 3 83],[ 3.18032787 93.81967213] ; [ 2.81967213 83.18032787],0
n6,1,0.89258,0.018236,[79 19] ; [70 16],[79.35869565 18.64130435] ; [69.64130435 16.35869565],0
p8,1,0.913225,0.011875,[41 54] ; [36 49],[40.63888889 54.36111111] ; [36.36111111 48.63888889],0
n3,1,0.932863,0.007097,[27 10] ; [18  7],[26.85483871 10.14516129] ; [18.14516129  6.85483871],0
v4,1,0.944056,0.004924,[86 12] ; [74 10],[86.15384615 11.84615385] ; [73.84615385 10.15384615],0
p7,1,0.95224,0.003587,[51 45] ; [45 39],[51.2 44.8] ; [44.8 39.2],0
v3,1,0.95618,0.003019,[28 66] ; [25 60],[27.83240223 66.16759777] ; [25.16759777 59.83240223],0
a7,1,0.994695,4.4e-05,[60 38] ; [52 33],[59.97814208 38.02185792] ; [52.02185792 32.97814208],0
