Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,70.109237,[138  17] ; [29 50],[110.61965812  44.38034188] ; [56.38034188 22.61965812],1
d5,1,0.0,68.629397,[151   3] ; [44 35],[128.88412017  25.11587983] ; [66.11587983 12.88412017],1
d4,1,0.0,64.005231,[151   2] ; [47 32],[130.57758621  22.42241379] ; [67.42241379 11.57758621],1
d2,1,0.0,63.418387,[113  40] ; [15 64],[84.4137931 68.5862069] ; [43.5862069 35.4137931],1
a2,1,0.0,32.100324,[63 93] ; [ 4 75],[ 44.47659574 111.52340426] ; [22.52340426 56.47659574],1
a3,1,0.0,25.334672,[139  16] ; [49 30],[124.52991453  30.47008547] ; [63.47008547 15.52991453],1
a5,1,1e-06,25.030959,[142  14] ; [51 28],[128.11914894  27.88085106] ; [64.88085106 14.11914894],1
a4,1,1e-06,24.784173,[99 57] ; [23 56],[80.98723404 75.01276596] ; [41.01276596 37.98723404],1
u1,1,3e-06,21.581833,[ 50 106] ; [ 4 75],[ 35.84680851 120.15319149] ; [18.15319149 60.84680851],1
v1,1,0.003065,8.768275,[110  45] ; [40 38],[99.78540773 55.21459227] ; [50.21459227 27.78540773],0
p4,1,0.00367,8.440522,[119  35] ; [46 32],[109.52586207  44.47413793] ; [55.47413793 22.52586207],0
a6,1,0.012128,6.292111,[111  43] ; [44 35],[102.44635193  51.55364807] ; [52.55364807 26.44635193],0
s8,1,0.016737,5.72376,[102  52] ; [39 39],[93.59482759 60.40517241] ; [47.40517241 30.59482759],0
p10,1,0.02021,5.393651,[145  11] ; [64 13],[139.93133047  16.06866953] ; [69.06866953  7.93133047],0
p11,1,0.034036,4.492889,[134  22] ; [59 20],[128.11914894  27.88085106] ; [64.88085106 14.11914894],0
p3,1,0.049512,3.857918,[101  54] ; [41 38],[94.05982906 60.94017094] ; [47.94017094 31.05982906],0
s3,1,0.069873,3.285997,[113  39] ; [49 29],[107.06086957  44.93913043] ; [54.93913043 23.06086957],0
r2,1,0.080276,3.059308,[152   3] ; [74  5],[149.7008547   5.2991453] ; [76.2991453  2.7008547],0
v2,1,0.0871,2.927176,[97 54] ; [41 37],[90.99563319 60.00436681] ; [47.00436681 30.99563319],0
a7,1,0.114819,2.486603,[110  45] ; [48 31],[104.65811966  50.34188034] ; [53.34188034 25.65811966],0
a8,1,0.139314,2.185523,[ 17 122] ; [15 61],[ 20.68837209 118.31162791] ; [11.31162791 64.68837209],0
v3,1,0.142605,2.149623,[77 75] ; [32 47],[71.72294372 80.27705628] ; [37.27705628 41.72294372],0
u3,1,0.174563,1.843318,[13  4] ; [17 13],[10.85106383  6.14893617] ; [19.14893617 10.85106383],0
s1,1,0.177852,1.815485,[  3 150] ; [ 4 73],[  4.65652174 148.34347826] ; [ 2.34347826 74.65652174],0
n6,1,0.185122,1.756021,[148   7] ; [72  7],[145.72649573   9.27350427] ; [74.27350427  4.72649573],0
r3,1,0.189476,1.721688,[147   7] ; [72  7],[144.74678112   9.25321888] ; [74.25321888  4.74678112],0
