Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.000468,12.237366,[ 2 11] ; [27 11],[7.39215686 5.60784314] ; [21.60784314 16.39215686],1
s3,1,0.014381,5.990783,[4 9] ; [27 12],[7.75 5.25] ; [23.25 15.75],0
s2,1,0.030512,4.68019,[4 9] ; [26 14],[7.35849057 5.64150943] ; [22.64150943 17.35849057],0
d2,1,0.041548,4.15352,[8 5] ; [12 28],[4.90566038 8.09433962] ; [15.09433962 24.90566038],0
p2,1,0.047276,3.935551,[7 5] ; [34  6],[9.46153846 2.53846154] ; [31.53846154  8.46153846],0
p6,1,0.071069,3.258145,[ 1 12] ; [13 26],[3.5 9.5] ; [10.5 28.5],0
a4,1,0.100018,2.705253,[6 7] ; [ 9 31],[3.67924528 9.32075472] ; [11.32075472 28.67924528],0
p8,1,0.124509,2.359664,[ 2 11] ; [15 24],[4.25 8.75] ; [12.75 26.25],0
p7,1,0.137396,2.206884,[4 7] ; [24 15],[6.16 4.84] ; [21.84 17.16],0
p11,1,0.148925,2.083225,[7 6] ; [30 10],[9.0754717 3.9245283] ; [27.9245283 12.0754717],0
p4,1,0.172715,1.859223,[4 9] ; [21 19],[6.13207547 6.86792453] ; [18.86792453 21.13207547],0
d4,1,0.178942,1.806391,[8 5] ; [32  8],[9.81132075 3.18867925] ; [30.18867925  9.81132075],0
p5,1,0.183451,1.769444,[ 2 10] ; [ 2 38],[ 0.92307692 11.07692308] ; [ 3.07692308 36.92307692],0
s8,1,0.209435,1.575329,[ 3 10] ; [17 23],[4.90566038 8.09433962] ; [15.09433962 24.90566038],0
p9,1,0.210646,1.566984,[7 6] ; [29 11],[8.83018868 4.16981132] ; [27.16981132 12.83018868],0
p10,1,0.210682,1.566733,[6 7] ; [25 13],[7.90196078 5.09803922] ; [23.09803922 14.90196078],0
a2,1,0.21817,1.516366,[ 2 11] ; [ 2 38],[ 0.98113208 12.01886792] ; [ 3.01886792 36.98113208],0
a1,1,0.21817,1.516366,[ 2 11] ; [ 2 38],[ 0.98113208 12.01886792] ; [ 3.01886792 36.98113208],0
b1,1,0.232243,1.427069,[8 5] ; [17 23],[6.13207547 6.86792453] ; [18.86792453 21.13207547],0
a7,1,0.232243,1.427069,[5 8] ; [23 17],[6.86792453 6.13207547] ; [21.13207547 18.86792453],0
d5,1,0.256789,1.285985,[8 5] ; [31  9],[9.56603774 3.43396226] ; [29.43396226 10.56603774],0
v3,1,0.256789,1.285985,[5 8] ; [ 9 31],[3.43396226 9.56603774] ; [10.56603774 29.43396226],0
p3,1,0.274449,1.194375,[3 9] ; [17 23],[4.61538462 7.38461538] ; [15.38461538 24.61538462],0
r2,1,0.296892,1.0881,[6 7] ; [22 13],[7.58333333 5.41666667] ; [20.41666667 14.58333333],0
n3,1,0.323727,0.97383,[3 4] ; [11  6],[4.08333333 2.91666667] ; [9.91666667 7.08333333],0
n1,1,0.343709,0.896547,[3 4] ; [ 4 13],[2.04166667 4.95833333] ; [ 4.95833333 12.04166667],0
r1,1,0.34925,0.876181,[5 8] ; [10 30],[3.67924528 9.32075472] ; [11.32075472 28.67924528],0
u2,1,0.368688,0.808081,[3 1] ; [8 8],[2.2 1.8] ; [8.8 7.2],0
d3,1,0.372488,0.795347,[7 6] ; [27 13],[8.33962264 4.66037736] ; [25.66037736 14.33962264],0
a6,1,0.381534,0.765753,[6 7] ; [24 16],[7.35849057 5.64150943] ; [22.64150943 17.35849057],0
s1,1,0.393386,0.72845,[ 1 12] ; [ 1 39],[ 0.49056604 12.50943396] ; [ 1.50943396 38.49056604],0
a3,1,0.452505,0.564369,[9 4] ; [23 17],[7.8490566 5.1509434] ; [24.1509434 15.8490566],0
d1,1,0.452505,0.564369,[4 9] ; [17 23],[5.1509434 7.8490566] ; [15.8490566 24.1509434],0
n2,1,0.525358,0.403361,[4 3] ; [12  5],[4.66666667 2.33333333] ; [11.33333333  5.66666667],0
b4,1,0.569519,0.323489,[8 5] ; [21 19],[7.11320755 5.88679245] ; [21.88679245 18.11320755],0
n5,1,0.617919,0.248804,[9 4] ; [24 15],[8.25 4.75] ; [24.75 14.25],0
n4,1,0.660205,0.193275,[9 4] ; [25 15],[8.33962264 4.66037736] ; [25.66037736 14.33962264],0
v1,1,0.686737,0.162641,[7 6] ; [18 20],[6.37254902 6.62745098] ; [18.62745098 19.37254902],0
b5,1,0.693359,0.155473,[8 5] ; [27 13],[8.58490566 4.41509434] ; [26.41509434 13.58490566],0
v4,1,0.756117,0.096463,[9 4] ; [28 10],[9.43137255 3.56862745] ; [27.56862745 10.43137255],0
a5,1,0.797393,0.065906,[8 5] ; [23 17],[7.60377358 5.39622642] ; [23.39622642 16.60377358],0
s4,1,0.820171,0.051677,[4 9] ; [11 29],[3.67924528 9.32075472] ; [11.32075472 28.67924528],0
n6,1,0.821127,0.051119,[8 5] ; [26 14],[8.33962264 4.66037736] ; [25.66037736 14.33962264],0
u3,1,0.822187,0.050505,[2 2] ; [7 9],[1.8 2.2] ; [7.2 8.8],0
s7,1,0.872687,0.025679,[6 7] ; [19 20],[6.25 6.75] ; [18.75 20.25],0
b3,1,0.88757,0.019988,[2 7] ; [ 5 20],[1.85294118 7.14705882] ; [ 5.14705882 19.85294118],0
b2,1,0.88757,0.019988,[2 7] ; [ 5 20],[1.85294118 7.14705882] ; [ 5.14705882 19.85294118],0
s5,1,0.94391,0.00495,[4 9] ; [11 26],[3.9 9.1] ; [11.1 25.9],0
