Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,51.23313,[125   8] ; [2 8],[118.11888112  14.88111888] ; [8.88111888 1.11888112],1
v4,1,0.0,28.46131,[130   3] ; [6 4],[126.48951049   6.51048951] ; [9.51048951 0.48951049],1
p2,1,0.0,27.467861,[111  21] ; [1 8],[104.85106383  27.14893617] ; [7.14893617 1.85106383],1
v2,1,0.000359,12.735829,[103  26] ; [3 7],[98.37410072 30.62589928] ; [7.62589928 2.37410072],1
a7,1,0.000762,11.331426,[103  29] ; [3 7],[98.53521127 33.46478873] ; [7.46478873 2.53521127],1
s1,1,0.000774,11.302779,[  2 127] ; [2 8],[  3.71223022 125.28776978] ; [0.28776978 9.71223022],1
a1,1,0.00137,10.245578,[  6 127] ; [3 7],[  8.37062937 124.62937063] ; [0.62937063 9.37062937],0
p10,1,0.003699,8.425926,[104  26] ; [4 6],[100.28571429  29.71428571] ; [7.71428571 2.28571429],0
d4,1,0.011949,6.318399,[110  23] ; [5 5],[106.95804196  26.04195804] ; [8.04195804 1.95804196],0
p9,1,0.013182,6.144538,[108  23] ; [5 5],[104.9858156  26.0141844] ; [8.0141844 1.9858156],0
r1,1,0.029764,4.722866,[106  27] ; [5 5],[103.23776224  29.76223776] ; [7.76223776 2.23776224],0
a6,1,0.043949,4.058505,[94 39] ; [4 6],[91.14685315 41.85314685] ; [6.85314685 3.14685315],0
p4,1,0.045368,4.004892,[73 56] ; [2 7],[70.10869565 58.89130435] ; [4.89130435 4.10869565],0
p7,1,0.049305,3.864951,[79 52] ; [2 6],[76.3381295 54.6618705] ; [4.6618705 3.3381295],0
d1,1,0.069864,3.286202,[79 54] ; [3 7],[76.26573427 56.73426573] ; [5.73426573 4.26573427],0
n6,1,0.091542,2.847044,[109  24] ; [6 4],[106.95804196  26.04195804] ; [8.04195804 1.95804196],0
s2,1,0.126257,2.337931,[44 88] ; [1 9],[41.83098592 90.16901408] ; [3.16901408 6.83098592],0
a3,1,0.129553,2.297855,[89 44] ; [9 1],[91.14685315 41.85314685] ; [6.85314685 3.14685315],0
b5,1,0.132555,2.262324,[85 48] ; [4 6],[82.77622378 50.22377622] ; [6.22377622 3.77622378],0
p3,1,0.16132,1.961811,[61 71] ; [2 7],[58.9787234 73.0212766] ; [4.0212766 4.9787234],0
d5,1,0.165608,1.922262,[105  28] ; [6 4],[103.23776224  29.76223776] ; [7.76223776 2.23776224],0
p1,1,0.169798,1.884725,[ 10 123] ; [2 8],[ 11.16083916 121.83916084] ; [0.83916084 9.16083916],0
v1,1,0.190671,1.712426,[80 51] ; [4 6],[78.04255319 52.95744681] ; [5.95744681 4.04255319],0
s6,1,0.197245,1.662659,[66 63] ; [3 7],[64.03597122 64.96402878] ; [4.96402878 5.03597122],0
b1,1,0.210661,1.566878,[41 92] ; [5 5],[42.78321678 90.21678322] ; [3.21678322 6.78321678],0
d3,1,0.253824,1.302133,[90 43] ; [5 5],[88.35664336 44.64335664] ; [6.64335664 3.35664336],0
p6,1,0.255623,1.292308,[34 96] ; [1 9],[32.5 97.5] ; [2.5 7.5],0
r2,1,0.292286,1.109063,[127   5] ; [8 1],[126.38297872   5.61702128] ; [8.61702128 0.38297872],0
s8,1,0.330146,0.948327,[ 31 102] ; [1 9],[ 29.76223776 103.23776224] ; [2.23776224 7.76223776],0
s5,1,0.350049,0.873281,[29 99] ; [1 9],[ 27.82608696 100.17391304] ; [2.17391304 7.82608696],0
a2,1,0.352719,0.86365,[ 30 103] ; [1 9],[ 28.83216783 104.16783217] ; [2.16783217 7.83216783],0
a5,1,0.411407,0.674731,[96 37] ; [6 4],[94.86713287 38.13286713] ; [7.13286713 2.86713287],0
p8,1,0.425042,0.636334,[69 61] ; [4 6],[67.78571429 62.21428571] ; [5.21428571 4.78571429],0
a4,1,0.453316,0.562348,[56 77] ; [3 7],[54.87412587 78.12587413] ; [4.12587413 5.87412587],0
n3,1,0.499405,0.4562,[21  8] ; [1 1],[20.58064516  8.41935484] ; [1.41935484 0.58064516],0
n5,1,0.551415,0.354789,[94 38] ; [8 2],[94.81690141 37.18309859] ; [7.18309859 2.81690141],0
b4,1,0.655068,0.19957,[89 44] ; [6 4],[88.35664336 44.64335664] ; [6.64335664 3.35664336],0
n4,1,0.683767,0.165917,[100  32] ; [7 3],[99.46478873 32.53521127] ; [7.53521127 2.46478873],0
n1,1,0.724263,0.124444,[ 6 19] ; [1 2],[ 6.25 18.75] ; [0.75 2.25],0
n2,1,0.753905,0.098279,[21  7] ; [2 1],[20.77419355  7.22580645] ; [2.22580645 0.77419355],0
d2,1,0.926358,0.008543,[64 68] ; [5 5],[64.14084507 67.85915493] ; [4.85915493 5.14084507],0
s4,1,0.935629,0.006523,[ 12 118] ; [1 9],[ 12.07142857 117.92857143] ; [0.92857143 9.07142857],0
b3,1,0.947314,0.004367,[26 49] ; [2 4],[25.92592593 49.07407407] ; [2.07407407 3.92592593],0
b2,1,0.947314,0.004367,[26 49] ; [2 4],[25.92592593 49.07407407] ; [2.07407407 3.92592593],0
