Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,6.3e-05,16.009807,[34 18] ; [27 61],[22.65714286 29.34285714] ; [38.34285714 49.65714286],1
a5,1,0.001957,9.589391,[36 16] ; [39 53],[27.08333333 24.91666667] ; [47.91666667 44.08333333],0
v3,1,0.007551,7.136879,[19 32] ; [15 73],[12.47482014 38.52517986] ; [21.52517986 66.47482014],0
p3,1,0.011176,6.437176,[22 29] ; [21 71],[15.33566434 35.66433566] ; [27.66433566 64.33566434],0
s6,1,0.018663,5.532792,[24 26] ; [26 66],[17.6056338 32.3943662] ; [32.3943662 59.6056338],0
a2,1,0.019758,5.43311,[10 42] ; [ 6 86],[ 5.77777778 46.22222222] ; [10.22222222 81.77777778],0
p9,1,0.021493,5.286378,[41 11] ; [54 36],[34.78873239 17.21126761] ; [60.21126761 29.78873239],0
r1,1,0.037055,4.347898,[40 12] ; [55 37],[34.30555556 17.69444444] ; [60.69444444 31.30555556],0
a4,1,0.038031,4.30362,[21 31] ; [22 70],[15.52777778 36.47222222] ; [27.47222222 64.52777778],0
p2,1,0.049403,3.861599,[41 11] ; [58 34],[35.75 16.25] ; [63.25 28.75],0
n1,1,0.049422,3.86095,[ 1 15] ; [13 29],[ 3.86206897 12.13793103] ; [10.13793103 31.86206897],0
s7,1,0.051957,3.777142,[15 37] ; [13 73],[10.55072464 41.44927536] ; [17.44927536 68.55072464],0
p7,1,0.061532,3.495601,[31 21] ; [39 51],[25.63380282 26.36619718] ; [44.36619718 45.63380282],0
p10,1,0.093261,2.817159,[36 16] ; [50 41],[31.27272727 20.72727273] ; [54.72727273 36.27272727],0
a3,1,0.100538,2.69699,[35 17] ; [49 43],[30.33333333 21.66666667] ; [53.66666667 38.33333333],0
d4,1,0.132935,2.257895,[42 10] ; [63 28],[38.18181818 13.81818182] ; [66.81818182 24.18181818],0
s5,1,0.160736,1.967285,[ 5 46] ; [17 74],[ 7.90140845 43.09859155] ; [14.09859155 76.90140845],0
n5,1,0.163949,1.937419,[22 30] ; [28 63],[18.18181818 33.81818182] ; [31.81818182 59.18181818],0
p11,1,0.172395,1.861993,[37 15] ; [55 37],[33.22222222 18.77777778] ; [58.77777778 33.22222222],0
s4,1,0.204124,1.612623,[ 5 47] ; [16 76],[ 7.58333333 44.41666667] ; [13.41666667 78.58333333],0
u1,1,0.209737,1.573244,[ 5 47] ; [ 4 88],[ 3.25 48.75] ; [ 5.75 86.25],0
p8,1,0.210587,1.567386,[25 27] ; [34 57],[21.45454545 30.54545455] ; [37.54545455 53.45454545],0
b2,1,0.232315,1.42663,[ 9 15] ; [11 35],[ 6.85714286 17.14285714] ; [13.14285714 32.85714286],0
b3,1,0.232315,1.42663,[ 9 15] ; [11 35],[ 6.85714286 17.14285714] ; [13.14285714 32.85714286],0
b4,1,0.235064,1.409956,[33 19] ; [49 43],[29.61111111 22.38888889] ; [52.38888889 39.61111111],0
r2,1,0.303616,1.058243,[44  7] ; [73 19],[41.72727273  9.27272727] ; [75.27272727 16.72727273],0
u2,1,0.342013,0.902873,[11  6] ; [22 21],[9.35 7.65] ; [23.65 19.35],0
r4,1,0.343715,0.896527,[40 12] ; [64 28],[37.55555556 14.44444444] ; [66.44444444 25.55555556],0
n2,1,0.381626,0.765456,[11  5] ; [23 18],[9.54385965 6.45614035] ; [24.45614035 16.54385965],0
a6,1,0.388733,0.742901,[31 21] ; [48 44],[28.52777778 23.47222222] ; [50.47222222 41.52777778],0
d5,1,0.465548,0.532523,[37 15] ; [60 32],[35.02777778 16.97222222] ; [61.97222222 30.02777778],0
u3,1,0.485474,0.486542,[10  7] ; [21 22],[8.78333333 8.21666667] ; [22.21666667 20.78333333],0
a7,1,0.548846,0.359388,[37 15] ; [61 31],[35.38888889 16.61111111] ; [62.61111111 29.38888889],0
b5,1,0.557527,0.344004,[32 20] ; [52 40],[30.33333333 21.66666667] ; [53.66666667 38.33333333],0
s3,1,0.577048,0.311031,[12 39] ; [18 74],[10.6993007 40.3006993] ; [19.3006993 72.6993007],0
n6,1,0.590886,0.288963,[34 18] ; [56 36],[32.5 19.5] ; [57.5 34.5],0
s8,1,0.662504,0.190496,[ 8 43] ; [12 80],[ 7.13286713 43.86713287] ; [12.86713287 79.13286713],0
v4,1,0.672043,0.179221,[45  6] ; [78 13],[44.17605634  6.82394366] ; [78.82394366 12.17605634],0
p12,1,0.680486,0.169579,[ 1 51] ; [ 1 91],[ 0.72222222 51.27777778] ; [ 1.27777778 90.72222222],0
s1,1,0.703229,0.145134,[ 3 49] ; [ 4 88],[ 2.52777778 49.47222222] ; [ 4.47222222 87.52777778],0
d2,1,0.703732,0.144619,[18 34] ; [29 63],[16.97222222 35.02777778] ; [30.02777778 61.97222222],0
b1,1,0.708856,0.139422,[22 30] ; [36 56],[20.94444444 31.05555556] ; [37.05555556 54.94444444],0
r3,1,0.75629,0.096321,[44  8] ; [76 16],[43.33333333  8.66666667] ; [76.66666667 15.33333333],0
n3,1,0.811577,0.056831,[10  6] ; [27 14],[10.38596491  5.61403509] ; [26.61403509 14.38596491],0
p4,1,0.819499,0.05207,[19 33] ; [35 56],[19.63636364 32.36363636] ; [34.36363636 56.63636364],0
d3,1,0.819499,0.05207,[33 19] ; [56 35],[32.36363636 19.63636364] ; [56.63636364 34.36363636],0
a8,1,0.860679,0.030804,[ 2 47] ; [ 3 83],[ 1.81481481 47.18518519] ; [ 3.18518519 82.81481481],0
d1,1,0.882483,0.021851,[21 31] ; [36 56],[20.58333333 31.41666667] ; [36.41666667 55.58333333],0
p1,1,0.884944,0.020939,[ 2 50] ; [ 4 88],[ 2.16666667 49.83333333] ; [ 3.83333333 88.16666667],0
a1,1,0.91937,0.010247,[ 1 51] ; [ 2 90],[ 1.08333333 50.91666667] ; [ 1.91666667 90.08333333],0
p5,1,0.945175,0.004729,[ 3 49] ; [ 5 86],[ 2.90909091 49.09090909] ; [ 5.09090909 85.90909091],0
p6,1,0.956204,0.003016,[ 8 40] ; [15 77],[ 7.88571429 40.11428571] ; [15.11428571 76.88571429],0
