Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,41.318471,[461  56] ; [73 39],[438.91573927  78.08426073] ; [95.08426073 16.91573927],1
p9,1,2e-06,22.744937,[467  49] ; [83 29],[451.91082803  64.08917197] ; [98.08917197 13.91082803],1
p8,1,3.4e-05,17.178808,[313 199] ; [45 68],[293.2736 218.7264] ; [64.7264 48.2736],1
n6,1,0.000208,13.753555,[456  62] ; [85 29],[443.41455696  74.58544304] ; [97.58544304 16.41455696],1
p7,1,0.000481,12.187378,[365 144] ; [62 51],[349.42604502 159.57395498] ; [77.57395498 35.42604502],1
b1,1,0.000916,10.990754,[171 350] ; [57 59],[186.48037677 334.51962323] ; [41.51962323 74.48037677],1
n5,1,0.001638,9.916192,[411 106] ; [75 39],[398.19651347 118.80348653] ; [87.80348653 26.19651347],0
n4,1,0.004282,8.160156,[431  90] ; [81 33],[420.08188976 100.91811024] ; [91.91811024 22.08188976],0
a5,1,0.014266,6.004918,[414 107] ; [80 36],[404.04081633 116.95918367] ; [89.95918367 26.04081633],0
s4,1,0.023349,5.142327,[ 76 437] ; [27 88],[ 84.13853503 428.86146497] ; [18.86146497 96.13853503],0
r3,1,0.030778,4.665304,[505  12] ; [107   7],[501.43264659  15.56735341] ; [110.56735341   3.43264659],0
v3,1,0.095266,2.783062,[213 291] ; [37 73],[205.21172638 298.78827362] ; [44.78827362 65.21172638],0
p4,1,0.102685,2.663341,[349 171] ; [68 47],[341.48031496 178.51968504] ; [75.51968504 39.48031496],0
v2,1,0.122406,2.386267,[306 198] ; [58 52],[298.78827362 205.21172638] ; [65.21172638 44.78827362],0
p5,1,0.130448,2.287167,[ 67 453] ; [  9 106],[ 62.23622047 457.76377953] ; [ 13.76377953 101.23622047],0
p12,1,0.132285,2.265484,[ 44 474] ; [  5 110],[ 40.09794629 477.90205371] ; [  8.90205371 106.09794629],0
n1,1,0.139468,2.183824,[33 66] ; [17 19],[36.66666667 62.33333333] ; [13.33333333 22.66666667],0
b5,1,0.158727,1.986317,[309 212] ; [77 39],[315.70800628 205.29199372] ; [70.29199372 45.70800628],0
s6,1,0.179664,1.800399,[349 160] ; [84 28],[354.90660225 154.09339775] ; [78.09339775 33.90660225],0
d4,1,0.186615,1.744137,[466  54] ; [99 17],[461.94968553  58.05031447] ; [103.05031447  12.94968553],0
a8,1,0.199085,1.649074,[ 74 395] ; [11 91],[ 69.81611208 399.18388792] ; [15.18388792 86.81611208],0
b3,1,0.210048,1.571094,[126 201] ; [16 38],[121.87401575 205.12598425] ; [20.12598425 33.87401575],0
b2,1,0.210048,1.571094,[126 201] ; [16 38],[121.87401575 205.12598425] ; [20.12598425 33.87401575],0
s2,1,0.212918,1.551472,[262 252] ; [66 49],[268.0317965 245.9682035] ; [59.9682035 55.0317965],0
r4,1,0.243182,1.36205,[480  41] ; [103  13],[476.83359498  44.16640502] ; [106.16640502   9.83359498],0
u2,1,0.253861,1.30193,[75 51] ; [16 17],[72.11320755 53.88679245] ; [18.88679245 14.11320755],0
v1,1,0.311395,1.024748,[294 211] ; [61 54],[289.15322581 215.84677419] ; [65.84677419 49.15322581],0
a3,1,0.31726,1.00021,[394 126] ; [82 33],[389.79527559 130.20472441] ; [86.20472441 28.79527559],0
p3,1,0.328498,0.95481,[286 234] ; [58 58],[281.25786164 238.74213836] ; [62.74213836 53.25786164],0
a1,1,0.328685,0.954073,[ 24 497] ; [  3 113],[ 22.08320251 498.91679749] ; [  4.91679749 111.08320251],0
v4,1,0.331227,0.944096,[498  17] ; [110   6],[496.22820919  18.77179081] ; [111.77179081   4.22820919],0
a7,1,0.34288,0.899632,[390 129] ; [92 24],[393.9496063 125.0503937] ; [88.0503937 27.9496063],0
b4,1,0.375196,0.786383,[300 221] ; [72 44],[304.25745683 216.74254317] ; [67.74254317 48.25745683],0
d1,1,0.436935,0.604318,[365 156] ; [77 39],[361.51020408 159.48979592] ; [80.48979592 35.51020408],0
s1,1,0.459877,0.546195,[ 12 503] ; [  4 109],[ 13.12101911 501.87898089] ; [  2.87898089 110.12101911],0
s5,1,0.491605,0.473011,[178 325] ; [42 66],[181.11292962 321.88707038] ; [38.88707038 69.11292962],0
p1,1,0.507418,0.439388,[ 40 479] ; [ 11 104],[ 41.74921136 477.25078864] ; [  9.25078864 105.74921136],0
n2,1,0.514784,0.424331,[75 24] ; [26 11],[73.52205882 25.47794118] ; [27.47794118  9.52205882],0
u4,1,0.540339,0.374912,[  9 511] ; [  3 113],[  9.81132075 510.18867925] ; [  2.18867925 113.81132075],0
u3,1,0.548234,0.360491,[76 50] ; [18 15],[74.49056604 51.50943396] ; [19.50943396 13.49056604],0
