Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.01064,6.524542,[9 6] ; [15 44],[ 4.86486486 10.13513514] ; [19.13513514 39.86486486],0
n6,1,0.01205,6.303428,[13  2] ; [30 29],[8.71621622 6.28378378] ; [34.28378378 24.71621622],0
s6,1,0.016121,5.789664,[8 6] ; [14 44],[4.27777778 9.72222222] ; [17.72222222 40.27777778],0
r3,1,0.028411,4.802976,[13  2] ; [33 26],[9.32432432 5.67567568] ; [36.67567568 22.32432432],0
p5,1,0.041275,4.164696,[ 2 13] ; [ 1 58],[ 0.60810811 14.39189189] ; [ 2.39189189 56.60810811],0
v3,1,0.057539,3.606942,[6 9] ; [10 48],[ 3.28767123 11.71232877] ; [12.71232877 45.28767123],0
r4,1,0.064449,3.419022,[9 6] ; [20 39],[5.87837838 9.12162162] ; [23.12162162 35.87837838],0
b5,1,0.088199,2.906947,[12  3] ; [33 26],[9.12162162 5.87837838] ; [35.87837838 23.12162162],0
v4,1,0.096259,2.76645,[13  2] ; [38 21],[10.33783784  4.66216216] ; [40.66216216 18.33783784],0
b1,1,0.111399,2.534256,[6 9] ; [37 22],[8.71621622 6.28378378] ; [34.28378378 24.71621622],0
a6,1,0.148228,2.090395,[ 5 10] ; [32 27],[7.5 7.5] ; [29.5 29.5],0
p10,1,0.154559,2.026667,[8 7] ; [19 38],[5.625 9.375] ; [21.375 35.625],0
v1,1,0.156205,2.010583,[7 8] ; [16 42],[ 4.7260274 10.2739726] ; [18.2739726 39.7260274],0
a7,1,0.164847,1.929192,[ 5 10] ; [31 27],[7.39726027 7.60273973] ; [28.60273973 29.39726027],0
d2,1,0.202565,1.623783,[ 4 11] ; [26 32],[6.16438356 8.83561644] ; [23.83561644 34.16438356],0
a3,1,0.20378,1.615072,[ 5 10] ; [30 28],[7.19178082 7.80821918] ; [27.80821918 30.19178082],0
p7,1,0.208855,1.579346,[8 7] ; [21 38],[5.87837838 9.12162162] ; [23.12162162 35.87837838],0
r2,1,0.228269,1.451612,[13  2] ; [40 16],[11.1971831  3.8028169] ; [41.8028169 14.1971831],0
p4,1,0.237427,1.395804,[7 8] ; [18 41],[5.06756757 9.93243243] ; [19.93243243 39.06756757],0
d1,1,0.249343,1.326983,[ 3 12] ; [21 38],[ 4.86486486 10.13513514] ; [19.13513514 39.86486486],0
a4,1,0.281804,1.158369,[ 3 12] ; [20 38],[ 4.7260274 10.2739726] ; [18.2739726 39.7260274],0
p2,1,0.324585,0.970384,[9 6] ; [27 32],[7.2972973 7.7027027] ; [28.7027027 30.2972973],0
p6,1,0.329823,0.949592,[ 4 11] ; [ 9 48],[ 2.70833333 12.29166667] ; [10.29166667 46.70833333],0
d5,1,0.339422,0.912613,[7 8] ; [35 23],[8.63013699 6.36986301] ; [33.36986301 24.63013699],0
b3,1,0.370332,0.802551,[1 3] ; [17 18],[1.84615385 2.15384615] ; [16.15384615 18.84615385],0
b2,1,0.370332,0.802551,[1 3] ; [17 18],[1.84615385 2.15384615] ; [16.15384615 18.84615385],0
n2,1,0.396465,0.719022,[3 1] ; [12 11],[2.22222222 1.77777778] ; [12.77777778 10.22222222],0
s8,1,0.410522,0.677288,[ 3 12] ; [ 7 52],[ 2.02702703 12.97297297] ; [ 7.97297297 51.02702703],0
n1,1,0.443598,0.586957,[2 2] ; [ 7 16],[1.33333333 2.66666667] ; [ 7.66666667 15.33333333],0
d3,1,0.453286,0.562422,[9 6] ; [28 29],[7.70833333 7.29166667] ; [29.29166667 27.70833333],0
a2,1,0.465829,0.531854,[ 1 14] ; [ 8 51],[ 1.82432432 13.17567568] ; [ 7.17567568 51.82432432],0
p3,1,0.509986,0.434096,[6 9] ; [18 40],[ 4.93150685 10.06849315] ; [19.06849315 38.93150685],0
s1,1,0.565574,0.330145,[ 1 14] ; [ 2 57],[ 0.60810811 14.39189189] ; [ 2.39189189 56.60810811],0
p1,1,0.565866,0.32965,[ 2 13] ; [ 5 54],[ 1.41891892 13.58108108] ; [ 5.58108108 53.41891892],0
s5,1,0.56917,0.324074,[ 4 10] ; [12 44],[ 3.2 10.8] ; [12.8 43.2],0
s7,1,0.600968,0.273539,[ 4 11] ; [11 43],[ 3.26086957 11.73913043] ; [11.73913043 42.26086957],0
u3,1,0.604027,0.268966,[4 6] ; [ 9 20],[3.33333333 6.66666667] ; [ 9.66666667 19.33333333],0
n4,1,0.6048,0.267817,[9 6] ; [31 28],[8.10810811 6.89189189] ; [31.89189189 27.10810811],0
a5,1,0.6048,0.267817,[6 9] ; [28 31],[6.89189189 8.10810811] ; [27.10810811 31.89189189],0
u2,1,0.653023,0.20211,[4 6] ; [ 9 19],[3.42105263 6.57894737] ; [ 9.57894737 18.42105263],0
d4,1,0.674658,0.176202,[8 7] ; [35 24],[8.71621622 6.28378378] ; [34.28378378 24.71621622],0
s4,1,0.759189,0.093971,[ 3 12] ; [14 45],[ 3.44594595 11.55405405] ; [13.55405405 45.44594595],0
s3,1,0.786206,0.073572,[6 9] ; [21 37],[5.54794521 9.45205479] ; [21.45205479 36.54794521],0
n3,1,0.80857,0.058696,[2 2] ; [10 13],[1.77777778 2.22222222] ; [10.22222222 12.77777778],0
n5,1,0.856516,0.032692,[8 7] ; [33 26],[8.31081081 6.68918919] ; [32.68918919 26.31081081],0
p9,1,0.919063,0.010325,[8 7] ; [28 26],[7.82608696 7.17391304] ; [28.17391304 25.82608696],0
v2,1,0.943257,0.005066,[ 4 11] ; [16 42],[ 4.10958904 10.89041096] ; [15.89041096 42.10958904],0
b4,1,0.949983,0.003935,[7 8] ; [27 32],[6.89189189 8.10810811] ; [27.10810811 31.89189189],0
u1,1,0.987579,0.000242,[ 1 14] ; [ 4 55],[ 1.01351351 13.98648649] ; [ 3.98648649 55.01351351],0
