Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.012133,6.29138,[67 14] ; [3 4],[64.43181818 16.56818182] ; [5.56818182 1.43181818],0
p2,1,0.01718,5.677866,[66 15] ; [3 4],[63.51136364 17.48863636] ; [5.48863636 1.51136364],0
p10,1,0.02768,4.847884,[55 24] ; [2 5],[52.36046512 26.63953488] ; [4.63953488 2.36046512],0
r1,1,0.033334,4.52856,[63 17] ; [3 4],[60.68965517 19.31034483] ; [5.31034483 1.68965517],0
p9,1,0.035488,4.421536,[62 17] ; [3 4],[59.70930233 19.29069767] ; [5.29069767 1.70930233],0
n4,1,0.048863,3.880071,[43 38] ; [1 6],[40.5 40.5] ; [3.5 3.5],0
p7,1,0.055072,3.679911,[49 26] ; [2 5],[46.64634146 28.35365854] ; [4.35365854 2.64634146],0
v2,1,0.065449,3.393611,[36 37] ; [6 1],[38.325 34.675] ; [3.675 3.325],0
s8,1,0.074112,3.189511,[40 41] ; [1 6],[37.73863636 43.26136364] ; [3.26136364 3.73863636],0
n5,1,0.090182,2.87112,[38 42] ; [1 6],[35.86206897 44.13793103] ; [3.13793103 3.86206897],0
d2,1,0.092303,2.833745,[31 49] ; [5 2],[33.10344828 46.89655172] ; [2.89655172 4.10344828],0
a6,1,0.140475,2.172743,[56 24] ; [3 4],[54.25287356 25.74712644] ; [4.74712644 2.25287356],0
r2,1,0.186064,1.748511,[71  9] ; [5 2],[69.88505747 10.11494253] ; [6.11494253 0.88505747],0
b2,1,0.232198,1.427345,[13 36] ; [3 3],[14.25454545 34.74545455] ; [1.74545455 4.25454545],0
b3,1,0.232198,1.427345,[13 36] ; [3 3],[14.25454545 34.74545455] ; [1.74545455 4.25454545],0
p11,1,0.233569,1.418997,[53 28] ; [3 4],[51.54545455 29.45454545] ; [4.45454545 2.54545455],0
a5,1,0.249231,1.327609,[52 29] ; [6 1],[53.38636364 27.61363636] ; [4.61363636 2.38636364],0
v1,1,0.249623,1.325415,[40 38] ; [2 5],[38.54117647 39.45882353] ; [3.45882353 3.54117647],0
r3,1,0.311431,1.024599,[76  4] ; [6 1],[75.40229885  4.59770115] ; [6.59770115 0.40229885],0
p4,1,0.319169,0.992348,[42 39] ; [5 2],[43.26136364 37.73863636] ; [3.73863636 3.26136364],0
n2,1,0.374888,0.787399,[25  4] ; [2 1],[24.46875  4.53125] ; [2.53125 0.46875],0
d1,1,0.382031,0.764157,[44 37] ; [5 2],[45.10227273 35.89772727] ; [3.89772727 3.10227273],0
p6,1,0.382193,0.763636,[21 56] ; [3 4],[22. 55.] ; [2. 5.],0
p1,1,0.413925,0.667498,[ 5 76] ; [1 6],[ 5.52272727 75.47727273] ; [0.47727273 6.52272727],0
p3,1,0.437,0.604147,[34 47] ; [4 3],[34.97727273 46.02272727] ; [3.02272727 3.97727273],0
s2,1,0.437,0.604147,[47 34] ; [3 4],[46.02272727 34.97727273] ; [3.97727273 3.02272727],0
a4,1,0.46658,0.530064,[24 57] ; [3 4],[24.85227273 56.14772727] ; [2.14772727 4.85227273],0
s3,1,0.480758,0.497143,[56 24] ; [4 3],[55.17241379 24.82758621] ; [4.82758621 2.17241379],0
a2,1,0.51805,0.417775,[15 66] ; [2 5],[15.64772727 65.35227273] ; [1.35227273 5.64772727],0
d3,1,0.528473,0.397327,[55 25] ; [4 3],[54.25287356 25.74712644] ; [4.74712644 2.25287356],0
s5,1,0.542207,0.371464,[24 52] ; [3 4],[24.72289157 51.27710843] ; [2.27710843 4.72289157],0
p8,1,0.561122,0.337765,[36 43] ; [2 4],[35.31764706 43.68235294] ; [2.68235294 3.31764706],0
a7,1,0.56126,0.337528,[55 26] ; [4 3],[54.30681818 26.69318182] ; [4.69318182 2.30681818],0
u2,1,0.59015,0.29011,[24  6] ; [2 1],[23.63636364  6.36363636] ; [2.36363636 0.63636364],0
v3,1,0.681797,0.16811,[19 55] ; [2 4],[19.425 54.575] ; [1.575 4.425],0
b1,1,0.693612,0.155203,[40 41] ; [4 3],[40.5 40.5] ; [3.5 3.5],0
s4,1,0.700551,0.147899,[18 63] ; [2 5],[18.40909091 62.59090909] ; [1.59090909 5.40909091],0
d5,1,0.714295,0.134025,[62 18] ; [5 2],[61.6091954 18.3908046] ; [5.3908046 1.6091954],0
d4,1,0.714641,0.133685,[64 16] ; [6 1],[64.36781609 15.63218391] ; [5.63218391 1.36781609],0
b5,1,0.760245,0.093122,[51 30] ; [4 3],[50.625 30.375] ; [4.375 2.625],0
a3,1,0.811068,0.057144,[50 31] ; [4 3],[49.70454545 31.29545455] ; [4.29545455 2.70454545],0
s7,1,0.839717,0.040907,[37 42] ; [3 4],[36.74418605 42.25581395] ; [3.25581395 3.74418605],0
n1,1,0.875566,0.024521,[11 18] ; [1 2],[10.875 18.125] ; [1.125 1.875],0
n3,1,0.934824,0.006688,[20  9] ; [2 1],[19.9375  9.0625] ; [2.0625 0.9375],0
b4,1,0.935356,0.006578,[45 36] ; [4 3],[45.10227273 35.89772727] ; [3.89772727 3.10227273],0
a8,1,0.954543,0.003249,[10 64] ; [1 6],[10.04938272 63.95061728] ; [0.95061728 6.04938272],0
