Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,31.615646,[10 50] ; [22  6],[21.81818182 38.18181818] ; [10.18181818 17.81818182],1
s6,1,1e-06,24.64,[12 48] ; [21  7],[22.5 37.5] ; [10.5 17.5],1
s8,1,2.4e-05,17.879365,[ 7 53] ; [15 13],[15. 45.] ; [ 7. 21.],1
s7,1,2.8e-05,17.575574,[13 44] ; [19  8],[21.71428571 35.28571429] ; [10.28571429 16.71428571],1
r3,1,0.000231,13.55665,[21 37] ; [22  6],[29. 29.] ; [14. 14.],1
p2,1,0.000484,12.176047,[24 33] ; [23  5],[31.51764706 25.48235294] ; [15.48235294 12.51764706],1
p3,1,0.004164,8.211088,[10 48] ; [13 15],[15.51162791 42.48837209] ; [ 7.48837209 20.51162791],0
v2,1,0.004639,8.01522,[15 43] ; [16 12],[20.90697674 37.09302326] ; [10.09302326 17.90697674],0
p6,1,0.00654,7.395274,[ 9 48] ; [12 16],[14.08235294 42.91764706] ; [ 6.91764706 21.08235294],0
p11,1,0.012699,6.210501,[28 32] ; [21  7],[33.40909091 26.59090909] ; [15.59090909 12.40909091],0
n1,1,0.020524,5.366792,[16 14] ; [ 2 11],[12.55813953 17.44186047] ; [5.44186047 7.55813953],0
s5,1,0.022315,5.221038,[ 5 55] ; [ 7 19],[ 8.37209302 51.62790698] ; [ 3.62790698 22.37209302],0
p10,1,0.027655,4.849444,[29 29] ; [21  7],[33.72093023 24.27906977] ; [16.27906977 11.72093023],0
p9,1,0.030537,4.678803,[31 26] ; [22  6],[35.54117647 21.45882353] ; [17.45882353 10.54117647],0
p7,1,0.050533,3.823693,[18 39] ; [15 13],[22.12941176 34.87058824] ; [10.87058824 17.12941176],0
p4,1,0.061131,3.506442,[17 41] ; [14 14],[20.90697674 37.09302326] ; [10.09302326 17.90697674],0
a3,1,0.086819,2.932396,[33 26] ; [21  7],[36.62068966 22.37931034] ; [17.37931034 10.62068966],0
b5,1,0.091845,2.841728,[27 33] ; [18 10],[30.68181818 29.31818182] ; [14.31818182 13.68181818],0
d4,1,0.126588,2.333858,[32 27] ; [20  8],[35.26436782 23.73563218] ; [16.73563218 11.26436782],0
p5,1,0.146752,2.105695,[ 8 50] ; [ 1 27],[ 6.06976744 51.93023256] ; [ 2.93023256 25.06976744],0
n6,1,0.186051,1.748614,[35 24] ; [20  7],[37.73255814 21.26744186] ; [17.26744186  9.73255814],0
v3,1,0.213237,1.549315,[12 48] ; [ 9 19],[14.31818182 45.68181818] ; [ 6.68181818 21.31818182],0
d1,1,0.237256,1.396825,[20 40] ; [13 15],[22.5 37.5] ; [10.5 17.5],0
p8,1,0.26206,1.257839,[14 44] ; [10 18],[16.18604651 41.81395349] ; [ 7.81395349 20.18604651],0
d3,1,0.327508,0.958727,[25 34] ; [15 13],[27.12643678 31.87356322] ; [12.87356322 15.12643678],0
s4,1,0.356384,0.850594,[10 50] ; [ 7 21],[11.59090909 48.40909091] ; [ 5.40909091 22.59090909],0
b1,1,0.369849,0.804171,[34 26] ; [13 15],[32.04545455 27.95454545] ; [14.95454545 13.04545455],0
v1,1,0.378662,0.775042,[17 42] ; [10 16],[18.74117647 40.25882353] ; [ 8.25882353 17.74117647],0
v4,1,0.378861,0.774396,[34 26] ; [18  9],[35.86206897 24.13793103] ; [16.13793103 10.86206897],0
n2,1,0.382443,0.762833,[19 11] ; [10  3],[20.23255814  9.76744186] ; [8.76744186 4.23255814],0
d5,1,0.392765,0.730366,[35 25] ; [19  9],[36.81818182 23.18181818] ; [17.18181818 10.81818182],0
b3,1,0.426777,0.631579,[14 24] ; [ 5 14],[12.66666667 25.33333333] ; [ 6.33333333 12.66666667],0
b2,1,0.426777,0.631579,[14 24] ; [ 5 14],[12.66666667 25.33333333] ; [ 6.33333333 12.66666667],0
n4,1,0.456435,0.554622,[45 15] ; [23  5],[46.36363636 13.63636364] ; [21.63636364  6.36363636],0
n3,1,0.486001,0.485368,[15 15] ; [5 8],[13.95348837 16.04651163] ; [6.04651163 6.95348837],0
p1,1,0.51419,0.425531,[ 7 53] ; [ 2 26],[ 6.13636364 53.86363636] ; [ 2.86363636 25.13636364],0
d2,1,0.524902,0.404251,[27 31] ; [11 17],[25.62790698 32.37209302] ; [12.37209302 15.62790698],0
a1,1,0.5853,0.297744,[ 9 51] ; [ 3 25],[ 8.18181818 51.81818182] ; [ 3.81818182 24.18181818],0
a5,1,0.61422,0.254075,[33 27] ; [17 11],[34.09090909 25.90909091] ; [15.90909091 12.09090909],0
u2,1,0.629217,0.233124,[10 16] ; [2 5],[ 9.45454545 16.54545455] ; [2.54545455 4.45454545],0
a8,1,0.744363,0.106329,[ 3 53] ; [ 2 26],[ 3.33333333 52.66666667] ; [ 1.66666667 26.33333333],0
a4,1,0.751757,0.100061,[21 38] ; [ 9 19],[20.34482759 38.65517241] ; [ 9.65517241 18.34482759],0
a6,1,0.754908,0.097453,[30 30] ; [15 13],[30.68181818 29.31818182] ; [14.31818182 13.68181818],0
u1,1,0.847561,0.036953,[ 5 55] ; [ 2 26],[ 4.77272727 55.22727273] ; [ 2.22727273 25.77272727],0
b4,1,0.850503,0.035524,[33 27] ; [16 12],[33.40909091 26.59090909] ; [15.59090909 12.40909091],0
u3,1,0.88757,0.019988,[ 7 20] ; [2 5],[ 7.14705882 19.85294118] ; [1.85294118 5.14705882],0
a2,1,0.895683,0.017192,[ 7 53] ; [ 3 25],[ 6.81818182 53.18181818] ; [ 3.18181818 24.81818182],0
a7,1,0.901535,0.015307,[24 35] ; [11 17],[23.73563218 35.26436782] ; [11.26436782 16.73563218],0
s1,1,0.934213,0.006814,[ 4 56] ; [ 2 26],[ 4.09090909 55.90909091] ; [ 1.90909091 26.09090909],0
r2,1,0.953845,0.00335,[35 24] ; [15 10],[35.11904762 23.88095238] ; [14.88095238 10.11904762],0
p12,1,0.976732,0.000851,[ 2 56] ; [ 1 27],[ 2.02325581 55.97674419] ; [ 0.97674419 27.02325581],0
r1,1,1.0,0.0,[15 45] ; [ 7 21],[15. 45.] ; [ 7. 21.],0
