Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,40.253571,[13 52] ; [41 11],[30. 35.] ; [24. 28.],1
p11,1,0.00116,10.553757,[23 44] ; [34 19],[31.825 35.175] ; [25.175 27.825],0
p8,1,0.00188,9.662809,[ 7 59] ; [18 35],[13.86554622 52.13445378] ; [11.13445378 41.86554622],0
v2,1,0.001978,9.570191,[17 47] ; [28 23],[25.04347826 38.95652174] ; [19.95652174 31.04347826],0
r3,1,0.002128,9.435292,[39 27] ; [45  8],[46.58823529 19.41176471] ; [37.41176471 15.58823529],0
p3,1,0.002504,9.137562,[10 56] ; [21 32],[17.19327731 48.80672269] ; [13.80672269 39.19327731],0
s8,1,0.003213,8.682513,[ 6 60] ; [16 37],[12.20168067 53.79831933] ; [ 9.79831933 43.20168067],0
n6,1,0.007969,7.040442,[35 30] ; [41 12],[41.86440678 23.13559322] ; [34.13559322 18.86440678],0
r4,1,0.010921,6.478158,[34 33] ; [39 14],[40.75833333 26.24166667] ; [32.24166667 20.75833333],0
v4,1,0.012141,6.290194,[41 25] ; [44  9],[47.14285714 18.85714286] ; [37.85714286 15.14285714],0
n2,1,0.04893,3.877759,[17 17] ; [12  3],[20.12244898 13.87755102] ; [8.87755102 6.12244898],0
r1,1,0.070652,3.26781,[34 32] ; [36 17],[38.82352941 27.17647059] ; [31.17647059 21.82352941],0
a7,1,0.070652,3.26781,[34 32] ; [36 17],[38.82352941 27.17647059] ; [31.17647059 21.82352941],0
p5,1,0.07266,3.221886,[ 2 64] ; [ 6 47],[ 4.43697479 61.56302521] ; [ 3.56302521 49.43697479],0
s5,1,0.098079,2.7365,[ 6 59] ; [10 40],[ 9.04347826 55.95652174] ; [ 6.95652174 43.04347826],0
p12,1,0.099304,2.716687,[ 1 66] ; [ 4 49],[ 2.79166667 64.20833333] ; [ 2.20833333 50.79166667],0
s4,1,0.104578,2.634306,[ 5 61] ; [ 9 43],[ 7.83050847 58.16949153] ; [ 6.16949153 45.83050847],0
v3,1,0.106717,2.602177,[15 49] ; [19 32],[18.92173913 45.07826087] ; [15.07826087 35.92173913],0
s7,1,0.107787,2.586375,[10 54] ; [14 36],[13.47368421 50.52631579] ; [10.52631579 39.47368421],0
p7,1,0.12966,2.296566,[13 53] ; [16 34],[16.5 49.5] ; [12.5 37.5],0
n3,1,0.149854,2.073733,[15 16] ; [10  4],[17.22222222 13.77777778] ; [7.77777778 6.22222222],0
a1,1,0.158729,1.986295,[ 9 58] ; [ 3 50],[ 6.7 60.3] ; [ 5.3 47.7],0
n5,1,0.174229,1.846174,[39 27] ; [37 15],[42.50847458 23.49152542] ; [33.49152542 18.50847458],0
d2,1,0.228855,1.447966,[34 32] ; [21 31],[30.76271186 35.23728814] ; [24.23728814 27.76271186],0
a5,1,0.229841,1.441847,[37 30] ; [35 18],[40.2 26.8] ; [31.8 21.2],0
a6,1,0.250269,1.321801,[36 31] ; [34 19],[39.08333333 27.91666667] ; [30.91666667 22.08333333],0
r2,1,0.261106,1.262885,[50 14] ; [44  7],[52.31304348 11.68695652] ; [41.68695652  9.31304348],0
b1,1,0.279394,1.170033,[37 30] ; [24 29],[34.05833333 32.94166667] ; [26.94166667 26.05833333],0
d4,1,0.320103,0.988525,[45 22] ; [40 13],[47.45833333 19.54166667] ; [37.54166667 15.45833333],0
s6,1,0.328929,0.953111,[17 49] ; [18 35],[19.41176471 46.58823529] ; [15.58823529 37.41176471],0
a3,1,0.334927,0.929753,[36 29] ; [34 19],[38.55932203 26.44067797] ; [31.44067797 21.55932203],0
