Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,60.694499,[342   7] ; [46 17],[328.66990291  20.33009709] ; [59.33009709  3.66990291],1
u1,1,0.000235,13.528874,[ 98 251] ; [ 4 59],[ 86.40291262 262.59708738] ; [15.59708738 47.40291262],1
v4,1,0.000253,13.393276,[343   5] ; [57  6],[338.68613139   9.31386861] ; [61.31386861  1.68613139],1
d3,1,0.00029,13.13085,[264  83] ; [34 29],[252.2097561  94.7902439] ; [45.7902439 17.2097561],1
a5,1,0.000908,11.006247,[286  63] ; [40 23],[276.15048544  72.84951456] ; [49.84951456 13.15048544],1
n4,1,0.001576,9.98705,[299  49] ; [44 19],[290.42335766  57.57664234] ; [52.57664234 10.42335766],0
a2,1,0.00182,9.723028,[112 237] ; [ 8 55],[101.65048544 247.34951456] ; [18.34951456 44.65048544],0
r3,1,0.003625,8.462795,[340   8] ; [57  6],[336.1459854  11.8540146] ; [60.8540146  2.1459854],0
d1,1,0.004166,8.209943,[237 112] ; [31 32],[227.01941748 121.98058252] ; [40.98058252 22.01941748],0
s6,1,0.004805,7.95156,[298  48] ; [43 17],[290.60591133  55.39408867] ; [50.39408867  9.60591133],0
a3,1,0.006594,7.380339,[292  55] ; [44 19],[284.37073171  62.62926829] ; [51.62926829 11.37073171],0
a6,1,0.011311,6.415837,[238 108] ; [33 30],[229.25672372 116.74327628] ; [41.74327628 21.25672372],0
a7,1,0.012348,6.260156,[254  95] ; [36 27],[245.65533981 103.34466019] ; [44.34466019 18.65533981],0
d2,1,0.01899,5.502446,[204 143] ; [27 36],[195.50487805 151.49512195] ; [35.49512195 27.50487805],0
a4,1,0.03086,4.660716,[184 164] ; [24 39],[176.11678832 171.88321168] ; [31.88321168 31.11678832],0
s3,1,0.031906,4.603529,[268  77] ; [41 22],[261.28676471  83.71323529] ; [47.71323529 15.28676471],0
s4,1,0.035647,4.413914,[ 69 278] ; [20 43],[ 75.32439024 271.67560976] ; [13.67560976 49.32439024],0
d4,1,0.037377,4.333169,[299  47] ; [48 15],[293.55012225  52.44987775] ; [53.44987775  9.55012225],0
n6,1,0.040891,4.180538,[311  35] ; [51 12],[306.2396088  39.7603912] ; [55.7603912  7.2396088],0
d5,1,0.042056,4.132951,[294  52] ; [47 16],[288.47432763  57.52567237] ; [52.52567237 10.47432763],0
v2,1,0.049472,3.859272,[212 127] ; [30 31],[205.095 133.905] ; [36.905 24.095],0
n5,1,0.08017,3.061451,[286  61] ; [46 17],[280.98536585  66.01463415] ; [51.01463415 11.98536585],0
p7,1,0.089062,2.89125,[241  96] ; [37 24],[235.3919598 101.6080402] ; [42.6080402 18.3919598],0
v1,1,0.10146,2.682443,[204 138] ; [29 31],[198.2238806 143.7761194] ; [34.7761194 25.2238806],0
a8,1,0.102035,2.673447,[ 57 252] ; [ 6 55],[ 52.61351351 256.38648649] ; [10.38648649 50.61351351],0
p10,1,0.124781,2.356261,[301  46] ; [50 13],[297.06585366  49.93414634] ; [53.93414634  9.06585366],0
p8,1,0.151539,2.056694,[197 146] ; [29 32],[191.87623762 151.12376238] ; [34.12376238 26.87623762],0
s2,1,0.166719,1.912197,[261  87] ; [42 21],[256.55474453  91.44525547] ; [46.44525547 16.55474453],0
s8,1,0.18894,1.725866,[243 103] ; [39 24],[238.56234719 107.43765281] ; [43.43765281 19.56234719],0
u2,1,0.23219,1.427397,[38 18] ; [10  9],[35.84 20.16] ; [12.16  6.84],0
v3,1,0.242103,1.368304,[159 176] ; [24 37],[154.81060606 180.18939394] ; [28.18939394 32.81060606],0
p4,1,0.251601,1.31439,[235 112] ; [38 25],[231.05121951 115.94878049] ; [41.94878049 21.05121951],0
u3,1,0.254369,1.299145,[41 16] ; [11  8],[39. 18.] ; [13.  6.],0
p6,1,0.33643,0.923987,[158 187] ; [32 29],[161.45320197 183.54679803] ; [28.54679803 32.45320197],0
p12,1,0.338135,0.917489,[ 36 311] ; [ 4 58],[ 33.93643032 313.06356968] ; [ 6.06356968 55.93643032],0
u4,1,0.344414,0.893931,[ 14 335] ; [ 1 62],[ 12.70631068 336.29368932] ; [ 2.29368932 60.70631068],0
b5,1,0.359513,0.839594,[200 149] ; [40 23],[203.30097087 145.69902913] ; [36.69902913 26.30097087],0
p9,1,0.380841,0.767987,[309  37] ; [53  9],[306.99019608  39.00980392] ; [55.00980392  6.99019608],0
p2,1,0.408298,0.68375,[296  52] ; [51 12],[293.81021898  54.18978102] ; [53.18978102  9.81021898],0
a1,1,0.436944,0.604296,[ 19 330] ; [ 5 58],[ 20.33009709 328.66990291] ; [ 3.66990291 59.33009709],0
b1,1,0.437282,0.603404,[140 209] ; [22 41],[137.22815534 211.77184466] ; [24.77184466 38.22815534],0
p5,1,0.44208,0.590878,[ 58 287] ; [ 8 54],[ 55.94594595 289.05405405] ; [10.05405405 51.94594595],0
s5,1,0.514328,0.425251,[155 182] ; [24 34],[152.7164557 184.2835443] ; [26.2835443 31.7164557],0
b4,1,0.567876,0.326249,[197 152] ; [38 25],[199.06553398 149.93446602] ; [35.93446602 27.06553398],0
p1,1,0.583542,0.300544,[ 36 311] ; [ 8 55],[ 37.23902439 309.76097561] ; [ 6.76097561 56.23902439],0
n1,1,0.678735,0.171553,[34 32] ; [13 10],[34.85393258 31.14606742] ; [12.14606742 10.85393258],0
n3,1,0.6935,0.155322,[46 19] ; [18  6],[46.74157303 18.25842697] ; [17.25842697  6.74157303],0
b2,1,0.763182,0.090784,[104 139] ; [19 28],[103.06551724 139.93448276] ; [19.93448276 27.06551724],0
b3,1,0.763182,0.090784,[104 139] ; [19 28],[103.06551724 139.93448276] ; [19.93448276 27.06551724],0
p3,1,0.805304,0.060757,[198 149] ; [37 26],[198.8902439 148.1097561] ; [36.1097561 26.8902439],0
n2,1,0.905131,0.014205,[53 13] ; [19  5],[52.8 13.2] ; [19.2  4.8],0
p11,1,0.959575,0.002569,[276  73] ; [50 13],[276.15048544  72.84951456] ; [49.84951456 13.15048544],0
s1,1,0.965678,0.001852,[ 16 329] ; [ 3 60],[ 16.06617647 328.93382353] ; [ 2.93382353 60.06617647],0
