Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.037119,4.344947,[35 12] ; [1 3],[33.17647059 13.82352941] ; [2.82352941 1.17647059],0
s1,1,0.100315,2.700523,[ 2 43] ; [1 3],[ 2.75510204 42.24489796] ; [0.24489796 3.75510204],0
r4,1,0.110757,2.543383,[39  8] ; [2 2],[37.78431373  9.21568627] ; [3.21568627 0.78431373],0
d3,1,0.126766,2.331666,[30 17] ; [1 3],[28.56862745 18.43137255] ; [2.43137255 1.56862745],0
p11,1,0.126766,2.331666,[30 17] ; [1 3],[28.56862745 18.43137255] ; [2.43137255 1.56862745],0
r2,1,0.191345,1.707231,[43  3] ; [3 1],[42.32  3.68] ; [3.68 0.32],0
n1,1,0.21289,1.551667,[9 6] ; [1 3],[7.89473684 7.10526316] ; [2.10526316 1.89473684],0
p2,1,0.241322,1.372857,[36 11] ; [2 2],[35.01960784 11.98039216] ; [2.98039216 1.01960784],0
b4,1,0.243511,1.360151,[26 21] ; [1 3],[24.88235294 22.11764706] ; [2.11764706 1.88235294],0
s7,1,0.277339,1.180083,[24 21] ; [1 3],[22.95918367 22.04081633] ; [2.04081633 1.95918367],0
d2,1,0.278923,1.172332,[22 25] ; [3 1],[23.03921569 23.96078431] ; [1.96078431 2.03921569],0
p9,1,0.357193,0.847739,[23 24] ; [1 3],[22.11764706 24.88235294] ; [1.88235294 2.11764706],0
b1,1,0.400076,0.708099,[25 22] ; [3 1],[25.80392157 21.19607843] ; [2.19607843 1.80392157],0
s2,1,0.400076,0.708099,[22 25] ; [1 3],[21.19607843 25.80392157] ; [1.80392157 2.19607843],0
r1,1,0.40295,0.699506,[33 14] ; [2 2],[32.25490196 14.74509804] ; [2.74509804 1.25490196],0
d5,1,0.40295,0.699506,[33 14] ; [2 2],[32.25490196 14.74509804] ; [2.74509804 1.25490196],0
p1,1,0.494867,0.465926,[ 6 41] ; [1 3],[ 6.45098039 40.54901961] ; [0.54901961 3.45098039],0
v1,1,0.576531,0.311877,[18 28] ; [1 3],[17.48 28.52] ; [1.52 2.48],0
s5,1,0.585066,0.298116,[ 6 35] ; [1 3],[ 6.37777778 34.62222222] ; [0.62222222 3.37777778],0
a2,1,0.593648,0.284683,[ 7 40] ; [1 3],[ 7.37254902 39.62745098] ; [0.62745098 3.37254902],0
s4,1,0.608726,0.262034,[ 7 39] ; [1 3],[ 7.36 38.64] ; [0.64 3.36],0
p4,1,0.645383,0.211771,[29 18] ; [2 2],[28.56862745 18.43137255] ; [2.43137255 1.56862745],0
a7,1,0.653591,0.201402,[30 17] ; [3 1],[30.41176471 16.58823529] ; [2.58823529 1.41176471],0
a6,1,0.708765,0.139514,[28 19] ; [2 2],[27.64705882 19.35294118] ; [2.35294118 1.64705882],0
p7,1,0.712656,0.135638,[31 16] ; [3 1],[31.33333333 15.66666667] ; [2.66666667 1.33333333],0
n3,1,0.779855,0.078125,[13  3] ; [3 1],[12.8  3.2] ; [3.2 0.8],0
n2,1,0.779855,0.078125,[13  3] ; [3 1],[12.8  3.2] ; [3.2 0.8],0
s3,1,0.837384,0.042124,[26 21] ; [2 2],[25.80392157 21.19607843] ; [2.19607843 1.80392157],0
p3,1,0.837384,0.042124,[21 26] ; [2 2],[21.19607843 25.80392157] ; [1.80392157 2.19607843],0
a3,1,0.837384,0.042124,[26 21] ; [2 2],[25.80392157 21.19607843] ; [2.19607843 1.80392157],0
p8,1,0.837384,0.042124,[26 21] ; [2 2],[25.80392157 21.19607843] ; [2.19607843 1.80392157],0
a4,1,0.837384,0.042124,[21 26] ; [2 2],[21.19607843 25.80392157] ; [1.80392157 2.19607843],0
u2,1,0.84562,0.037912,[12  9] ; [1 1],[11.86956522  9.13043478] ; [1.13043478 0.86956522],0
s6,1,0.867096,0.028005,[25 21] ; [2 2],[24.84 21.16] ; [2.16 1.84],0
b5,1,0.908903,0.013092,[34 13] ; [3 1],[34.09803922 12.90196078] ; [2.90196078 1.09803922],0
v2,1,0.933476,0.006968,[22 24] ; [2 2],[22.08 23.92] ; [1.92 2.08],0
a5,1,0.967409,0.001669,[23 24] ; [2 2],[23.03921569 23.96078431] ; [1.96078431 2.03921569],0
d1,1,0.967409,0.001669,[23 24] ; [2 2],[23.03921569 23.96078431] ; [1.96078431 2.03921569],0
d4,1,0.981304,0.000549,[35 12] ; [3 1],[35.01960784 11.98039216] ; [2.98039216 1.01960784],0
