Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.0,35.694327,[125  35] ; [39 56],[102.90196078  57.09803922] ; [61.09803922 33.90196078],1
v3,1,0.0,33.535662,[94 65] ; [21 75],[71.70588235 87.29411765] ; [43.29411765 52.70588235],1
b4,1,0.00167,9.88135,[105  57] ; [43 53],[92.93023256 69.06976744] ; [55.06976744 40.93023256],0
p12,1,0.042826,4.102265,[ 26 135] ; [ 7 88],[ 20.75390625 140.24609375] ; [12.24609375 82.75390625],0
a6,1,0.049958,3.842856,[111  49] ; [55 41],[103.75  56.25] ; [62.25 33.75],0
u1,1,0.068175,3.326415,[ 39 123] ; [14 82],[ 33.27906977 128.72093023] ; [19.72093023 76.27906977],0
a7,1,0.070066,3.281475,[124  37] ; [64 32],[117.77431907  43.22568093] ; [70.22568093 25.77431907],0
s7,1,0.07387,3.194866,[97 54] ; [49 44],[90.35245902 60.64754098] ; [55.64754098 37.35245902],0
s2,1,0.074368,3.183883,[95 65] ; [46 50],[88.125 71.875] ; [52.875 43.125],0
a5,1,0.084539,2.9754,[127  35] ; [66 30],[121.18604651  40.81395349] ; [71.81395349 24.18604651],0
s8,1,0.088946,2.893351,[95 65] ; [46 49],[88.47058824 71.52941176] ; [52.52941176 42.47058824],0
p3,1,0.092956,2.822418,[109  52] ; [55 41],[102.73929961  58.26070039] ; [61.26070039 34.73929961],0
n5,1,0.096678,2.759511,[137  24] ; [73 22],[132.0703125  28.9296875] ; [77.9296875 17.0703125],0
u2,1,0.132535,2.262553,[27 12] ; [16 15],[23.95714286 15.04285714] ; [19.04285714 11.95714286],0
n4,1,0.134702,2.23746,[144  18] ; [79 17],[140.02325581  21.97674419] ; [82.97674419 13.02325581],0
p9,1,0.142806,2.147461,[147  14] ; [82 14],[143.45914397  17.54085603] ; [85.54085603 10.45914397],0
a3,1,0.162728,1.948693,[123  38] ; [65 30],[118.234375  42.765625] ; [69.765625 25.234375],0
p10,1,0.169657,1.885976,[139  22] ; [75 19],[135.11372549  25.88627451] ; [78.88627451 15.11372549],0
b5,1,0.19615,1.67081,[101  61] ; [52 44],[96.06976744 65.93023256] ; [56.93023256 39.06976744],0
a2,1,0.255363,1.293725,[ 44 118] ; [20 76],[ 40.18604651 121.81395349] ; [23.81395349 72.18604651],0
