Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.0,35.694327,[125  35] ; [39 56],[102.90196078  57.09803922] ; [61.09803922 33.90196078],1
d2,1,0.280246,1.165899,[85 76] ; [44 52],[80.81322957 80.18677043] ; [48.18677043 47.81322957],0
b1,1,0.289175,1.12346,[65 97] ; [45 51],[69.06976744 92.93023256] ; [40.93023256 55.06976744],0
d5,1,0.290725,1.116262,[134  27] ; [74 21],[130.8125  30.1875] ; [77.1875 17.8125],0
n3,1,0.322221,0.979912,[24  7] ; [15  8],[22.38888889  8.61111111] ; [16.61111111  6.38888889],0
d3,1,0.35519,0.85483,[114  47] ; [62 33],[110.6875  50.3125] ; [65.3125 29.6875],0
u3,1,0.366478,0.815572,[25 14] ; [16 14],[23.17391304 15.82608696] ; [17.82608696 12.17391304],0
a1,1,0.392864,0.730058,[ 15 147] ; [ 6 90],[ 13.18604651 148.81395349] ; [ 7.81395349 88.18604651],0
r1,1,0.43508,0.609224,[133  29] ; [75 21],[130.60465116  31.39534884] ; [77.39534884 18.60465116],0
r3,1,0.46304,0.538535,[155   6] ; [94  2],[155.98832685   5.01167315] ; [93.01167315  2.98832685],0
u4,1,0.467976,0.52675,[  6 156] ; [ 2 94],[  5.02325581 156.97674419] ; [ 2.97674419 93.02325581],0
p4,1,0.471427,0.51863,[127  34] ; [72 24],[124.66536965  36.33463035] ; [74.33463035 21.66536965],0
n1,1,0.498464,0.458205,[14 16] ; [ 9 15],[12.77777778 17.22222222] ; [10.22222222 13.77777778],0
n6,1,0.534756,0.385346,[147  13] ; [86 10],[145.625  14.375] ; [87.375  8.625],0
s3,1,0.59738,0.278965,[93 67] ; [52 43],[90.98039216 69.01960784] ; [54.01960784 40.98039216],0
d4,1,0.602485,0.271264,[133  28] ; [76 19],[131.44140625  29.55859375] ; [77.55859375 17.44140625],0
a4,1,0.622444,0.242448,[75 87] ; [47 48],[76.90272374 85.09727626] ; [45.09727626 49.90272374],0
s6,1,0.623179,0.241424,[115  43] ; [65 28],[113.30677291  44.69322709] ; [66.69322709 26.30677291],0
s1,1,0.631218,0.230413,[  5 156] ; [ 4 90],[  5.68235294 155.31764706] ; [ 3.31764706 90.68235294],0
b3,1,0.693347,0.155486,[51 56] ; [32 31],[52.24117647 54.75882353] ; [30.75882353 32.24117647],0
b2,1,0.693347,0.155486,[51 56] ; [32 31],[52.24117647 54.75882353] ; [30.75882353 32.24117647],0
d1,1,0.732379,0.116939,[98 64] ; [56 40],[96.69767442 65.30232558] ; [57.30232558 38.69767442],0
p5,1,0.740689,0.109522,[ 31 131] ; [20 76],[ 32.02325581 129.97674419] ; [18.97674419 77.02325581],0
p8,1,0.756348,0.096274,[107  53] ; [66 30],[108.125  51.875] ; [64.875 31.125],0
v4,1,0.768075,0.086963,[153   8] ; [92  4],[153.48249027   7.51750973] ; [91.51750973  4.48249027],0
p1,1,0.795274,0.067323,[ 20 141] ; [13 83],[ 20.67315175 140.32684825] ; [12.32684825 83.67315175],0
p11,1,0.801036,0.063507,[132  30] ; [77 19],[131.23255814  30.76744186] ; [77.76744186 18.23255814],0
n2,1,0.805651,0.060536,[21 10] ; [17  7],[21.41818182  9.58181818] ; [16.58181818  7.41818182],0
s5,1,0.809597,0.058055,[57 98] ; [36 58],[57.89156627 97.10843373] ; [35.10843373 58.89156627],0
r4,1,0.831465,0.045294,[149  13] ; [89  7],[149.44186047  12.55813953] ; [88.55813953  7.44186047],0
p7,1,0.93438,0.006779,[133  26] ; [79 15],[133.23320158  25.76679842] ; [78.76679842 15.23320158],0
r2,1,0.972018,0.00123,[154   7] ; [90  4],[154.05490196   6.94509804] ; [89.94509804  4.05490196],0
a8,1,0.981409,0.000543,[ 25 119] ; [15 72],[ 24.93506494 119.06493506] ; [15.06493506 71.93506494],0
p2,1,0.984386,0.000383,[145  17] ; [86 10],[145.04651163  16.95348837] ; [85.95348837 10.04651163],0
