Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,1.3e-05,19.01582,[3 9] ; [75 16],[9.08737864 2.91262136] ; [68.91262136 22.08737864],1
r4,1,1.6e-05,18.575163,[ 2 10] ; [71 21],[8.42307692 3.57692308] ; [64.57692308 27.42307692],1
v4,1,0.000288,13.146092,[5 7] ; [78 13],[9.66990291 2.33009709] ; [73.33009709 17.66990291],1
r1,1,0.001446,10.14602,[4 8] ; [71 21],[8.65384615 3.34615385] ; [66.34615385 25.65384615],0
a5,1,0.001688,9.861172,[ 2 10] ; [59 33],[7.03846154 4.96153846] ; [53.96153846 38.03846154],0
d3,1,0.002898,8.870329,[ 2 10] ; [57 35],[6.80769231 5.19230769] ; [52.19230769 39.80769231],0
d1,1,0.005203,7.807626,[ 1 11] ; [47 45],[5.53846154 6.46153846] ; [42.46153846 49.53846154],0
d5,1,0.005699,7.643019,[4 8] ; [67 25],[8.19230769 3.80769231] ; [62.80769231 29.19230769],0
d4,1,0.009116,6.8,[4 8] ; [64 26],[8. 4.] ; [60. 30.],0
n6,1,0.019935,5.417565,[6 6] ; [73 18],[9.2038835 2.7961165] ; [69.7961165 21.2038835],0
p2,1,0.022503,5.20644,[3 9] ; [55 37],[6.69230769 5.30769231] ; [51.30769231 40.69230769],0
a7,1,0.022961,5.171461,[4 8] ; [61 30],[7.57281553 4.42718447] ; [57.42718447 33.57281553],0
a6,1,0.026491,4.923671,[4 8] ; [61 31],[7.5 4.5] ; [57.5 34.5],0
n2,1,0.040879,4.181029,[1 4] ; [23 11],[3.07692308 1.92307692] ; [20.92307692 13.07692308],0
v1,1,0.041881,4.140002,[ 1 11] ; [35 57],[4.15384615 7.84615385] ; [31.84615385 60.15384615],0
s4,1,0.055122,3.678379,[4 8] ; [11 78],[ 1.78217822 10.21782178] ; [13.21782178 75.78217822],0
v3,1,0.064095,3.428133,[ 1 11] ; [32 60],[3.80769231 8.19230769] ; [29.19230769 62.80769231],0
s7,1,0.080571,3.053347,[ 1 10] ; [31 57],[3.55555556 7.44444444] ; [28.44444444 59.55555556],0
p12,1,0.085592,2.955385,[ 1 11] ; [ 1 91],[ 0.23076923 11.76923077] ; [ 1.76923077 90.23076923],0
n4,1,0.090658,2.862647,[8 4] ; [79 13],[10.03846154  1.96153846] ; [76.96153846 15.03846154],0
p3,1,0.091676,2.844702,[ 1 11] ; [29 62],[3.49514563 8.50485437] ; [26.50485437 64.49514563],0
p4,1,0.093675,2.810057,[ 2 10] ; [38 53],[4.66019417 7.33980583] ; [35.33980583 55.66019417],0
p10,1,0.100363,2.699764,[ 1 11] ; [28 62],[3.41176471 8.58823529] ; [25.58823529 64.41176471],0
p8,1,0.10802,2.582953,[ 1 10] ; [30 62],[3.31067961 7.68932039] ; [27.68932039 64.31067961],0
a3,1,0.119316,2.426277,[4 7] ; [56 36],[6.40776699 4.59223301] ; [53.59223301 38.40776699],0
a8,1,0.135327,2.230303,[3 8] ; [ 9 72],[1.43478261 9.56521739] ; [10.56521739 70.43478261],0
p11,1,0.170571,1.877917,[4 8] ; [50 42],[6.23076923 5.76923077] ; [47.76923077 44.23076923],0
u3,1,0.198959,1.65,[2 6] ; [18 18],[3.63636364 4.36363636] ; [16.36363636 19.63636364],0
s1,1,0.226153,1.464894,[ 2 10] ; [ 6 84],[ 0.94117647 11.05882353] ; [ 7.05882353 82.94117647],0
a1,1,0.378345,0.776072,[ 2 10] ; [ 8 84],[ 1.15384615 10.84615385] ; [ 8.84615385 83.15384615],0
a2,1,0.382279,0.76336,[ 1 11] ; [17 75],[2.07692308 9.92307692] ; [15.92307692 76.07692308],0
a4,1,0.387155,0.747859,[3 9] ; [34 56],[4.35294118 7.64705882] ; [32.64705882 57.35294118],0
d2,1,0.40484,0.693904,[5 7] ; [49 41],[6.35294118 5.64705882] ; [47.64705882 42.35294118],0
s2,1,0.41217,0.672533,[3 9] ; [33 56],[4.27722772 7.72277228] ; [31.72277228 57.27722772],0
b5,1,0.419019,0.653065,[8 4] ; [50 42],[6.69230769 5.30769231] ; [51.30769231 40.69230769],0
b2,1,0.448279,0.575,[2 7] ; [21 39],[3. 6.] ; [20. 40.],0
b3,1,0.448279,0.575,[2 7] ; [21 39],[3. 6.] ; [20. 40.],0
p1,1,0.465816,0.531883,[ 2 10] ; [ 9 83],[ 1.26923077 10.73076923] ; [ 9.73076923 82.26923077],0
n3,1,0.543831,0.368485,[2 3] ; [18 15],[2.63157895 2.36842105] ; [17.36842105 15.63157895],0
u2,1,0.62503,0.238861,[3 5] ; [16 18],[3.61904762 4.38095238] ; [15.38095238 18.61904762],0
b4,1,0.646256,0.210653,[8 4] ; [55 37],[7.26923077 4.73076923] ; [55.73076923 36.26923077],0
s3,1,0.662947,0.189964,[5 7] ; [44 47],[5.70873786 6.29126214] ; [43.29126214 47.70873786],0
p7,1,0.744121,0.106538,[5 7] ; [42 48],[5.52941176 6.47058824] ; [41.47058824 48.52941176],0
p5,1,0.748987,0.102384,[ 1 10] ; [ 6 86],[ 0.74757282 10.25242718] ; [ 6.25242718 85.74757282],0
s5,1,0.771559,0.084295,[ 2 10] ; [18 71],[2.37623762 9.62376238] ; [17.62376238 71.37623762],0
v2,1,0.800438,0.063898,[4 8] ; [33 56],[4.3960396 7.6039604] ; [32.6039604 56.3960396],0
n1,1,0.829357,0.046452,[2 3] ; [14 17],[2.22222222 2.77777778] ; [13.77777778 17.22222222],0
b1,1,0.849194,0.036156,[7 5] ; [51 41],[6.69230769 5.30769231] ; [51.30769231 40.69230769],0
p6,1,0.954828,0.003209,[2 9] ; [17 73],[2.06930693 8.93069307] ; [16.93069307 73.06930693],0
s6,1,0.971456,0.00128,[6 6] ; [46 45],[6.05825243 5.94174757] ; [45.94174757 45.05825243],0
