Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,3e-06,22.076348,[42 22] ; [ 8 34],[30.18867925 33.81132075] ; [19.81132075 22.18867925],1
p3,1,0.0006,11.775113,[41 23] ; [13 30],[32.29906542 31.70093458] ; [21.70093458 21.29906542],1
d2,1,0.006881,7.30373,[19 45] ; [24 19],[25.71962617 38.28037383] ; [17.28037383 25.71962617],0
p6,1,0.016958,5.700695,[29 34] ; [10 33],[23.17924528 39.82075472] ; [15.82075472 27.17924528],0
b5,1,0.020116,5.401809,[35 29] ; [33 10],[40.6728972 23.3271028] ; [27.3271028 15.6728972],0
a4,1,0.04307,4.092659,[15 49] ; [18 25],[19.73831776 44.26168224] ; [13.26168224 29.73831776],0
p4,1,0.049577,3.855695,[42 22] ; [20 23],[37.08411215 26.91588785] ; [24.91588785 18.08411215],0
b4,1,0.055559,3.665235,[36 28] ; [32 11],[40.6728972 23.3271028] ; [27.3271028 15.6728972],0
v4,1,0.099754,2.709475,[59  4] ; [36  7],[56.46226415  6.53773585] ; [38.53773585  4.46226415],0
p2,1,0.112727,2.515561,[53 11] ; [30 13],[49.64485981 14.35514019] ; [33.35514019  9.64485981],0
v3,1,0.168381,1.897302,[24 39] ; [10 30],[20.7961165 42.2038835] ; [13.2038835 26.7961165],0
p10,1,0.182886,1.774014,[51 12] ; [30 13],[48.14150943 14.85849057] ; [32.85849057 10.14150943],0
n6,1,0.22589,1.466556,[49 15] ; [37  6],[51.43925234 12.56074766] ; [34.56074766  8.43925234],0
p12,1,0.250709,1.319347,[ 7 57] ; [ 2 41],[ 5.38317757 58.61682243] ; [ 3.61682243 39.38317757],0
p5,1,0.268193,1.225966,[11 53] ; [ 4 38],[ 9.05660377 54.94339623] ; [ 5.94339623 36.05660377],0
n2,1,0.29158,1.112314,[18  4] ; [10  5],[16.64864865  5.35135135] ; [11.35135135  3.64864865],0
p11,1,0.292196,1.109475,[53 11] ; [32 11],[50.8411215 13.1588785] ; [34.1588785  8.8411215],0
s2,1,0.315138,1.009019,[37 27] ; [29 14],[39.47663551 24.52336449] ; [26.52336449 16.47663551],0
a6,1,0.316669,1.002657,[39 25] ; [22 21],[36.48598131 27.51401869] ; [24.51401869 18.48598131],0
a8,1,0.325361,0.967273,[ 3 58] ; [ 4 36],[ 4.22772277 56.77227723] ; [ 2.77227723 37.22772277],0
v2,1,0.328123,0.95629,[33 30] ; [17 23],[30.58252427 32.41747573] ; [19.41747573 20.58252427],0
d3,1,0.340382,0.908993,[43 21] ; [25 18],[40.6728972 23.3271028] ; [27.3271028 15.6728972],0
a1,1,0.356364,0.850665,[ 8 56] ; [ 3 40],[ 6.57943925 57.42056075] ; [ 4.42056075 38.57943925],0
u2,1,0.374753,0.787843,[16  8] ; [9 8],[14.63414634  9.36585366] ; [10.36585366  6.63414634],0
d1,1,0.451158,0.567742,[28 36] ; [22 21],[29.90654206 34.09345794] ; [20.09345794 22.90654206],0
s8,1,0.45322,0.562586,[30 34] ; [17 26],[28.11214953 35.88785047] ; [18.88785047 24.11214953],0
n1,1,0.460937,0.543618,[10 12] ; [ 5 10],[ 8.91891892 13.08108108] ; [6.08108108 8.91891892],0
b1,1,0.500229,0.454451,[28 36] ; [16 27],[26.31775701 37.68224299] ; [17.68224299 25.31775701],0
r2,1,0.513488,0.426952,[50 11] ; [33 10],[48.68269231 12.31730769] ; [34.31730769  8.68269231],0
p1,1,0.516731,0.420413,[ 5 59] ; [ 2 41],[ 4.18691589 59.81308411] ; [ 2.81308411 40.18691589],0
n4,1,0.522411,0.409131,[44 20] ; [27 16],[42.46728972 21.53271028] ; [28.53271028 14.46728972],0
b2,1,0.53152,0.391484,[11 33] ; [ 8 17],[12.11594203 31.88405797] ; [ 6.88405797 18.11594203],0
b3,1,0.53152,0.391484,[11 33] ; [ 8 17],[12.11594203 31.88405797] ; [ 6.88405797 18.11594203],0
s5,1,0.582309,0.302516,[22 39] ; [17 24],[23.32352941 37.67647059] ; [15.67647059 25.32352941],0
d5,1,0.642937,0.214922,[45 19] ; [32 11],[46.05607477 17.94392523] ; [30.94392523 12.05607477],0
a5,1,0.650647,0.205086,[40 24] ; [25 18],[38.87850467 25.12149533] ; [26.12149533 16.87850467],0
s1,1,0.683268,0.16647,[ 2 62] ; [ 2 41],[ 2.39252336 61.60747664] ; [ 1.60747664 41.39252336],0
s7,1,0.685032,0.164516,[32 30] ; [19 21],[31. 31.] ; [20. 20.],0
