Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,2e-06,22.804086,[130  25] ; [29 27],[116.80094787  38.19905213] ; [42.19905213 13.80094787],1
p7,1,1e-05,19.482211,[95 55] ; [17 41],[80.76923077 69.23076923] ; [31.23076923 26.76923077],1
a7,1,5.3e-05,16.353381,[123  33] ; [30 29],[111.01395349  44.98604651] ; [41.98604651 17.01395349],1
p11,1,5.4e-05,16.287833,[113  44] ; [25 34],[100.30555556  56.69444444] ; [37.69444444 21.30555556],1
a6,1,0.000376,12.648537,[108  49] ; [25 34],[96.6712963 60.3287037] ; [36.3287037 22.6712963],1
p10,1,0.000602,11.769326,[117  38] ; [29 28],[106.74528302  48.25471698] ; [39.25471698 17.74528302],1
d3,1,0.000934,10.953311,[111  44] ; [28 31],[100.67757009  54.32242991] ; [38.32242991 20.67757009],1
p8,1,0.001798,9.745157,[76 79] ; [15 44],[65.91121495 89.08878505] ; [25.08878505 33.91121495],0
s1,1,0.002125,9.438612,[  2 154] ; [ 6 53],[  5.80465116 150.19534884] ; [ 2.19534884 56.80465116],0
v4,1,0.010002,6.63457,[150   6] ; [51  8],[145.84186047  10.15813953] ; [55.15813953  3.84186047],0
p3,1,0.013096,6.15614,[63 94] ; [13 46],[ 55.24074074 101.75925926] ; [20.75925926 38.24074074],0
n3,1,0.050962,3.809524,[39 13] ; [15 13],[35.1 16.9] ; [18.9  9.1],0
a4,1,0.080747,3.049802,[ 42 115] ; [23 36],[ 47.24537037 109.75462963] ; [17.75462963 41.24537037],0
u1,1,0.085481,2.957472,[ 17 140] ; [ 2 57],[ 13.81018519 143.18981481] ; [ 5.18981481 53.81018519],0
d2,1,0.085644,2.954393,[ 52 105] ; [27 32],[57.4212963 99.5787037] ; [21.5787037 37.4212963],0
p4,1,0.114529,2.490593,[73 84] ; [20 38],[67.91162791 89.08837209] ; [25.08837209 32.91162791],0
n6,1,0.139175,2.187059,[106  49] ; [34 25],[101.40186916  53.59813084] ; [38.59813084 20.40186916],0
s8,1,0.234231,1.414982,[ 54 103] ; [15 43],[ 50.38604651 106.61395349] ; [18.61395349 39.38604651],0
s6,1,0.241693,1.370695,[96 60] ; [30 27],[92.28169014 63.71830986] ; [33.71830986 23.28169014],0
b5,1,0.249096,1.328369,[93 64] ; [40 19],[96.6712963 60.3287037] ; [36.3287037 22.6712963],0
s3,1,0.249156,1.328027,[83 74] ; [26 33],[79.22685185 77.77314815] ; [29.77314815 29.22685185],0
r3,1,0.258425,1.277176,[147   9] ; [53  6],[145.11627907  10.88372093] ; [54.88372093  4.11627907],0
r1,1,0.268982,1.221933,[115  41] ; [39 20],[111.73953488  44.26046512] ; [42.26046512 16.73953488],0
p5,1,0.273268,1.200267,[  8 149] ; [ 1 57],[  6.57209302 150.42790698] ; [ 2.42790698 55.57209302],0
b1,1,0.280239,1.165929,[ 49 108] ; [23 36],[ 52.33333333 104.66666667] ; [19.66666667 39.33333333],0
v1,1,0.299868,1.074781,[66 86] ; [21 38],[62.67298578 89.32701422] ; [24.32701422 34.67298578],0
a8,1,0.301008,1.069724,[  7 137] ; [ 1 57],[  5.7029703 138.2970297] ; [ 2.2970297 55.7029703],0
n1,1,0.312533,1.019941,[13 39] ; [10 18],[14.95 37.05] ; [ 8.05 19.95],0
r4,1,0.331473,0.943135,[136  21] ; [48 11],[133.74074074  23.25925926] ; [50.25925926  8.74074074],0
a1,1,0.34814,0.880225,[  4 153] ; [ 3 56],[  5.08796296 151.91203704] ; [ 1.91203704 57.08796296],0
n5,1,0.366285,0.816228,[ 56 100] ; [17 41],[ 53.21495327 102.78504673] ; [19.78504673 38.21495327],0
