Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,55.479694,[248  53] ; [22 38],[225.12465374  75.87534626] ; [44.87534626 15.12465374],1
s2,1,0.0,51.58224,[243  60] ; [21 39],[220.36363636  82.63636364] ; [43.63636364 16.36363636],1
s5,1,0.0,28.000379,[152 139] ; [ 8 49],[133.79310345 157.20689655] ; [26.20689655 30.79310345],1
r4,1,2e-06,22.68878,[284  20] ; [44 16],[273.93406593  30.06593407] ; [54.06593407  5.93406593],1
s8,1,1.8e-05,18.431196,[225  77] ; [28 32],[211.06629834  90.93370166] ; [41.93370166 18.06629834],1
r3,1,0.003489,8.532181,[295   7] ; [54  6],[291.15469613  10.84530387] ; [57.84530387  2.15469613],0
v4,1,0.006834,7.315963,[295   8] ; [54  6],[291.31404959  11.68595041] ; [57.68595041  2.31404959],0
r2,1,0.010598,6.531458,[291   9] ; [52  6],[287.4301676  12.5698324] ; [55.5698324  2.4301676],0
a5,1,0.016956,5.700962,[249  55] ; [41 19],[242.1978022  61.8021978] ; [47.8021978 12.1978022],0
n5,1,0.018252,5.571775,[247  55] ; [41 19],[240.26519337  61.73480663] ; [47.73480663 12.26519337],0
r1,1,0.029367,4.745955,[262  42] ; [45 15],[256.3956044  47.6043956] ; [50.6043956  9.3956044],0
p12,1,0.050834,3.813724,[ 36 266] ; [ 2 57],[ 31.78947368 270.21052632] ; [ 6.21052632 52.78947368],0
s4,1,0.052096,3.772677,[ 69 233] ; [ 7 53],[ 63.40331492 238.59668508] ; [12.59668508 47.40331492],0
p4,1,0.056699,3.631416,[210  93] ; [34 26],[203.66942149  99.33057851] ; [40.33057851 19.66942149],0
d5,1,0.071438,3.249669,[273  31] ; [49 11],[268.92307692  35.07692308] ; [53.07692308  6.92307692],0
a2,1,0.07774,3.111522,[101 203] ; [13 47],[ 95.20879121 208.79120879] ; [18.79120879 41.20879121],0
d1,1,0.080842,3.047895,[226  78] ; [38 22],[220.48351648  83.51648352] ; [43.51648352 16.48351648],0
p9,1,0.082171,3.021429,[272  28] ; [49 10],[268.24512535  31.75487465] ; [52.75487465  6.24512535],0
b2,1,0.087253,2.924337,[ 93 124] ; [23 17],[ 97.94552529 119.05447471] ; [18.05447471 21.94552529],0
b3,1,0.087253,2.924337,[ 93 124] ; [23 17],[ 97.94552529 119.05447471] ; [18.05447471 21.94552529],0
v1,1,0.100494,2.697681,[180 116] ; [28 29],[174.41359773 121.58640227] ; [33.58640227 23.41359773],0
p7,1,0.12404,2.365553,[207  84] ; [36 23],[202.03714286  88.96285714] ; [40.96285714 18.03714286],0
u2,1,0.142983,2.14556,[33 11] ; [7 6],[30.87719298 13.12280702] ; [9.12280702 3.87719298],0
b1,1,0.157288,2.000111,[126 178] ; [19 41],[121.0989011 182.9010989] ; [23.9010989 36.0989011],0
p1,1,0.180345,1.794777,[ 32 270] ; [ 3 57],[ 29.19889503 272.80110497] ; [ 5.80110497 54.19889503],0
p5,1,0.189108,1.724552,[ 52 249] ; [ 6 52],[ 48.62952646 252.37047354] ; [ 9.37047354 48.62952646],0
n6,1,0.194866,1.680439,[268  33] ; [49 10],[265.04722222  35.95277778] ; [51.95277778  7.04722222],0
v2,1,0.200562,1.638279,[189 106] ; [32 26],[184.68838527 110.31161473] ; [36.31161473 21.68838527],0
b5,1,0.219875,1.505188,[183 121] ; [31 29],[178.72527473 125.27472527] ; [35.27472527 24.72527473],0
p8,1,0.231404,1.432211,[168 128] ; [29 31],[163.79775281 132.20224719] ; [33.20224719 26.79775281],0
d2,1,0.238638,1.388619,[182 122] ; [31 29],[177.89010989 126.10989011] ; [35.10989011 24.89010989],0
p2,1,0.2516,1.314399,[260  43] ; [48 12],[257.09090909  45.90909091] ; [50.90909091  9.09090909],0
a3,1,0.289719,1.120927,[258  45] ; [47 12],[255.29005525  47.70994475] ; [49.70994475  9.29005525],0
a8,1,0.329407,0.951228,[ 44 231] ; [11 40],[ 46.39570552 228.60429448] ; [ 8.60429448 42.39570552],0
d3,1,0.337208,0.921018,[240  64] ; [44 16],[237.18681319  66.81318681] ; [46.81318681 13.18681319],0
a7,1,0.371618,0.798246,[220  84] ; [40 20],[217.14285714  86.85714286] ; [42.85714286 17.14285714],0
a6,1,0.396452,0.719062,[204  99] ; [37 23],[201.16528926 101.83471074] ; [39.83471074 20.16528926],0
b4,1,0.426225,0.633087,[179 125] ; [32 28],[176.21978022 127.78021978] ; [34.78021978 25.21978022],0
u1,1,0.431886,0.617745,[ 86 218] ; [14 46],[ 83.51648352 220.48351648] ; [16.48351648 43.51648352],0
p6,1,0.48679,0.483613,[141 157] ; [25 34],[138.56582633 159.43417367] ; [27.43417367 31.56582633],0
a4,1,0.496245,0.462958,[161 142] ; [29 31],[158.59504132 144.40495868] ; [31.40495868 28.59504132],0
v3,1,0.498703,0.457696,[140 153] ; [24 32],[137.68481375 155.31518625] ; [26.31518625 29.68481375],0
u3,1,0.499187,0.456665,[36 10] ; [9 4],[35.08474576 10.91525424] ; [9.91525424 3.08474576],0
p10,1,0.508622,0.436902,[256  45] ; [49 11],[254.30747922  46.69252078] ; [50.69252078  9.30747922],0
p3,1,0.577416,0.31043,[179 125] ; [33 27],[177.05494505 126.94505495] ; [34.94505495 25.05494505],0
n4,1,0.585742,0.297043,[256  47] ; [49 11],[254.58677686  48.41322314] ; [50.41322314  9.58677686],0
a1,1,0.586292,0.296173,[ 21 283] ; [ 3 57],[ 20.04395604 283.95604396] ; [ 3.95604396 56.04395604],0
s1,1,0.647315,0.209302,[ 14 286] ; [ 2 58],[ 13.33333333 286.66666667] ; [ 2.66666667 57.33333333],0
n2,1,0.685208,0.164322,[49 15] ; [10  4],[48.41025641 15.58974359] ; [10.58974359  3.41025641],0
p11,1,0.688125,0.161122,[245  59] ; [47 13],[243.86813187  60.13186813] ; [48.13186813 11.86813187],0
n3,1,0.778318,0.079249,[42 22] ; [8 5],[41.55844156 22.44155844] ; [8.44155844 4.55844156],0
n1,1,1.0,0.0,[32 32] ; [7 7],[32. 32.] ; [7. 7.],0
