Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,51.090371,[51 63] ; [211  48],[80.07506702 33.92493298] ; [181.92493298  77.07506702],1
d3,1,0.0,45.590684,[46 68] ; [198  61],[74.57372654 39.42627346] ; [169.42627346  89.57372654],1
a2,1,0.000181,14.021193,[  7 107] ; [ 57 202],[19.56032172 94.43967828] ; [ 44.43967828 214.56032172],1
u1,1,0.000342,12.82761,[  4 110] ; [ 44 215],[14.67024129 99.32975871] ; [ 33.32975871 225.67024129],1
d5,1,0.000691,11.514103,[75 39] ; [212  47],[87.71581769 26.28418231] ; [199.28418231  59.71581769],1
r4,1,0.001419,10.181324,[91 23] ; [237  22],[100.24664879  13.75335121] ; [227.75335121  31.24664879],0
r3,1,0.001684,9.865772,[102  11] ; [252   6],[107.82210243   5.17789757] ; [246.17789757  11.82210243],0
v2,1,0.002118,9.44467,[48 62] ; [151  96],[61.31652661 48.68347339] ; [137.68347339 109.31652661],0
d4,1,0.002425,9.196491,[76 38] ; [210  49],[87.41018767 26.58981233] ; [198.58981233  60.41018767],0
b1,1,0.00624,7.479779,[51 63] ; [ 78 181],[39.42627346 74.57372654] ; [ 89.57372654 169.42627346],0
v4,1,0.007208,7.220404,[99 14] ; [246  12],[105.08086253   7.91913747] ; [239.91913747  18.08086253],0
p2,1,0.013634,6.084866,[86 25] ; [226  32],[93.85365854 17.14634146] ; [218.14634146  39.85365854],0
s5,1,0.020957,5.330376,[28 81] ; [ 39 214],[20.17403315 88.82596685] ; [ 46.82596685 206.17403315],0
d1,1,0.022472,5.208831,[47 67] ; [140 119],[57.15281501 56.84718499] ; [129.84718499 129.15281501],0
r1,1,0.026727,4.908376,[79 35] ; [206  52],[87.33870968 26.66129032] ; [197.66129032  60.33870968],0
b5,1,0.032557,4.568909,[56 58] ; [158 101],[65.40482574 48.59517426] ; [148.59517426 110.40482574],0
p10,1,0.034278,4.480772,[82 28] ; [215  41],[89.26229508 20.73770492] ; [207.73770492  48.26229508],0
v3,1,0.034837,4.453129,[30 81] ; [ 97 155],[38.83471074 72.16528926] ; [ 88.16528926 163.83471074],0
u3,1,0.047062,3.943161,[18 28] ; [46 34],[23.36507937 22.63492063] ; [40.63492063 39.36507937],0
a3,1,0.088346,2.904257,[68 46] ; [178  81],[75.1849866 38.8150134] ; [170.8150134  88.1849866],0
p8,1,0.106035,2.61234,[53 58] ; [144 109],[60.07417582 50.92582418] ; [136.92582418 116.07417582],0
p4,1,0.106949,2.598733,[54 57] ; [149 109],[61.06504065 49.93495935] ; [141.93495935 116.06504065],0
s1,1,0.122448,2.38572,[  4 108] ; [  3 252],[  2.13623978 109.86376022] ; [  4.86376022 250.13623978],0
s4,1,0.126149,2.339269,[14 99] ; [ 19 236],[ 10.13315217 102.86684783] ; [ 22.86684783 232.13315217],0
n3,1,0.177744,1.816386,[26  4] ; [40 14],[23.57142857  6.42857143] ; [42.42857143 11.57142857],0
a5,1,0.181425,1.785915,[74 40] ; [186  73],[79.46380697 34.53619303] ; [180.53619303  78.46380697],0
