Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.002707,8.995455,[17  9] ; [13 32],[10.98591549 15.01408451] ; [19.01408451 25.98591549],0
v3,1,0.006531,7.397639,[10 16] ; [ 5 40],[ 5.49295775 20.50704225] ; [ 9.50704225 35.49295775],0
a6,1,0.007412,7.17037,[ 8 19] ; [28 17],[13.5 13.5] ; [22.5 22.5],0
p2,1,0.008024,7.028021,[16 11] ; [39  6],[20.625  6.375] ; [34.375 10.625],0
d4,1,0.03256,4.568765,[19  8] ; [20 25],[14.625 12.375] ; [24.375 20.625],0
p9,1,0.055891,3.655301,[23  3] ; [30 14],[19.68571429  6.31428571] ; [33.31428571 10.68571429],0
d5,1,0.119464,2.424333,[18  9] ; [21 23],[14.83098592 12.16901408] ; [24.16901408 19.83098592],0
r3,1,0.132765,2.259868,[25  1] ; [38  7],[23.07042254  2.92957746] ; [39.92957746  5.07042254],0
r4,1,0.173404,1.853262,[23  4] ; [32 13],[20.625  6.375] ; [34.375 10.625],0
a4,1,0.205903,1.6,[ 9 18] ; [ 9 36],[ 6.75 20.25] ; [11.25 33.75],0
v4,1,0.259955,1.268996,[26  1] ; [39  5],[24.71830986  2.28169014] ; [40.28169014  3.71830986],0
p4,1,0.266575,1.234286,[ 9 18] ; [21 24],[11.25 15.75] ; [18.75 26.25],0
p10,1,0.273334,1.19994,[20  6] ; [29 16],[17.94366197  8.05633803] ; [31.05633803 13.94366197],0
r1,1,0.285287,1.141728,[19  8] ; [26 19],[16.875 10.125] ; [28.125 16.875],0
u1,1,0.28645,1.136232,[ 2 25] ; [ 1 44],[ 1.125 25.875] ; [ 1.875 43.125],0
s5,1,0.32141,0.983198,[12 13] ; [15 27],[10.07462687 14.92537313] ; [16.92537313 25.07462687],0
a5,1,0.327187,0.96,[10 17] ; [22 23],[12. 15.] ; [20. 25.],0
s2,1,0.373712,0.791286,[17  9] ; [24 20],[15.22857143 10.77142857] ; [25.77142857 18.22857143],0
b5,1,0.387534,0.746667,[14 13] ; [28 17],[15.75 11.25] ; [26.25 18.75],0
d3,1,0.408548,0.683021,[15 12] ; [20 24],[13.30985915 13.69014085] ; [21.69014085 22.30985915],0
s7,1,0.408548,0.683021,[12 15] ; [24 20],[13.69014085 13.30985915] ; [22.30985915 21.69014085],0
s8,1,0.414935,0.664615,[ 9 18] ; [11 34],[ 7.5 19.5] ; [12.5 32.5],0
a7,1,0.440495,0.594993,[19  8] ; [27 17],[17.49295775  9.50704225] ; [28.50704225 15.49295775],0
n1,1,0.445009,0.583333,[1 5] ; [ 5 10],[1.71428571 4.28571429] ; [ 4.28571429 10.71428571],0
n3,1,0.445009,0.583333,[5 1] ; [10  5],[4.28571429 1.71428571] ; [10.71428571  4.28571429],0
d2,1,0.446534,0.579434,[ 3 24] ; [ 8 37],[ 4.125 22.875] ; [ 6.875 38.125],0
s6,1,0.455186,0.557705,[19  6] ; [29 14],[17.64705882  7.35294118] ; [30.35294118 12.64705882],0
n6,1,0.479349,0.500344,[21  5] ; [33 12],[19.77464789  6.22535211] ; [34.22535211 10.77464789],0
b3,1,0.481615,0.495204,[ 2 11] ; [ 2 23],[ 1.36842105 11.63157895] ; [ 2.63157895 22.36842105],0
b2,1,0.481615,0.495204,[ 2 11] ; [ 2 23],[ 1.36842105 11.63157895] ; [ 2.63157895 22.36842105],0
p11,1,0.508883,0.436364,[20  7] ; [30 15],[18.75  8.25] ; [31.25 13.75],0
b1,1,0.571608,0.32,[ 9 18] ; [18 27],[10.125 16.875] ; [16.875 28.125],0
u3,1,0.608766,0.261976,[7 6] ; [15  9],[7.72972973 5.27027027] ; [14.27027027  9.72972973],0
p8,1,0.622946,0.241748,[10 16] ; [20 25],[10.98591549 15.01408451] ; [19.01408451 25.98591549],0
n4,1,0.624206,0.24,[16 11] ; [24 21],[15. 12.] ; [25. 20.],0
n5,1,0.639339,0.219608,[20  7] ; [31 14],[19.125  7.875] ; [31.875 13.125],0
p7,1,0.640625,0.217926,[16 10] ; [24 19],[15.07246377 10.92753623] ; [24.92753623 18.07246377],0
u2,1,0.665671,0.186708,[5 8] ; [11 13],[5.62162162 7.37837838] ; [10.37837838 13.62162162],0
a3,1,0.669983,0.181622,[14 13] ; [21 24],[13.125 13.875] ; [21.875 23.125],0
s1,1,0.690314,0.158745,[ 1 25] ; [ 1 44],[ 0.73239437 25.26760563] ; [ 1.26760563 43.73239437],0
p5,1,0.711138,0.137143,[ 1 26] ; [ 1 44],[ 0.75 26.25] ; [ 1.25 43.75],0
p12,1,0.711138,0.137143,[ 1 26] ; [ 1 44],[ 0.75 26.25] ; [ 1.25 43.75],0
p3,1,0.802839,0.062338,[11 16] ; [17 28],[10.5 16.5] ; [17.5 27.5],0
s3,1,0.806563,0.059958,[16 10] ; [29 16],[16.47887324  9.52112676] ; [28.52112676 16.47887324],0
b4,1,0.854632,0.033566,[15 12] ; [24 21],[14.625 12.375] ; [24.375 20.625],0
p6,1,0.896497,0.016923,[ 6 20] ; [11 34],[ 6.22535211 19.77464789] ; [10.77464789 34.22535211],0
r2,1,0.932597,0.007154,[23  4] ; [38  7],[22.875  4.125] ; [38.125  6.875],0
