Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,2e-05,18.18045,[28  8] ; [16 35],[18.20689655 17.79310345] ; [25.79310345 25.20689655],1
p10,1,5e-05,16.430026,[26  9] ; [16 37],[16.70454545 18.29545455] ; [25.29545455 27.70454545],1
p8,1,0.000221,13.642098,[18 19] ; [ 7 46],[10.27777778 26.72222222] ; [14.72222222 38.27777778],1
n6,1,0.000518,12.049968,[28  9] ; [20 32],[19.95505618 17.04494382] ; [28.04494382 23.95505618],1
p2,1,0.000606,11.758154,[24 11] ; [17 37],[16.12359551 18.87640449] ; [24.87640449 29.12359551],1
r3,1,0.000685,11.528533,[24 12] ; [16 37],[16.17977528 19.82022472] ; [23.82022472 29.17977528],1
p4,1,0.002854,8.898325,[17 20] ; [ 9 44],[10.68888889 26.31111111] ; [15.31111111 37.68888889],0
v2,1,0.007545,7.138449,[15 22] ; [ 8 44],[ 9.56179775 27.43820225] ; [13.43820225 38.56179775],0
p5,1,0.012508,6.237369,[ 6 31] ; [ 1 52],[ 2.87777778 34.12222222] ; [ 4.12222222 48.87777778],0
u3,1,0.013874,6.054078,[8 9] ; [ 3 21],[ 4.56097561 12.43902439] ; [ 6.43902439 17.56097561],0
p7,1,0.021759,5.264957,[15 21] ; [10 42],[10.22727273 25.77272727] ; [14.77272727 37.22727273],0
n3,1,0.023268,5.148387,[12  5] ; [10 18],[8.31111111 8.68888889] ; [13.68888889 14.31111111],0
a1,1,0.033208,4.535045,[ 1 37] ; [ 9 45],[ 4.13043478 33.86956522] ; [ 5.86956522 48.13043478],0
u2,1,0.06726,3.348643,[9 8] ; [ 6 18],[ 6.2195122 10.7804878] ; [ 8.7804878 15.2195122],0
b2,1,0.070992,3.259943,[ 5 15] ; [17 17],[ 8.14814815 11.85185185] ; [13.85185185 20.14814815],0
b3,1,0.070992,3.259943,[ 5 15] ; [17 17],[ 8.14814815 11.85185185] ; [13.85185185 20.14814815],0
p3,1,0.094128,2.802314,[11 26] ; [ 8 45],[ 7.81111111 29.18888889] ; [11.18888889 41.81111111],0
s8,1,0.103756,2.646845,[ 6 32] ; [ 3 51],[ 3.7173913 34.2826087] ; [ 5.2826087 48.7173913],0
s7,1,0.17753,1.818182,[10 25] ; [ 8 41],[ 7.5 27.5] ; [10.5 38.5],0
p6,1,0.177909,1.815002,[ 8 28] ; [ 6 46],[ 5.72727273 30.27272727] ; [ 8.27272727 43.72727273],0
n2,1,0.178663,1.808707,[12  6] ; [13 15],[9.7826087 8.2173913] ; [15.2173913 12.7826087],0
b4,1,0.182863,1.774198,[25 13] ; [28 26],[21.89130435 16.10869565] ; [31.10869565 22.89130435],0
b1,1,0.19162,1.705119,[18 20] ; [33 21],[21.06521739 16.93478261] ; [29.93478261 24.06521739],0
s1,1,0.210593,1.567348,[ 2 36] ; [ 7 46],[ 3.75824176 34.24175824] ; [ 5.24175824 47.75824176],0
s5,1,0.212906,1.551557,[ 5 33] ; [ 3 50],[ 3.34065934 34.65934066] ; [ 4.65934066 48.34065934],0
r1,1,0.245349,1.349596,[ 8 30] ; [17 36],[10.43956044 27.56043956] ; [14.56043956 38.43956044],0
v4,1,0.291939,1.110658,[23 14] ; [27 26],[20.55555556 16.44444444] ; [29.44444444 23.55555556],0
s3,1,0.341756,0.903832,[ 7 29] ; [15 38],[ 8.8988764 27.1011236] ; [13.1011236 39.8988764],0
s2,1,0.439226,0.598303,[ 7 30] ; [ 7 47],[ 5.69230769 31.30769231] ; [ 8.30769231 45.69230769],0
r2,1,0.446468,0.579602,[23 14] ; [27 23],[21.26436782 15.73563218] ; [28.73563218 21.26436782],0
d1,1,0.500842,0.453152,[16 22] ; [19 35],[14.45652174 23.54347826] ; [20.54347826 33.45652174],0
d5,1,0.515704,0.422477,[23 15] ; [29 25],[21.47826087 16.52173913] ; [30.52173913 23.47826087],0
p1,1,0.523876,0.406255,[ 5 32] ; [ 5 49],[ 4.06593407 32.93406593] ; [ 5.93406593 48.06593407],0
v1,1,0.529453,0.395442,[11 25] ; [13 40],[ 9.70786517 26.29213483] ; [14.29213483 38.70786517],0
a4,1,0.544108,0.367979,[12 26] ; [20 33],[13.36263736 24.63736264] ; [18.63736264 34.36263736],0
a2,1,0.547584,0.361663,[ 4 34] ; [ 8 46],[ 4.95652174 33.04347826] ; [ 7.04347826 46.95652174],0
a7,1,0.570658,0.321583,[19 18] ; [24 29],[17.67777778 19.32222222] ; [25.32222222 27.67777778],0
n4,1,0.578663,0.308401,[20 18] ; [31 22],[21.2967033 16.7032967] ; [29.7032967 23.2967033],0
v3,1,0.579991,0.30625,[ 8 29] ; [ 9 44],[ 6.98888889 30.01111111] ; [10.01111111 42.98888889],0
d4,1,0.589266,0.291491,[24 13] ; [32 22],[22.76923077 14.23076923] ; [33.23076923 20.76923077],0
u1,1,0.601143,0.273276,[ 4 34] ; [ 4 50],[ 3.30434783 34.69565217] ; [ 4.69565217 49.30434783],0
d2,1,0.731237,0.117979,[16 21] ; [21 32],[15.21111111 21.78888889] ; [21.78888889 31.21111111],0
b5,1,0.746769,0.104266,[17 21] ; [26 28],[17.76086957 20.23913043] ; [25.23913043 28.76086957],0
s4,1,0.765756,0.088763,[ 5 33] ; [ 6 48],[ 4.54347826 33.45652174] ; [ 6.45652174 47.54347826],0
