Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,130.559195,[ 64 241] ; [190  90],[132.42735043 172.57264957] ; [121.57264957 158.42735043],1
s2,1,0.0,99.104345,[ 98 203] ; [208  74],[157.98627787 143.01372213] ; [148.01372213 133.98627787],1
s6,1,0.0,66.008409,[162 137] ; [239  41],[207.07944732  91.92055268] ; [193.92055268  86.07944732],1
s3,1,0.0,65.624125,[122 177] ; [207  72],[170.19204152 128.80795848] ; [158.80795848 120.19204152],1
s5,1,0.0,42.717134,[ 59 235] ; [125 148],[ 95.40740741 198.59259259] ; [ 88.59259259 184.40740741],1
u1,1,1e-06,24.120128,[ 45 260] ; [ 90 193],[ 70.0255102 234.9744898] ; [ 64.9744898 218.0255102],1
a3,1,2e-06,22.792371,[194 110] ; [229  52],[219.81538462  84.18461538] ; [203.18461538  77.81538462],1
p6,1,6e-06,20.383037,[ 86 216] ; [130 149],[112.27538726 189.72461274] ; [103.72461274 175.27538726],1
p5,1,4e-05,16.867423,[ 17 287] ; [ 45 235],[ 32.2739726 271.7260274] ; [ 29.7260274 250.2739726],1
p4,1,0.000104,15.054899,[164 139] ; [196  85],[186.78082192 116.21917808] ; [173.21917808 107.78082192],1
a2,1,0.000173,14.106459,[ 69 236] ; [104 179],[ 89.73639456 215.26360544] ; [ 83.26360544 199.73639456],1
p3,1,0.000397,12.548558,[129 176] ; [160 121],[150.41808874 154.58191126] ; [138.58191126 142.41808874],1
d2,1,0.000612,11.739355,[130 174] ; [160 121],[150.7008547 153.2991453] ; [139.2991453 141.7008547],1
p7,1,0.00106,10.720047,[172 127] ; [193  80],[190.79545455 108.20454545] ; [174.20454545  98.79545455],0
v3,1,0.001132,10.598899,[ 97 195] ; [126 144],[115.86476868 176.13523132] ; [107.13523132 162.86476868],0
n5,1,0.001608,9.950152,[207  96] ; [225  57],[223.75384615  79.24615385] ; [208.24615385  73.75384615],0
n6,1,0.001984,9.564656,[249  55] ; [255  26],[261.90769231  42.09230769] ; [242.09230769  38.90769231],0
n4,1,0.002301,9.292429,[219  85] ; [233  49],[234.48464164  69.51535836] ; [217.51535836  64.48464164],0
s1,1,0.002425,9.196005,[  3 296] ; [ 15 263],[  9.32755633 289.67244367] ; [  8.67244367 269.32755633],0
a5,1,0.006036,7.539527,[216  89] ; [228  55],[230.30612245  74.69387755] ; [213.69387755  69.30612245],0
p9,1,0.007403,7.172573,[246  53] ; [252  28],[257.17098446  41.82901554] ; [240.82901554  39.17098446],0
v2,1,0.009724,6.684754,[155 132] ; [178  97],[170.05516014 116.94483986] ; [162.94483986 112.05516014],0
v1,1,0.011216,6.430754,[145 150] ; [166 112],[160.11343805 134.88656195] ; [150.88656195 127.11343805],0
d1,1,0.016852,5.711748,[179 126] ; [193  90],[192.95918367 112.04081633] ; [179.04081633 103.95918367],0
p10,1,0.018382,5.559374,[238  63] ; [243  38],[248.76460481  52.23539519] ; [232.23539519  48.76460481],0
u4,1,0.021037,5.323696,[  3 302] ; [ 11 272],[  7.26190476 297.73809524] ; [  6.73809524 276.26190476],0
a4,1,0.03133,4.634763,[124 180] ; [140 142],[136.9556314 167.0443686] ; [127.0443686 154.9556314],0
a8,1,0.033845,4.502499,[ 35 246] ; [ 47 198],[ 43.80608365 237.19391635] ; [ 38.19391635 206.80608365],0
a1,1,0.03582,4.405662,[  7 298] ; [ 16 267],[ 11.93027211 293.06972789] ; [ 11.06972789 271.93027211],0
p12,1,0.042564,4.112644,[ 19 284] ; [ 31 252],[ 25.85324232 277.14675768] ; [ 24.14675768 258.85324232],0
p1,1,0.046351,3.968782,[ 21 282] ; [ 33 249],[ 27.96923077 275.03076923] ; [ 26.03076923 255.96923077],0
r1,1,0.058117,3.590311,[255  47] ; [253  29],[262.69863014  39.30136986] ; [245.30136986  36.69863014],0
p8,1,0.127365,2.324329,[152 148] ; [159 120],[161.13989637 138.86010363] ; [149.86010363 129.13989637],0
s4,1,0.130773,2.28331,[ 42 255] ; [ 53 229],[ 48.73056995 248.26943005] ; [ 46.26943005 235.73056995],0
d3,1,0.13094,2.28133,[233  72] ; [229  52],[240.46075085  64.53924915] ; [221.53924915  59.46075085],0
u2,1,0.13333,2.253298,[59 51] ; [35 18],[63.43558282 46.56441718] ; [30.56441718 22.43558282],0
u3,1,0.137406,2.206774,[68 41] ; [40 14],[72.2208589 36.7791411] ; [35.7791411 18.2208589],0
b2,1,0.236826,1.399388,[ 53 108] ; [ 76 119],[ 58.33988764 102.66011236] ; [ 70.66011236 124.33988764],0
b3,1,0.236826,1.399388,[ 53 108] ; [ 76 119],[ 58.33988764 102.66011236] ; [ 70.66011236 124.33988764],0
p2,1,0.242467,1.366196,[255  49] ; [247  36],[259.97955707  44.02044293] ; [242.02044293  40.97955707],0
r2,1,0.242942,1.363439,[296   7] ; [280   3],[297.82935154   5.17064846] ; [278.17064846   4.82935154],0
n1,1,0.257766,1.280714,[21 41] ; [23 29],[23.92982456 38.07017544] ; [20.07017544 31.92982456],0
r3,1,0.259709,1.270308,[302   3] ; [276   6],[300.32367973   4.67632027] ; [277.67632027   4.32367973],0
b5,1,0.319156,0.992401,[208  97] ; [182 101],[202.29591837 102.70408163] ; [187.70408163  95.29591837],0
d4,1,0.331208,0.944169,[255  50] ; [243  38],[259.19795222  45.80204778] ; [238.80204778  42.19795222],0
p11,1,0.383414,0.759726,[246  59] ; [220  63],[241.71768707  63.28231293] ; [224.28231293  58.71768707],0
n3,1,0.402097,0.702047,[51 13] ; [38 14],[49.10344828 14.89655172] ; [39.89655172 12.10344828],0
v4,1,0.480512,0.497701,[297   8] ; [278   5],[298.25680272   6.74319728] ; [276.74319728   6.25680272],0
a6,1,0.559698,0.340228,[238  67] ; [224  56],[240.87179487  64.12820513] ; [221.12820513  58.87179487],0
d5,1,0.817285,0.053379,[254  51] ; [236  45],[255.03412969  49.96587031] ; [234.96587031  46.03412969],0
n2,1,0.848423,0.036531,[47 17] ; [39 13],[47.44827586 16.55172414] ; [38.55172414 13.44827586],0
b1,1,0.887436,0.020036,[105 200] ; [ 99 184],[105.81632653 199.18367347] ; [ 98.18367347 184.81632653],0
