Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,6e-06,20.507099,[27  5] ; [45 70],[15.67346939 16.32653061] ; [56.32653061 58.67346939],1
s4,1,0.000319,12.953868,[13 18] ; [15 99],[ 5.9862069 25.0137931] ; [22.0137931 91.9862069],1
p12,1,0.001105,10.643519,[ 5 27] ; [  2 113],[ 1.52380952 30.47619048] ; [  5.47619048 109.52380952],0
s8,1,0.002601,9.068411,[17 15] ; [29 86],[10.01360544 21.98639456] ; [35.98639456 79.01360544],0
r4,1,0.00954,6.718848,[28  4] ; [73 42],[21.98639456 10.01360544] ; [79.01360544 35.98639456],0
a5,1,0.010841,6.491168,[26  6] ; [65 50],[19.80952381 12.19047619] ; [71.19047619 43.80952381],0
s2,1,0.012796,6.197071,[18 14] ; [37 78],[11.97278912 20.02721088] ; [43.02721088 71.97278912],0
d4,1,0.018772,5.522649,[29  3] ; [80 34],[23.89041096  8.10958904] ; [85.10958904 28.89041096],0
r3,1,0.019007,5.50091,[30  2] ; [85 29],[25.20547945  6.79452055] ; [89.79452055 24.20547945],0
p1,1,0.025648,4.979586,[ 6 26] ; [  7 108],[ 2.82993197 29.17006803] ; [ 10.17006803 104.82993197],0
p5,1,0.03863,4.277081,[ 3 29] ; [  2 110],[ 1.11111111 30.88888889] ; [  3.88888889 108.11111111],0
p4,1,0.042234,4.125795,[11 20] ; [21 93],[ 6.84137931 24.15862069] ; [25.15862069 88.84137931],0
d2,1,0.044524,4.036576,[22 10] ; [55 58],[16.99310345 15.00689655] ; [60.00689655 52.99310345],0
p6,1,0.050632,3.820408,[ 6 26] ; [  8 104],[ 3.11111111 28.88888889] ; [ 10.88888889 101.11111111],0
v2,1,0.060933,3.511803,[17 13] ; [41 68],[12.51798561 17.48201439] ; [45.48201439 63.51798561],0
s3,1,0.068365,3.32185,[19 13] ; [47 67],[14.46575342 17.53424658] ; [51.53424658 62.46575342],0
p10,1,0.092453,2.831136,[19 12] ; [50 63],[14.85416667 16.14583333] ; [54.14583333 58.85416667],0
s7,1,0.094312,2.799189,[15 15] ; [36 72],[11.08695652 18.91304348] ; [39.91304348 68.08695652],0
r2,1,0.104043,2.642455,[30  2] ; [91 20],[27.07692308  4.92307692] ; [93.92307692 17.07692308],0
a4,1,0.130819,2.282763,[18 14] ; [47 67],[14.24657534 17.75342466] ; [50.75342466 63.24657534],0
p3,1,0.148701,2.085529,[10 22] ; [22 92],[ 7.01369863 24.98630137] ; [24.98630137 89.01369863],0
r1,1,0.15582,2.014328,[24  8] ; [70 44],[20.60273973 11.39726027] ; [73.39726027 40.60273973],0
n4,1,0.167202,1.90785,[18 14] ; [79 35],[21.26027397 10.73972603] ; [75.73972603 38.26027397],0
n6,1,0.184396,1.761835,[25  7] ; [75 39],[21.91780822 10.08219178] ; [78.08219178 35.91780822],0
p9,1,0.197196,1.663023,[19 12] ; [53 57],[15.82978723 15.17021277] ; [56.17021277 53.82978723],0
v4,1,0.21066,1.566882,[27  5] ; [84 30],[24.32876712  7.67123288] ; [86.67123288 27.32876712],0
n5,1,0.211529,1.560928,[18 14] ; [77 36],[20.96551724 11.03448276] ; [74.03448276 38.96551724],0
d5,1,0.214831,1.538568,[25  7] ; [76 38],[22.1369863  9.8630137] ; [78.8630137 35.1369863],0
u2,1,0.26762,1.228905,[2 5] ; [21 20],[3.35416667 3.64583333] ; [19.64583333 21.35416667],0
a3,1,0.28309,1.152196,[24  8] ; [74 40],[21.47945205 10.52054795] ; [76.52054795 37.47945205],0
v1,1,0.38961,0.740159,[13 19] ; [36 75],[10.96503497 21.03496503] ; [38.03496503 72.96503497],0
u3,1,0.402987,0.699395,[3 5] ; [22 19],[4.08163265 3.91836735] ; [20.91836735 20.08163265],0
a1,1,0.416775,0.659392,[ 5 27] ; [ 12 103],[ 3.70068027 28.29931973] ; [ 13.29931973 101.70068027],0
d3,1,0.445078,0.583155,[19 13] ; [59 55],[17.09589041 14.90410959] ; [60.90410959 53.09589041],0
n2,1,0.505887,0.442565,[10  4] ; [29 18],[8.95081967 5.04918033] ; [30.04918033 16.95081967],0
v3,1,0.576,0.312746,[11 18] ; [35 73],[ 9.73722628 19.26277372] ; [36.26277372 71.73722628],0
u1,1,0.579656,0.306792,[ 4 28] ; [19 96],[ 5.00680272 26.99319728] ; [17.99319728 97.00680272],0
a6,1,0.615816,0.251792,[19 13] ; [62 52],[17.75342466 14.24657534] ; [63.24657534 50.75342466],0
b1,1,0.620273,0.245484,[18 14] ; [59 56],[16.76190476 15.23809524] ; [60.23809524 54.76190476],0
p7,1,0.631685,0.229783,[ 6 26] ; [25 85],[ 6.98591549 25.01408451] ; [24.01408451 85.98591549],0
d1,1,0.657588,0.196467,[17 15] ; [56 59],[15.89115646 16.10884354] ; [57.10884354 57.89115646],0
s1,1,0.665079,0.187412,[ 3 29] ; [  8 105],[ 2.42758621 29.57241379] ; [  8.57241379 104.42758621],0
a7,1,0.729839,0.119259,[18 14] ; [68 46],[18.84931507 13.15068493] ; [67.15068493 46.84931507],0
n3,1,0.736486,0.113239,[7 6] ; [26 18],[7.52631579 5.47368421] ; [25.47368421 18.52631579],0
b2,1,0.758037,0.094901,[ 9 15] ; [32 46],[ 9.64705882 14.35294118] ; [31.35294118 46.64705882],0
b3,1,0.758037,0.094901,[ 9 15] ; [32 46],[ 9.64705882 14.35294118] ; [31.35294118 46.64705882],0
b4,1,0.769904,0.085556,[18 14] ; [68 47],[18.72108844 13.27891156] ; [67.27891156 47.72108844],0
p11,1,0.787729,0.072501,[17 15] ; [58 57],[16.32653061 15.67346939] ; [58.67346939 56.32653061],0
a2,1,0.875116,0.0247,[ 6 26] ; [23 92],[ 6.31292517 25.68707483] ; [22.68707483 92.31292517],0
b5,1,0.909922,0.0128,[19 13] ; [67 48],[18.72108844 13.27891156] ; [67.27891156 47.72108844],0
u4,1,0.922321,0.009508,[ 1 31] ; [  4 111],[ 1.08843537 30.91156463] ; [  3.91156463 111.08843537],0
n1,1,0.974426,0.001028,[6 7] ; [21 25],[5.94915254 7.05084746] ; [21.05084746 24.94915254],0
a8,1,0.988319,0.000214,[ 3 27] ; [ 11 100],[ 2.9787234 27.0212766] ; [11.0212766 99.9787234],0
