Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b1,1,0.024601,5.051788,[ 4 14] ; [25 22],[8.03076923 9.96923077] ; [20.96923077 26.03076923],0
p8,1,0.02988,4.716203,[ 4 14] ; [24 22],[ 7.875 10.125] ; [20.125 25.875],0
a6,1,0.085277,2.961337,[15  3] ; [28 18],[12.09375  5.90625] ; [30.90625 15.09375],0
d1,1,0.097785,2.741303,[11  7] ; [18 29],[8.03076923 9.96923077] ; [20.96923077 26.03076923],0
r3,1,0.122432,2.385927,[16  2] ; [46  1],[17.16923077  0.83076923] ; [44.83076923  2.16923077],0
a5,1,0.163549,1.941098,[13  5] ; [25 22],[10.52307692  7.47692308] ; [27.47692308 19.52307692],0
a7,1,0.190516,1.713626,[13  5] ; [25 21],[10.6875  7.3125] ; [27.3125 18.6875],0
u3,1,0.193472,1.69098,[4 1] ; [8 9],[2.72727273 2.27272727] ; [9.27272727 7.72727273],0
u2,1,0.193472,1.69098,[4 1] ; [8 9],[2.72727273 2.27272727] ; [9.27272727 7.72727273],0
a4,1,0.195367,1.67667,[ 8 10] ; [13 34],[ 5.81538462 12.18461538] ; [15.18461538 31.81538462],0
v3,1,0.198837,1.650895,[8 9] ; [14 33],[ 5.84375 11.15625] ; [16.15625 30.84375],0
p3,1,0.220332,1.502207,[ 4 14] ; [18 29],[ 6.09230769 11.90769231] ; [15.90769231 31.09230769],0
u1,1,0.226282,1.464079,[ 4 14] ; [ 5 42],[ 2.49230769 15.50769231] ; [ 6.50769231 40.49230769],0
s7,1,0.233749,1.417903,[11  6] ; [22 24],[8.9047619 8.0952381] ; [24.0952381 21.9047619],0
n1,1,0.247879,1.335216,[3 2] ; [ 5 11],[1.9047619 3.0952381] ; [6.0952381 9.9047619],0
r1,1,0.28938,1.122505,[11  7] ; [35 12],[12.73846154  5.26153846] ; [33.26153846 13.73846154],0
n5,1,0.28938,1.122505,[11  7] ; [35 12],[12.73846154  5.26153846] ; [33.26153846 13.73846154],0
b2,1,0.290642,1.116646,[3 6] ; [15 13],[4.37837838 4.62162162] ; [13.62162162 14.37837838],0
b3,1,0.290642,1.116646,[3 6] ; [15 13],[4.37837838 4.62162162] ; [13.62162162 14.37837838],0
d3,1,0.300204,1.073286,[11  7] ; [21 24],[9.14285714 8.85714286] ; [22.85714286 22.14285714],0
s8,1,0.303136,1.060346,[10  8] ; [19 27],[8.15625 9.84375] ; [20.84375 25.15625],0
n6,1,0.331971,0.941194,[13  5] ; [39  8],[14.4  3.6] ; [37.6  9.4],0
s2,1,0.332894,0.937606,[11  6] ; [24 23],[9.296875 7.703125] ; [25.703125 21.296875],0
p1,1,0.344383,0.894047,[ 4 14] ; [ 6 41],[ 2.76923077 15.23076923] ; [ 7.23076923 39.76923077],0
d4,1,0.357231,0.847604,[15  3] ; [34 13],[13.56923077  4.43076923] ; [35.43076923 11.56923077],0
s5,1,0.360767,0.83522,[7 9] ; [14 31],[ 5.50819672 10.49180328] ; [15.49180328 29.50819672],0
v1,1,0.395848,0.720901,[10  7] ; [22 25],[8.5 8.5] ; [23.5 23.5],0
b4,1,0.432168,0.61699,[10  8] ; [21 26],[8.58461538 9.41538462] ; [22.41538462 24.58461538],0
s4,1,0.453978,0.560701,[ 3 14] ; [ 5 42],[ 2.125 14.875] ; [ 5.875 41.125],0
p5,1,0.473919,0.512824,[ 1 17] ; [ 1 46],[ 0.55384615 17.44615385] ; [ 1.44615385 45.55384615],0
d2,1,0.539494,0.376478,[ 8 10] ; [17 30],[ 6.92307692 11.07692308] ; [18.07692308 28.92307692],0
a3,1,0.591537,0.287951,[13  5] ; [30 16],[12.09375  5.90625] ; [30.90625 15.09375],0
n2,1,0.677856,0.172549,[5 1] ; [12  4],[4.63636364 1.36363636] ; [12.36363636  3.63636364],0
n3,1,0.695895,0.152778,[4 2] ; [12  4],[4.36363636 1.63636364] ; [11.63636364  4.36363636],0
d5,1,0.707749,0.140536,[13  5] ; [31 15],[12.375  5.625] ; [31.625 14.375],0
p10,1,0.707749,0.140536,[13  5] ; [31 15],[12.375  5.625] ; [31.625 14.375],0
p11,1,0.714625,0.133701,[11  7] ; [31 16],[11.63076923  6.36923077] ; [30.36923077 16.63076923],0
s3,1,0.748275,0.102986,[9 8] ; [27 20],[9.5625 7.4375] ; [26.4375 20.5625],0
b5,1,0.781637,0.076832,[14  4] ; [35 12],[13.56923077  4.43076923] ; [35.43076923 11.56923077],0
s6,1,0.797899,0.06557,[10  8] ; [26 18],[10.4516129  7.5483871] ; [25.5483871 18.4516129],0
v2,1,0.799596,0.06445,[9 8] ; [26 20],[9.44444444 7.55555556] ; [25.55555556 20.44444444],0
n4,1,0.853727,0.033991,[13  5] ; [35 12],[13.29230769  4.70769231] ; [34.70769231 12.29230769],0
p2,1,0.853727,0.033991,[13  5] ; [35 12],[13.29230769  4.70769231] ; [34.70769231 12.29230769],0
r4,1,0.855798,0.033024,[16  2] ; [41  6],[15.78461538  2.21538462] ; [41.21538462  5.78461538],0
a2,1,0.859282,0.031431,[ 3 15] ; [ 7 40],[ 2.76923077 15.23076923] ; [ 7.23076923 39.76923077],0
p9,1,0.885841,0.020612,[14  4] ; [35 11],[13.78125  4.21875] ; [35.21875 10.78125],0
a1,1,0.901145,0.015429,[ 1 17] ; [ 3 44],[ 1.10769231 16.89230769] ; [ 2.89230769 44.10769231],0
s1,1,0.926396,0.008534,[ 1 16] ; [ 3 43],[ 1.07936508 15.92063492] ; [ 2.92063492 43.07936508],0
