Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.000268,13.283806,[26 13] ; [ 5 20],[18.890625 20.109375] ; [12.109375 12.890625],1
d5,1,0.00126,10.399855,[27 12] ; [ 7 18],[20.71875 18.28125] ; [13.28125 11.71875],0
a3,1,0.001316,10.32006,[26 13] ; [ 6 18],[19.80952381 19.19047619] ; [12.19047619 11.80952381],0
s2,1,0.047541,3.926124,[13 25] ; [ 3 22],[ 9.65079365 28.34920635] ; [ 6.34920635 18.65079365],0
v3,1,0.049974,3.842327,[11 28] ; [ 2 23],[ 7.921875 31.078125] ; [ 5.078125 19.921875],0
v2,1,0.054553,3.695686,[18 21] ; [ 5 18],[14.46774194 24.53225806] ; [ 8.53225806 14.46774194],0
n5,1,0.074083,3.190154,[21 18] ; [19  6],[24.375 14.625] ; [15.625  9.375],0
a5,1,0.200185,1.641026,[22 17] ; [10 15],[19.5 19.5] ; [12.5 12.5],0
a7,1,0.200185,1.641026,[22 17] ; [10 15],[19.5 19.5] ; [12.5 12.5],0
p10,1,0.212968,1.551133,[22 16] ; [10 14],[19.61290323 18.38709677] ; [12.38709677 11.61290323],0
s7,1,0.2225,1.488171,[ 9 25] ; [ 3 20],[ 7.15789474 26.84210526] ; [ 4.84210526 18.15789474],0
a6,1,0.230827,1.43576,[20 19] ; [ 9 16],[17.671875 21.328125] ; [11.328125 13.671875],0
b4,1,0.241508,1.371769,[23 16] ; [11 14],[20.71875 18.28125] ; [13.28125 11.71875],0
v1,1,0.247074,1.339775,[13 26] ; [ 5 20],[10.96875 28.03125] ; [ 7.03125 17.96875],0
d2,1,0.247074,1.339775,[13 26] ; [ 5 20],[10.96875 28.03125] ; [ 7.03125 17.96875],0
n1,1,0.280828,1.163077,[ 3 12] ; [5 8],[ 4.28571429 10.71428571] ; [3.71428571 9.28571429],0
s6,1,0.289334,1.122719,[16 23] ; [ 7 18],[14.015625 24.984375] ; [ 8.984375 16.015625],0
a8,1,0.323654,0.974124,[ 4 31] ; [ 5 19],[ 5.33898305 29.66101695] ; [ 3.66101695 20.33898305],0
a1,1,0.362861,0.827967,[ 4 35] ; [ 1 24],[ 3.046875 35.953125] ; [ 1.953125 23.046875],0
a2,1,0.362861,0.827967,[ 4 35] ; [ 1 24],[ 3.046875 35.953125] ; [ 1.953125 23.046875],0
r1,1,0.389949,0.739101,[15 24] ; [ 7 18],[13.40625 25.59375] ; [ 8.59375 16.40625],0
p4,1,0.422269,0.643992,[18 21] ; [ 9 16],[16.453125 22.546875] ; [10.546875 14.453125],0
p6,1,0.423492,0.640604,[ 5 33] ; [ 5 19],[ 6.12903226 31.87096774] ; [ 3.87096774 20.12903226],0
a4,1,0.425251,0.635758,[13 26] ; [ 6 19],[11.578125 27.421875] ; [ 7.421875 17.578125],0
n2,1,0.488462,0.479912,[10  5] ; [7 6],[9.10714286 5.89285714] ; [7.89285714 5.10714286],0
b3,1,0.528009,0.398222,[ 8 18] ; [ 3 11],[ 7.15 18.85] ; [ 3.85 10.15],0
b2,1,0.528009,0.398222,[ 8 18] ; [ 3 11],[ 7.15 18.85] ; [ 3.85 10.15],0
u3,1,0.533003,0.388664,[4 9] ; [ 4 15],[3.25 9.75] ; [ 4.75 14.25],0
p12,1,0.551598,0.354462,[ 3 36] ; [ 1 24],[ 2.4375 36.5625] ; [ 1.5625 23.4375],0
r4,1,0.557163,0.34464,[ 7 32] ; [ 6 19],[ 7.921875 31.078125] ; [ 5.078125 19.921875],0
s1,1,0.564055,0.332732,[ 3 36] ; [ 3 22],[ 3.65625 35.34375] ; [ 2.34375 22.65625],0
v4,1,0.583184,0.301115,[23 16] ; [13 12],[21.9375 17.0625] ; [14.0625 10.9375],0
b1,1,0.599152,0.276277,[24 15] ; [17  8],[24.984375 14.015625] ; [16.015625  8.984375],0
p5,1,0.612409,0.256682,[ 2 37] ; [ 2 22],[ 2.47619048 36.52380952] ; [ 1.52380952 22.47619048],0
p9,1,0.683015,0.166752,[22 15] ; [13 11],[21.2295082 15.7704918] ; [13.7704918 10.2295082],0
p3,1,0.700223,0.14824,[ 9 29] ; [ 7 18],[ 9.65079365 28.34920635] ; [ 6.34920635 18.65079365],0
s3,1,0.710368,0.13791,[12 25] ; [ 7 18],[11.33870968 25.66129032] ; [ 7.66129032 17.33870968],0
u2,1,0.718894,0.129555,[7 6] ; [ 9 10],[6.5 6.5] ; [9.5 9.5],0
