Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,37.679676,[32 50] ; [116  30],[53.22807018 28.77192982] ; [94.77192982 51.22807018],1
a5,1,0.001711,9.836075,[29 54] ; [83 64],[40.4173913 42.5826087] ; [71.5826087 75.4173913],0
r4,1,0.006371,7.44225,[51 32] ; [115  32],[59.90434783 23.09565217] ; [106.09565217  40.90434783],0
n6,1,0.006999,7.273135,[51 32] ; [114  32],[59.80349345 23.19650655] ; [105.19650655  40.80349345],0
s6,1,0.009324,6.7596,[34 48] ; [85 58],[43.36888889 38.63111111] ; [75.63111111 67.36888889],0
r1,1,0.010123,6.613139,[38 45] ; [93 54],[47.27391304 35.72608696] ; [83.72608696 63.27391304],0
p5,1,0.016794,5.717821,[ 2 79] ; [ 17 129],[ 6.77973568 74.22026432] ; [ 12.22026432 133.77973568],0
v3,1,0.021282,5.303573,[ 8 73] ; [ 32 113],[14.33628319 66.66371681] ; [ 25.66371681 119.33628319],0
n1,1,0.028906,4.773231,[ 9 22] ; [20 16],[13.41791045 17.58208955] ; [15.58208955 20.41791045],0
a8,1,0.037596,4.323188,[ 6 72] ; [ 25 114],[11.14285714 66.85714286] ; [ 19.85714286 119.14285714],0
r2,1,0.04636,3.968477,[63 20] ; [126  20],[68.50218341 14.49781659] ; [120.49781659  25.50218341],0
s7,1,0.046813,3.95211,[21 60] ; [54 84],[27.73972603 53.26027397] ; [47.26027397 90.73972603],0
a4,1,0.067839,3.334546,[16 67] ; [ 44 101],[21.84210526 61.15789474] ; [ 38.15789474 106.84210526],0
p11,1,0.070666,3.267493,[49 34] ; [104  43],[55.21304348 27.78695652] ; [97.78695652 49.21304348],0
d5,1,0.09232,2.833445,[34 48] ; [78 69],[40.10480349 41.89519651] ; [71.89519651 75.10480349],0
a3,1,0.102746,2.662396,[36 46] ; [80 65],[41.9030837 40.0969163] ; [74.0969163 70.9030837],0
p12,1,0.107606,2.589029,[ 1 82] ; [  8 137],[ 3.27631579 79.72368421] ; [  5.72368421 139.27631579],0
s4,1,0.110236,2.550832,[21 62] ; [ 24 121],[16.38157895 66.61842105] ; [ 28.61842105 116.38157895],0
b3,1,0.161069,1.964164,[ 9 32] ; [31 60],[12.42424242 28.57575758] ; [27.57575758 63.42424242],0
b2,1,0.161069,1.964164,[ 9 32] ; [31 60],[12.42424242 28.57575758] ; [27.57575758 63.42424242],0
d3,1,0.174138,1.846957,[32 49] ; [ 45 102],[27.35526316 53.64473684] ; [49.64473684 97.35526316],0
a2,1,0.179654,1.800481,[ 3 80] ; [ 12 135],[ 5.41304348 77.58695652] ; [  9.58695652 137.41304348],0
v4,1,0.219331,1.508746,[67 15] ; [128  18],[70.13157895 11.86842105] ; [124.86842105  21.13157895],0
p3,1,0.228998,1.447075,[24 59] ; [54 93],[28.14782609 54.85217391] ; [49.85217391 97.14782609],0
s2,1,0.236481,1.401447,[27 56] ; [59 87],[31.17030568 51.82969432] ; [54.82969432 91.17030568],0
p7,1,0.2465,1.343033,[44 34] ; [70 75],[39.87443946 38.12556054] ; [74.12556054 70.87443946],0
p4,1,0.270168,1.215892,[32 50] ; [68 78],[35.96491228 46.03508772] ; [64.03508772 81.96491228],0
p10,1,0.315244,1.008576,[48 33] ; [95 49],[51.48 29.52] ; [91.52 52.48],0
r3,1,0.323869,0.973258,[65 18] ; [122  24],[67.77729258 15.22270742] ; [119.22270742  26.77729258],0
p2,1,0.32492,0.96904,[57 25] ; [111  36],[60.15720524 21.84279476] ; [107.84279476  39.15720524],0
s5,1,0.327736,0.957821,[16 65] ; [ 36 105],[18.97297297 62.02702703] ; [ 33.02702703 107.97297297],0
v1,1,0.336771,0.922685,[25 57] ; [53 91],[28.30088496 53.69911504] ; [49.69911504 94.30088496],0
u2,1,0.352175,0.865605,[24 22] ; [29 38],[21.57522124 24.42477876] ; [31.42477876 35.57522124],0
u3,1,0.354344,0.85784,[25 21] ; [30 36],[22.58928571 23.41071429] ; [32.41071429 33.58928571],0
d2,1,0.395306,0.722559,[18 65] ; [ 25 121],[15.58515284 67.41484716] ; [ 27.41484716 118.58515284],0
s3,1,0.417965,0.656029,[36 47] ; [70 73],[38.92920354 44.07079646] ; [67.07079646 75.92920354],0
a6,1,0.44913,0.572847,[42 41] ; [82 65],[44.74782609 38.25217391] ; [79.25217391 67.74782609],0
p1,1,0.449483,0.571956,[ 6 76] ; [ 15 130],[ 7.58590308 74.41409692] ; [ 13.41409692 131.58590308],0
a1,1,0.507348,0.439534,[ 5 78] ; [  6 141],[ 3.96956522 79.03043478] ; [  7.03043478 139.96956522],0
b4,1,0.511153,0.431706,[42 41] ; [81 66],[44.38695652 38.61304348] ; [78.61304348 68.38695652],0
s8,1,0.565705,0.329922,[18 64] ; [ 37 109],[19.78070175 62.21929825] ; [ 35.21929825 110.78070175],0
p9,1,0.64572,0.211339,[55 26] ; [102  42],[56.52 24.48] ; [100.48  43.52],0
d4,1,0.657033,0.197148,[46 37] ; [77 70],[44.38695652 38.61304348] ; [78.61304348 68.38695652],0
n3,1,0.677661,0.172771,[21 10] ; [22 13],[20.1969697 10.8030303] ; [22.8030303 12.1969697],0
a7,1,0.723904,0.124783,[46 36] ; [86 61],[47.26637555 34.73362445] ; [84.73362445 62.26637555],0
s1,1,0.76455,0.089707,[ 6 77] ; [  9 136],[ 5.46052632 77.53947368] ; [  9.53947368 135.46052632],0
p6,1,0.765213,0.089187,[18 63] ; [ 35 111],[18.91189427 62.08810573] ; [ 34.08810573 111.91189427],0
b5,1,0.813735,0.055513,[51 32] ; [88 59],[50.16086957 32.83913043] ; [88.83913043 58.16086957],0
p8,1,0.885229,0.020835,[32 50] ; [58 87],[32.51101322 49.48898678] ; [57.48898678 87.51101322],0
b1,1,0.896934,0.016779,[38 45] ; [66 81],[37.53043478 45.46956522] ; [66.46956522 80.53043478],0
n2,1,0.949872,0.003952,[22  9] ; [26 11],[21.88235294  9.11764706] ; [26.11764706 10.88235294],0
