Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.002309,9.285864,[27 66] ; [15  9],[33.38461538 59.61538462] ; [ 8.61538462 15.38461538],0
s7,1,0.005342,7.759885,[27 64] ; [14  9],[32.72807018 58.27192982] ; [ 8.27192982 14.72807018],0
p11,1,0.009011,6.820608,[39 56] ; [17  7],[44.70588235 50.29411765] ; [11.29411765 12.70588235],0
a8,1,0.009128,6.797625,[ 9 76] ; [ 7 14],[12.83018868 72.16981132] ; [ 3.16981132 17.83018868],0
s6,1,0.009956,6.642813,[46 49] ; [18  5],[51.52542373 43.47457627] ; [12.47457627 10.52542373],0
p5,1,0.014862,5.932739,[ 5 89] ; [ 5 19],[ 7.96610169 86.03389831] ; [ 2.03389831 21.96610169],0
s3,1,0.022493,5.207204,[40 53] ; [16  7],[44.89655172 48.10344828] ; [11.10344828 11.89655172],0
b4,1,0.036328,4.381635,[53 42] ; [19  5],[57.4789916 37.5210084] ; [14.5210084  9.4789916],0
n4,1,0.043104,4.091328,[74 21] ; [23  1],[77.43697479 17.56302521] ; [19.56302521  4.43697479],0
r1,1,0.082231,3.02025,[61 33] ; [20  4],[64.52542373 29.47457627] ; [16.47457627  7.52542373],0
v2,1,0.107269,2.594002,[28 65] ; [11 12],[31.26724138 61.73275862] ; [ 7.73275862 15.26724138],0
s8,1,0.118356,2.438936,[22 73] ; [ 9 14],[24.95762712 70.04237288] ; [ 6.04237288 16.95762712],0
p2,1,0.129304,2.300841,[51 44] ; [17  7],[54.28571429 40.71428571] ; [13.71428571 10.28571429],0
n3,1,0.137773,2.202653,[22 21] ; [5 1],[23.69387755 19.30612245] ; [3.30612245 2.69387755],0
s4,1,0.143088,2.144428,[12 81] ; [ 6 18],[14.30769231 78.69230769] ; [ 3.69230769 20.30769231],0
p7,1,0.162906,1.947039,[38 56] ; [13 10],[40.97435897 53.02564103] ; [10.02564103 12.97435897],0
p4,1,0.201478,1.631629,[34 61] ; [12 12],[36.72268908 58.27731092] ; [ 9.27731092 14.72268908],0
v3,1,0.256382,1.288189,[24 69] ; [ 9 15],[26.23076923 66.76923077] ; [ 6.76923077 17.23076923],0
b5,1,0.268297,1.225433,[63 32] ; [13 11],[60.67226891 34.32773109] ; [15.32773109  8.67226891],0
a1,1,0.281265,1.160969,[11 84] ; [ 1 23],[ 9.57983193 85.42016807] ; [ 2.42016807 21.57983193],0
p6,1,0.313271,1.016836,[25 69] ; [ 4 20],[23.10169492 70.89830508] ; [ 5.89830508 18.10169492],0
r4,1,0.347638,0.882061,[66 29] ; [19  5],[67.85714286 27.14285714] ; [17.14285714  6.85714286],0
a7,1,0.382682,0.762068,[59 36] ; [12 11],[57.16101695 37.83898305] ; [13.83898305  9.16101695],0
d4,1,0.393013,0.729599,[60 33] ; [17  6],[61.73275862 31.26724138] ; [15.26724138  7.73275862],0
r2,1,0.411283,0.675088,[81 14] ; [22  2],[82.22689076 12.77310924] ; [20.77310924  3.22689076],0
b2,1,0.411538,0.674353,[23 40] ; [ 5 14],[21.51219512 41.48780488] ; [ 6.48780488 12.51219512],0
b3,1,0.411538,0.674353,[23 40] ; [ 5 14],[21.51219512 41.48780488] ; [ 6.48780488 12.51219512],0
v1,1,0.424991,0.636474,[31 63] ; [10 14],[32.66101695 61.33898305] ; [ 8.33898305 15.66101695],0
a4,1,0.430656,0.621054,[42 51] ; [13 11],[43.71794872 49.28205128] ; [11.28205128 12.71794872],0
n1,1,0.443346,0.587607,[22 22] ; [2 4],[21.12 22.88] ; [2.88 3.12],0
v4,1,0.447199,0.577743,[76 18] ; [21  3],[77.27118644 16.72881356] ; [19.72881356  4.27118644],0
p3,1,0.563293,0.334035,[26 69] ; [ 8 16],[27.14285714 67.85714286] ; [ 6.85714286 17.14285714],0
p12,1,0.564891,0.331305,[ 2 93] ; [ 1 23],[ 2.39495798 92.60504202] ; [ 0.60504202 23.39495798],0
b1,1,0.614958,0.253018,[46 49] ; [13 11],[47.10084034 47.89915966] ; [11.89915966 12.10084034],0
p9,1,0.657011,0.197175,[35 58] ; [ 9 12],[35.89473684 57.10526316] ; [ 8.10526316 12.89473684],0
a6,1,0.722519,0.126092,[55 39] ; [15  9],[55.76271186 38.23728814] ; [14.23728814  9.76271186],0
r3,1,0.724674,0.124058,[71 24] ; [18  5],[71.65254237 23.34745763] ; [17.34745763  5.65254237],0
a2,1,0.727468,0.121449,[23 72] ; [ 5 19],[22.35294118 72.64705882] ; [ 5.64705882 18.35294118],0
a3,1,0.791462,0.069914,[57 36] ; [14 10],[56.43589744 36.56410256] ; [14.56410256  9.43589744],0
d2,1,0.812055,0.056537,[50 43] ; [13 10],[50.50862069 42.49137931] ; [12.49137931 10.50862069],0
p8,1,0.815572,0.054403,[28 66] ; [ 6 16],[27.55172414 66.44827586] ; [ 6.44827586 15.55172414],0
a5,1,0.822871,0.050111,[57 38] ; [15  9],[57.4789916 37.5210084] ; [14.5210084  9.4789916],0
d3,1,0.845241,0.038101,[53 41] ; [13 11],[52.57627119 41.42372881] ; [13.42372881 10.57627119],0
n6,1,0.874033,0.025134,[69 25] ; [18  6],[69.30508475 24.69491525] ; [17.69491525  6.30508475],0
u3,1,0.882172,0.021968,[18 20] ; [5 5],[18.20833333 19.79166667] ; [4.79166667 5.20833333],0
d5,1,0.883274,0.021556,[68 26] ; [17  7],[67.71186441 26.28813559] ; [17.28813559  6.71186441],0
s1,1,0.883891,0.021327,[ 7 87] ; [ 2 22],[ 7.16949153 86.83050847] ; [ 1.83050847 22.16949153],0
d1,1,0.892912,0.018123,[45 50] ; [11 13],[44.70588235 50.29411765] ; [11.29411765 12.70588235],0
u2,1,0.948019,0.00425,[16 21] ; [4 5],[16.08695652 20.91304348] ; [3.91304348 5.08695652],0
p1,1,0.966157,0.0018,[ 8 87] ; [ 2 21],[ 8.05084746 86.94915254] ; [ 1.94915254 21.05084746],0
u1,1,0.983615,0.000422,[16 79] ; [ 4 20],[15.96638655 79.03361345] ; [ 4.03361345 19.96638655],0
