Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,42.223457,[62 77] ; [107  22],[87.65298507 51.34701493] ; [81.34701493 47.65298507],1
v1,1,0.000315,12.980496,[74 63] ; [97 32],[88.07142857 48.92857143] ; [82.92857143 46.07142857],1
n4,1,0.000638,11.661935,[105  37] ; [117  13],[115.89705882  26.10294118] ; [106.10294118  23.89705882],1
n6,1,0.003873,8.342272,[121  22] ; [122   6],[128.22509225  14.77490775] ; [114.77490775  13.22509225],0
n5,1,0.005242,7.794108,[109  34] ; [115  14],[117.76470588  25.23529412] ; [106.23529412  22.76470588],0
s4,1,0.006882,7.303574,[44 98] ; [ 22 108],[ 34.45588235 107.54411765] ; [31.54411765 98.45588235],0
b5,1,0.01128,6.420622,[99 45] ; [70 60],[88.81751825 55.18248175] ; [80.18248175 49.81751825],0
a1,1,0.013338,6.12373,[  4 140] ; [ 13 117],[  8.93430657 135.06569343] ; [  8.06569343 121.93430657],0
p5,1,0.019975,5.414045,[ 15 127] ; [ 27 103],[ 21.92647059 120.07352941] ; [ 20.07352941 109.92647059],0
s7,1,0.07175,3.242535,[111  25] ; [111  13],[116.12307692  19.87692308] ; [105.87692308  18.12307692],0
r1,1,0.080864,3.047446,[114  29] ; [113  16],[119.34191176  23.65808824] ; [107.65808824  21.34191176],0
p12,1,0.08593,2.949021,[ 14 128] ; [ 22 108],[ 18.79411765 123.20588235] ; [ 17.20588235 112.79411765],0
s5,1,0.110237,2.550822,[65 70] ; [72 52],[71.40926641 63.59073359] ; [65.59073359 58.40926641],0
p8,1,0.115095,2.482831,[78 64] ; [83 46],[84.36162362 57.63837638] ; [76.63837638 52.36162362],0
p3,1,0.130862,2.282252,[79 65] ; [83 47],[85.13868613 58.86131387] ; [76.86131387 53.13868613],0
v4,1,0.140951,2.167551,[142   1] ; [125   4],[140.37132353   2.62867647] ; [126.62867647   2.37132353],0
u4,1,0.145627,2.117472,[  3 141] ; [  7 123],[  5.25547445 138.74452555] ; [  4.74452555 125.25547445],0
a7,1,0.158166,1.991673,[102  42] ; [81 48],[96.52747253 47.47252747] ; [86.47252747 42.52747253],0
d4,1,0.165903,1.919581,[120  24] ; [115  14],[123.95604396  20.04395604] ; [111.04395604  17.95604396],0
d5,1,0.165903,1.919581,[120  24] ; [115  14],[123.95604396  20.04395604] ; [111.04395604  17.95604396],0
d1,1,0.170205,1.881137,[93 51] ; [94 36],[98.27737226 45.72262774] ; [88.72262774 41.27737226],0
n2,1,0.181132,1.788315,[23 10] ; [22  4],[25.16949153  7.83050847] ; [19.83050847  6.16949153],0
p7,1,0.217547,1.520476,[95 44] ; [94 31],[99.51136364 39.48863636] ; [89.48863636 35.51136364],0
p11,1,0.228088,1.452746,[110  34] ; [107  23],[114.04379562  29.95620438] ; [102.95620438  27.04379562],0
n3,1,0.250266,1.321819,[26  7] ; [17  9],[24.05084746  8.94915254] ; [18.94915254  7.05084746],0
b2,1,0.258441,1.277087,[38 60] ; [40 45],[41.7704918 56.2295082] ; [36.2295082 48.7704918],0
b3,1,0.258441,1.277087,[38 60] ; [40 45],[41.7704918 56.2295082] ; [36.2295082 48.7704918],0
r4,1,0.337341,0.920511,[132  12] ; [123   7],[134.01459854   9.98540146] ; [120.98540146   9.01459854],0
a4,1,0.339275,0.913168,[67 77] ; [68 62],[70.94890511 73.05109489] ; [64.05109489 65.94890511],0
p1,1,0.376797,0.781126,[ 13 130] ; [ 16 113],[ 15.24632353 127.75367647] ; [ 13.75367647 115.24632353],0
r3,1,0.388633,0.743216,[138   6] ; [127   3],[139.27007299   4.72992701] ; [125.72992701   4.27007299],0
a8,1,0.420726,0.648286,[ 25 109] ; [ 18 103],[ 22.59607843 111.40392157] ; [ 20.40392157 100.59607843],0
a3,1,0.427276,0.630215,[114  30] ; [107  22],[116.57142857  27.42857143] ; [104.42857143  24.57142857],0
p2,1,0.442791,0.589039,[122  21] ; [115  15],[124.14285714  18.85714286] ; [112.85714286  17.14285714],0
d3,1,0.453929,0.560822,[97 47] ; [93 37],[99.8540146 44.1459854] ; [90.1459854 39.8540146],0
u3,1,0.498996,0.457071,[21  9] ; [18  5],[22.0754717  7.9245283] ; [16.9245283  6.0754717],0
a5,1,0.526898,0.40037,[113  31] ; [106  24],[115.09489051  28.90510949] ; [103.90510949  26.09489051],0
b1,1,0.550069,0.357193,[58 86] ; [57 73],[60.4379562 83.5620438] ; [54.5620438 75.4379562],0
p10,1,0.604065,0.268908,[125  17] ; [117  13],[126.33823529  15.66176471] ; [115.66176471  14.33823529],0
r2,1,0.629395,0.232882,[137   3] ; [126   4],[136.37037037   3.62962963] ; [126.62962963   3.37037037],0
u1,1,0.633329,0.227573,[ 33 111] ; [33 97],[ 34.68613139 109.31386861] ; [31.31386861 98.68613139],0
