Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,8e-06,19.985525,[49 31] ; [210  38],[63.17073171 16.82926829] ; [195.82926829  52.17073171],1
p10,1,3.1e-05,17.345775,[45 37] ; [197  54],[59.59159159 22.40840841] ; [182.40840841  68.59159159],1
p2,1,0.000192,13.9103,[49 37] ; [196  56],[62.33727811 23.66272189] ; [182.66272189  69.33727811],1
n6,1,0.001501,10.077457,[58 27] ; [212  40],[68.10089021 16.89910979] ; [201.89910979  50.10089021],0
r3,1,0.014005,6.037493,[80  5] ; [249   3],[82.98219585  2.01780415] ; [246.01780415   5.98219585],0
n4,1,0.030865,4.660434,[50 35] ; [180  72],[58.01186944 26.98813056] ; [171.98813056  80.01186944],0
a7,1,0.042683,4.107933,[66 19] ; [166  86],[58.51632047 26.48367953] ; [173.48367953  78.51632047],0
d2,1,0.06079,3.515696,[42 43] ; [ 95 156],[34.6577381 50.3422619] ; [102.3422619 148.6577381],0
a2,1,0.068453,3.31972,[22 64] ; [ 42 210],[16.28402367 69.71597633] ; [ 47.71597633 204.28402367],0
n5,1,0.070382,3.2741,[48 37] ; [169  82],[54.89583333 30.10416667] ; [162.10416667  88.89583333],0
p8,1,0.073206,3.209625,[23 61] ; [ 94 152],[29.78181818 54.21818182] ; [ 87.21818182 158.78181818],0
b1,1,0.081825,3.028265,[38 48] ; [ 85 167],[31.29585799 54.70414201] ; [ 91.70414201 160.29585799],0
s4,1,0.099373,2.715575,[19 67] ; [ 36 213],[14.11940299 71.88059701] ; [ 40.88059701 208.11940299],0
n1,1,0.121097,2.403073,[17 16] ; [21 39],[13.48387097 19.51612903] ; [24.51612903 35.48387097],0
n3,1,0.131521,2.274457,[26  5] ; [43 19],[23.  8.] ; [46. 16.],0
d5,1,0.139135,2.1875,[69 15] ; [187  65],[64. 20.] ; [192.  60.],0
v3,1,0.167338,1.90663,[22 57] ; [ 89 156],[27.06481481 51.93518519] ; [ 83.93518519 161.06481481],0
a4,1,0.182475,1.777352,[39 46] ; [ 95 157],[33.79821958 51.20178042] ; [100.20178042 151.79821958],0
b5,1,0.189889,1.718475,[60 26] ; [156  96],[54.95857988 31.04142012] ; [161.04142012  90.95857988],0
p5,1,0.208673,1.580608,[ 1 84] ; [ 10 241],[ 2.7827381 82.2172619] ; [  8.2172619 242.7827381],0
p6,1,0.221999,1.491402,[19 65] ; [ 41 205],[15.27272727 68.72727273] ; [ 44.72727273 201.27272727],0
p7,1,0.265992,1.237301,[37 46] ; [125 117],[41.37230769 41.62769231] ; [120.62769231 121.37230769],0
v1,1,0.274333,1.194951,[34 52] ; [114 132],[38.3373494 47.6626506] ; [109.6626506 136.3373494],0
s1,1,0.289472,1.122076,[ 4 81] ; [  6 241],[ 2.56024096 82.43975904] ; [  7.43975904 239.56024096],0
